Mach, Efficiency
   0.248766,    8.301707
   0.250900,    8.760159
   0.253034,    9.157599
   0.255167,    9.469909
   0.257301,    9.710554
   0.259435,    9.965912
   0.261568,   10.193331
   0.263702,   10.363823
   0.265836,   10.541572
   0.267969,   10.727034
   0.270103,   10.909667
   0.272237,   11.054875
   0.274370,   11.205189
   0.276504,   11.360870
   0.278638,   11.522196
   0.280771,   11.681080
   0.282905,   11.817556
   0.285039,   11.958329
   0.287172,   12.103592
   0.289306,   12.253551
   0.291440,   12.408425
   0.293573,   12.545599
   0.295707,   12.672334
   0.297841,   12.802603
   0.299974,   12.936544
   0.302108,   13.074303
   0.304242,   13.216037
   0.306375,   13.354066
   0.308509,   13.464156
   0.310643,   13.576859
   0.312777,   13.692261
   0.314910,   13.810452
   0.317044,   13.931526
   0.319178,   14.055582
   0.321311,   14.182721
   0.323445,   14.278973
   0.325579,   14.367451
   0.327712,   14.457625
   0.329846,   14.549538
   0.331980,   14.643235
   0.334113,   14.738762
   0.336247,   14.836169
   0.338381,   14.935504
   0.340514,   15.033914
   0.342648,   15.089268
   0.344782,   15.145380
   0.346915,   15.202263
   0.349049,   15.259930
   0.351183,   15.318394
   0.353316,   15.377668
   0.355450,   15.437766
   0.357584,   15.498701
   0.359717,   15.560489
   0.361851,   15.623143
   0.363985,   15.656615
   0.366118,   15.671745
   0.368252,   15.686994
   0.370386,   15.702361
   0.372519,   15.717847
   0.374653,   15.733453
   0.376787,   15.749180
   0.378920,   15.765027
   0.381054,   15.780996
   0.383188,   15.797088
   0.385321,   15.813302
   0.387455,   15.829641
   0.389589,   15.846103
   0.391722,   15.830296
   0.393856,   15.806081
   0.395990,   15.781810
   0.398123,   15.757482
   0.400257,   15.733099
   0.402391,   15.708662
   0.404524,   15.684171
   0.406658,   15.659628
   0.408792,   15.635032
   0.410926,   15.610386
   0.413059,   15.585690
   0.415193,   15.560944
   0.417327,   15.536150
   0.419460,   15.511309
   0.421594,   15.486420
   0.423728,   15.461486
   0.425861,   15.417838
   0.427995,   15.357450
   0.430129,   15.297236
   0.432262,   15.237195
   0.434396,   15.177330
   0.436530,   15.117643
   0.438663,   15.058134
   0.440797,   14.998805
   0.442931,   14.939657
   0.445064,   14.880692
   0.447198,   14.821910
   0.449332,   14.763313
   0.451465,   14.704902
   0.453599,   14.646678
   0.455733,   14.588642
   0.457866,   14.530795
   0.460000,   14.473138
