eta, Cl
   0.000000,    0.468931
   0.020408,    0.470991
   0.040816,    0.475143
   0.061224,    0.479439
   0.081633,    0.483773
   0.102041,    0.488083
   0.122449,    0.492331
   0.142857,    0.496489
   0.163265,    0.500535
   0.183673,    0.504454
   0.204082,    0.508233
   0.224490,    0.511860
   0.244898,    0.515324
   0.265306,    0.518615
   0.285714,    0.521723
   0.306122,    0.524638
   0.326531,    0.527348
   0.346939,    0.529841
   0.367347,    0.532104
   0.387755,    0.534123
   0.408163,    0.535881
   0.428571,    0.537361
   0.448980,    0.538543
   0.469388,    0.539405
   0.489796,    0.539920
   0.510204,    0.540057
   0.530612,    0.539784
   0.551020,    0.539066
   0.571429,    0.537863
   0.591837,    0.536129
   0.612245,    0.533809
   0.632653,    0.530844
   0.653061,    0.527163
   0.673469,    0.522686
   0.693878,    0.517321
   0.714286,    0.510960
   0.734694,    0.503479
   0.755102,    0.494731
   0.775510,    0.484542
   0.795918,    0.472703
   0.816327,    0.458960
   0.836735,    0.443001
   0.857143,    0.424426
   0.877551,    0.402708
   0.897959,    0.377125
   0.918367,    0.346613
   0.938776,    0.309468
   0.959184,    0.262548
   0.979592,    0.198366
   1.000000,    0.000000
