alpha body, Neutral Point
 -10.000000,    0.313293
  -9.090909,    0.316001
  -8.181818,    0.321200
  -7.272727,    0.328579
  -6.363636,    0.330240
  -5.454545,    0.331434
  -4.545455,    0.340215
  -3.636364,    0.348724
  -2.727273,    0.321966
  -1.818182,    0.359065
  -0.909091,    0.430722
  -0.000000,    0.437765
   0.909091,    0.444253
   1.818182,    0.450310
   2.727273,    0.456320
   3.636364,    0.461730
