alpha body, Neutral Point
 -10.000000,    0.365899
  -9.090909,    0.369324
  -8.181818,    0.375830
  -7.272727,    0.384528
  -6.363636,    0.386709
  -5.454545,    0.388175
  -4.545455,    0.397814
  -3.636364,    0.406962
  -2.727273,    0.376895
  -1.818182,    0.417303
  -0.909091,    0.495765
