alpha body, Neutral Point
 -10.000000,    0.341084
  -9.090909,    0.344202
  -8.181818,    0.350148
  -7.272727,    0.358285
  -6.363636,    0.360245
  -5.454545,    0.361596
  -4.545455,    0.370878
  -3.636364,    0.379764
  -2.727273,    0.351095
  -1.818182,    0.390127
  -0.909091,    0.465749
  -0.000000,    0.472659
   0.909091,    0.478884
