Time, Altitude
   0.000000, 4000.000000
   0.500000, 3994.765498
   1.000000, 3989.528476
   1.500000, 3984.291812
   2.000000, 3979.050860
   2.500000, 3973.806051
   3.000000, 3968.555671
   3.500000, 3963.300616
   4.000000, 3958.040880
   4.500000, 3952.776093
   5.000000, 3947.507042
   5.500000, 3942.222952
   6.000000, 3936.930240
   6.500000, 3931.631945
   7.000000, 3926.329079
   7.500000, 3921.011598
   8.000000, 3915.680306
   8.500000, 3910.334772
   9.000000, 3904.974883
   9.500000, 3899.600515
  10.000000, 3894.218385
  10.500000, 3888.839838
  11.000000, 3883.465793
  11.500000, 3878.093879
  12.000000, 3872.720380
  12.500000, 3867.348860
  13.000000, 3861.979323
  13.500000, 3856.608397
  14.000000, 3851.236297
  14.500000, 3845.858399
  15.000000, 3840.475593
  15.500000, 3835.090393
  16.000000, 3829.703166
  16.500000, 3824.315952
  17.000000, 3818.928745
  17.500000, 3813.544956
  18.000000, 3808.163275
  18.500000, 3802.780011
  19.000000, 3797.395771
  19.500000, 3792.005425
  20.000000, 3786.611313
  20.500000, 3781.213342
  21.000000, 3775.812992
  21.500000, 3770.412328
  22.000000, 3765.011471
  22.500000, 3759.613600
  23.000000, 3754.217569
  23.500000, 3748.826727
  24.000000, 3743.439084
  24.500000, 3738.056780
  25.000000, 3732.677768
  25.500000, 3727.303847
  26.000000, 3721.933064
  26.500000, 3716.566540
  27.000000, 3711.202642
  27.500000, 3705.842282
  28.000000, 3700.484104
  28.500000, 3695.128470
  29.000000, 3689.774404
  29.500000, 3684.423123
  30.000000, 3679.073152
  30.500000, 3673.727983
  31.000000, 3668.385072
  31.500000, 3663.037214
  32.000000, 3657.687030
  32.500000, 3652.325330
  33.000000, 3646.958215
  33.500000, 3641.593777
  34.000000, 3636.230598
  34.500000, 3630.862837
  35.000000, 3625.492921
  35.500000, 3620.109777
  36.000000, 3614.720414
  36.500000, 3609.317452
  37.000000, 3603.911792
  37.500000, 3598.508114
  38.000000, 3593.104712
  38.500000, 3587.707890
  39.000000, 3582.311981
  39.500000, 3576.909620
  40.000000, 3571.506363
  40.500000, 3566.087221
  41.000000, 3560.665874
  41.500000, 3555.233142
  42.000000, 3549.800583
  42.500000, 3544.370940
  43.000000, 3538.942007
  43.500000, 3533.515714
  44.000000, 3528.089909
  44.500000, 3522.665918
  45.000000, 3517.246704
  45.500000, 3511.832755
  46.000000, 3506.421411
  46.500000, 3501.012173
  47.000000, 3495.603757
  47.500000, 3490.195725
  48.000000, 3484.780662
  48.500000, 3479.362314
  49.000000, 3473.936026
  49.500000, 3468.506030
  50.000000, 3463.084639
  50.500000, 3457.664871
  51.000000, 3452.249157
  51.500000, 3446.834207
  52.000000, 3441.426285
  52.500000, 3436.019036
  53.000000, 3430.611400
  53.500000, 3425.203728
  54.000000, 3419.800601
  54.500000, 3414.397540
  55.000000, 3408.993123
  55.500000, 3403.587996
  56.000000, 3398.172033
  56.500000, 3392.755069
  57.000000, 3387.322366
  57.500000, 3381.887121
  58.000000, 3376.443031
  58.500000, 3370.995665
  59.000000, 3365.536896
  59.500000, 3360.077558
  60.000000, 3354.616980
  60.500000, 3349.152973
  61.000000, 3343.681486
  61.500000, 3338.204604
  62.000000, 3332.715957
  62.500000, 3327.228807
  63.000000, 3321.743291
  63.500000, 3316.260313
  64.000000, 3310.780105
  64.500000, 3305.304023
  65.000000, 3299.831277
  65.500000, 3294.354078
  66.000000, 3288.873280
  66.500000, 3283.388318
  67.000000, 3277.899990
  67.500000, 3272.407644
  68.000000, 3266.913726
  68.500000, 3261.414381
  69.000000, 3255.913940
  69.500000, 3250.407564
  70.000000, 3244.900176
  70.500000, 3239.382708
  71.000000, 3233.863731
  71.500000, 3228.354746
  72.000000, 3222.845728
  72.500000, 3217.335315
  73.000000, 3211.825179
  73.500000, 3206.317482
  74.000000, 3200.809899
  74.500000, 3195.303311
  75.000000, 3189.797837
  75.500000, 3184.302183
  76.000000, 3178.807608
  76.500000, 3173.322542
  77.000000, 3167.836495
  77.500000, 3162.347018
  78.000000, 3156.855024
  78.500000, 3151.354219
  79.000000, 3145.851843
  79.500000, 3140.343962
  80.000000, 3134.835330
  80.500000, 3129.325539
  81.000000, 3123.815612
  81.500000, 3118.305558
  82.000000, 3112.793663
  82.500000, 3107.281291
  83.000000, 3101.764395
  83.500000, 3096.247032
  84.000000, 3090.738134
  84.500000, 3085.228338
  85.000000, 3079.714231
