Ground Roll Distance, Horizontal Forces
   0.000000, 45140.915071
   0.000000, 44902.764333
   0.000000, 43275.720285
   0.000000, 42959.008230
   0.000000, 42645.119038
   0.000000, 42334.021013
   0.000000, 42025.682896
   0.000000, 41961.777726
   0.000000, 41960.609892
   0.000000, 41959.832119
   0.000000, 41959.601103
   0.000000, 41959.364896
   0.000000, 41957.002522
   0.000000, 41933.348701
   0.000000, 41693.779687
   0.000000, 40176.786208
   0.000000, 38425.640723
   0.000000, 36504.701104
   0.000000, 35882.237561
   0.000000, 35191.909458
   0.000000, 33101.649906
   0.000000, 30808.893249
   0.000000, 28399.566683
   0.000000, 25904.025468
   0.000000, 23353.253485
   0.000000, 20780.812845
   0.000000, 18221.665435
   0.000000, 15710.945981
   0.000000, 13282.971744
   0.000000, 12740.745840
   0.000000, 12392.037456
   0.000000, 12198.653443
   0.000000, 12012.250873
   0.000000, 10167.227214
   0.000000, 9508.652598
   0.000000, 9098.965739
   0.000000, 8944.532531
   0.000000, 8783.189826
   0.000000, 7207.208985
   0.000000, 6488.148158
   0.000000, 5590.681585
   0.000000, 5454.335542
   0.000000, 5389.126566
   0.000000, 5328.292206
   0.000000, 4732.946417
   0.000000, 3066.933166
   0.000000, 1676.920989
   0.000000, 1414.536265
   0.000000, 1368.765690
   0.000000, 1338.904690
   0.000000, 1308.441094
   0.000000, 1021.254291
   0.000000,  234.608964
   0.000000,  124.544796
   0.000000,   74.840649
   0.000000,   40.519727
   0.000000,   17.778045
   0.000000,    4.814753
   0.000000,    0.089620
   0.000000,    0.009828
   0.000000,    0.000059
   0.000000,    0.000000
