V/VsTO, Thrust - Yawing Moment
   0.326883, 133150.768681
   0.330389, 133028.341411
   0.333896, 132905.914142
   0.337402, 132783.486873
   0.340909, 132661.059603
   0.344415, 132538.632334
   0.347922, 132416.205065
   0.351428, 132293.777795
   0.354935, 132171.350526
   0.358441, 132048.923257
   0.361948, 131926.495987
   0.365454, 131804.068718
   0.368961, 131681.641449
   0.372467, 131559.214180
   0.375974, 131436.786910
   0.379480, 131314.359641
   0.382987, 131191.932372
   0.386493, 131069.505102
   0.390000, 130947.077833
   0.393506, 130824.650564
   0.397013, 130702.223294
   0.400519, 130579.796025
   0.404026, 130457.368756
   0.407532, 130334.941486
   0.411039, 130212.514217
   0.414545, 130090.086948
   0.418052, 129967.659678
   0.421558, 129845.232409
   0.425065, 129722.805140
   0.428571, 129600.377870
   0.432078, 129477.950601
   0.435584, 129355.523332
   0.439091, 129233.096063
   0.442597, 129110.668793
   0.446104, 128988.241524
   0.449610, 128865.814255
   0.453117, 128743.386985
   0.456623, 128620.959716
   0.460130, 128498.532447
   0.463636, 128376.105177
   0.467143, 128253.677908
   0.470649, 128131.250639
   0.474156, 128008.823369
   0.477662, 127886.396100
   0.481169, 127763.968831
   0.484675, 127641.541561
   0.488181, 127519.114292
   0.491688, 127396.687023
   0.495194, 127274.259753
   0.498701, 127151.832484
   0.502207, 127029.405215
   0.505714, 126906.977946
   0.509220, 126784.550676
   0.512727, 126662.123407
   0.516233, 126539.696138
   0.519740, 126417.268868
   0.523246, 126294.841599
   0.526753, 126172.414330
   0.530259, 126049.987060
   0.533766, 125927.559791
   0.537272, 125805.132522
   0.540779, 125682.705252
   0.544285, 125560.277983
   0.547792, 125437.850714
   0.551298, 125315.423444
   0.554805, 125192.996175
   0.558311, 125070.568906
   0.561818, 124948.141637
   0.565324, 124825.714367
   0.568831, 124703.287098
   0.572337, 124580.859829
   0.575844, 124458.432559
   0.579350, 124336.005290
   0.582857, 124213.578021
   0.586363, 124091.150751
   0.589870, 123968.723482
   0.593376, 123846.296213
   0.596883, 123723.868943
   0.600389, 123601.441674
   0.603896, 123479.014405
   0.607402, 123356.587135
   0.610909, 123234.159866
   0.614415, 123111.732597
   0.617922, 122989.305327
   0.621428, 122866.878058
   0.624935, 122744.450789
   0.628441, 122622.023520
   0.631948, 122499.596250
   0.635454, 122377.168981
   0.638961, 122254.741712
   0.642467, 122132.314442
   0.645974, 122009.887173
   0.649480, 121887.459904
   0.652987, 121765.032634
   0.656493, 121602.627961
   0.660000, 121428.811468
   0.663506, 121254.994974
   0.667013, 121081.178481
   0.670519, 120907.361987
   0.674026, 120733.545494
   0.677532, 120559.729000
   0.681039, 120385.912507
   0.684545, 120212.096013
   0.688052, 120038.279520
   0.691558, 119864.463026
   0.695065, 119690.646533
   0.698571, 119516.830039
   0.702078, 119343.013546
   0.705584, 119169.197052
   0.709091, 118995.380559
   0.712597, 118821.564066
   0.716104, 118647.747572
   0.719610, 118473.931079
   0.723117, 118300.114585
   0.726623, 118126.298092
   0.730130, 117952.481598
   0.733636, 117778.665105
   0.737143, 117604.848611
   0.740649, 117431.032118
   0.744156, 117257.215624
   0.747662, 117083.399131
   0.751169, 116909.582637
   0.754675, 116735.766144
   0.758182, 116561.949650
   0.761688, 116388.133157
   0.765195, 116214.316663
   0.768701, 116040.500170
   0.772208, 115866.683677
   0.775714, 115692.867183
   0.779221, 115519.050690
   0.782727, 115345.234196
   0.786234, 115171.417703
   0.789740, 114997.601209
   0.793247, 114823.784716
   0.796753, 114649.968222
   0.800260, 114476.151729
   0.803766, 114302.335235
   0.807273, 114128.518742
   0.810779, 113954.702248
   0.814286, 113780.885755
   0.817792, 113607.069261
   0.821299, 113433.252768
   0.824805, 113259.436274
   0.828312, 113085.619781
   0.831818, 112911.803288
   0.835325, 112737.986794
   0.838831, 112564.170301
   0.842337, 112390.353807
   0.845844, 112216.537314
   0.849350, 112042.720820
   0.852857, 111868.904327
   0.856363, 111695.087833
   0.859870, 111521.271340
   0.863376, 111347.454846
   0.866883, 111173.638353
   0.870389, 110999.821859
   0.873896, 110826.005366
   0.877402, 110652.188872
   0.880909, 110478.372379
   0.884415, 110304.555885
   0.887922, 110130.739392
   0.891428, 109956.922898
   0.894935, 109783.106405
   0.898441, 109609.289912
   0.901948, 109435.473418
   0.905454, 109261.656925
   0.908961, 109087.840431
   0.912467, 108914.023938
   0.915974, 108740.207444
   0.919480, 108566.390951
   0.922987, 108392.574457
   0.926493, 108218.757964
   0.930000, 108044.941470
   0.933506, 107871.124977
   0.937013, 107697.308483
   0.940519, 107523.491990
   0.944026, 107349.675496
   0.947532, 107175.859003
   0.951039, 107002.042509
   0.954545, 106828.226016
   0.958052, 106654.409523
   0.961558, 106480.593029
   0.965065, 106306.776536
   0.968571, 106132.960042
   0.972078, 105959.143549
   0.975584, 105785.327055
   0.979091, 105611.510562
   0.982597, 105439.374397
   0.986104, 105268.580799
   0.989610, 105097.787201
   0.993117, 104926.993603
   0.996623, 104756.200005
   1.000130, 104585.406407
   1.003636, 104414.612809
   1.007143, 104243.819211
   1.010649, 104073.025613
   1.014156, 103902.232015
   1.017662, 103731.438417
   1.021169, 103560.644819
   1.024675, 103389.851221
   1.028182, 103219.057624
   1.031688, 103048.264026
   1.035195, 102877.470428
   1.038701, 102706.676830
   1.042208, 102535.883232
   1.045714, 102365.089634
   1.049221, 102194.296036
   1.052727, 102023.502438
   1.056234, 101852.708840
   1.059740, 101681.915242
   1.063247, 101511.121644
   1.066753, 101340.328046
   1.070260, 101169.534448
   1.073766, 100998.740850
   1.077273, 100827.947253
   1.080779, 100657.153655
   1.084286, 100486.360057
   1.087792, 100315.566459
   1.091299, 100144.772861
   1.094805, 99973.979263
   1.098312, 99803.185665
   1.101818, 99632.392067
   1.105325, 99461.598469
   1.108831, 99290.804871
   1.112338, 99120.011273
   1.115844, 98949.217675
   1.119351, 98778.424077
   1.122857, 98607.630479
   1.126364, 98436.836881
   1.129870, 98266.043284
   1.133377, 98095.249686
   1.136883, 97924.456088
   1.140390, 97753.662490
   1.143896, 97582.868892
   1.147403, 97412.075294
   1.150909, 97241.281696
   1.154416, 97070.488098
   1.157922, 96899.694500
   1.161429, 96728.900902
   1.164935, 96558.107304
   1.168442, 96387.313706
   1.171948, 96216.520108
   1.175455, 96045.726510
   1.178961, 95874.932912
   1.182468, 95704.139315
   1.185974, 95533.345717
   1.189481, 95362.552119
   1.192987, 95191.758521
   1.196494, 95020.964923
   1.200000, 94850.171325
