V/VsTO, Thrust - Yawing Moment
   0.326883, 16416.443132
   0.330389, 16770.532973
   0.333896, 17128.400898
   0.337402, 17490.046907
   0.340909, 17855.470999
   0.344415, 18224.673176
   0.347922, 18597.653437
   0.351428, 18974.411782
   0.354935, 19354.948211
   0.358441, 19739.262725
   0.361948, 20127.355322
   0.365454, 20519.226003
   0.368961, 20914.874768
   0.372467, 21314.301617
   0.375974, 21717.506550
   0.379480, 22124.489567
   0.382987, 22535.250668
   0.386493, 22949.789853
   0.390000, 23368.107122
   0.393506, 23790.202476
   0.397013, 24216.075913
   0.400519, 24645.727434
   0.404026, 25079.157039
   0.407532, 25516.364729
   0.411039, 25957.350502
   0.414545, 26402.114359
   0.418052, 26850.656300
   0.421558, 27302.976326
   0.425065, 27759.074435
   0.428571, 28218.950628
   0.432078, 28682.604906
   0.435584, 29150.037267
   0.439091, 29621.247712
   0.442597, 30096.236242
   0.446104, 30575.002855
   0.449610, 31057.547553
   0.453117, 31543.870334
   0.456623, 32033.971199
   0.460130, 32527.850149
   0.463636, 33025.507182
   0.467143, 33526.942300
   0.470649, 34032.155501
   0.474156, 34541.146787
   0.477662, 35053.916156
   0.481169, 35570.463610
   0.484675, 36090.789148
   0.488181, 36614.892769
   0.491688, 37142.774475
   0.495194, 37674.434264
   0.498701, 38209.872138
   0.502207, 38749.088096
   0.505714, 39292.082137
   0.509220, 39838.854263
   0.512727, 40389.404473
   0.516233, 40943.732766
   0.519740, 41501.839144
   0.523246, 42063.723606
   0.526753, 42629.386152
   0.530259, 43198.826781
   0.533766, 43772.045495
   0.537272, 44349.042293
   0.540779, 44929.817175
   0.544285, 45514.370140
   0.547792, 46102.701190
   0.551298, 46694.810324
   0.554805, 47290.697542
   0.558311, 47890.362844
   0.561818, 48493.806230
   0.565324, 49101.027700
   0.568831, 49712.027254
   0.572337, 50326.804892
   0.575844, 50945.360613
   0.579350, 51567.694419
   0.582857, 52193.806309
   0.586363, 52823.696283
   0.589870, 53457.364341
   0.593376, 54094.810483
   0.596883, 54736.034709
   0.600389, 55381.037020
   0.603896, 56029.817414
   0.607402, 56682.375892
   0.610909, 57338.712454
   0.614415, 57998.827100
   0.617922, 58662.719830
   0.621428, 59330.390644
   0.624935, 60001.839542
   0.628441, 60677.066525
   0.631948, 61356.071591
   0.635454, 62038.854741
   0.638961, 62725.415975
   0.642467, 63415.755293
   0.645974, 64109.872696
   0.649480, 64807.768182
   0.652987, 65509.441752
   0.656493, 66214.893406
   0.660000, 66924.123145
   0.663506, 67637.130967
   0.667013, 68353.916873
   0.670519, 69074.480864
   0.674026, 69798.822938
   0.677532, 70526.943096
   0.681039, 71258.841339
   0.684545, 71994.517665
   0.688052, 72733.972076
   0.691558, 73477.204570
   0.695065, 74224.215149
   0.698571, 74975.003811
   0.702078, 75729.570558
   0.705584, 76487.915388
   0.709091, 77250.038303
   0.712597, 78015.939301
   0.716104, 78785.618384
   0.719610, 79559.075550
   0.723117, 80336.310801
   0.726623, 81117.324135
   0.730130, 81902.115554
   0.733636, 82690.685057
   0.737143, 83483.032643
   0.740649, 84279.158314
   0.744156, 85079.062068
   0.747662, 85882.743907
   0.751169, 86690.203830
   0.754675, 87501.441837
   0.758182, 88316.457927
   0.761688, 89135.252102
   0.765195, 89957.824361
   0.768701, 90784.174704
   0.772208, 91614.303130
   0.775714, 92448.209641
   0.779221, 93285.894236
   0.782727, 94127.356915
   0.786234, 94972.597678
   0.789740, 95821.616524
   0.793247, 96674.413455
   0.796753, 97530.988470
   0.800260, 98391.341569
   0.803766, 99255.472752
   0.807273, 100123.382019
   0.810779, 100995.069370
   0.814286, 101870.534805
   0.817792, 102749.778324
   0.821299, 103632.799927
   0.824805, 104519.599614
   0.828312, 105410.177385
   0.831818, 106304.533240
   0.835325, 107202.667179
   0.838831, 108104.579202
   0.842337, 109010.269309
   0.845844, 109919.737500
   0.849350, 110832.983775
   0.852857, 111750.008134
   0.856363, 112670.810577
   0.859870, 113595.391105
   0.863376, 114523.749716
   0.866883, 115455.886411
   0.870389, 116391.801190
   0.873896, 117331.494053
   0.877402, 118274.965001
   0.880909, 119222.214032
   0.884415, 120173.241147
   0.887922, 121128.046346
   0.891428, 122086.629630
   0.894935, 123048.990997
   0.898441, 124015.130448
   0.901948, 124985.047984
   0.905454, 125958.743603
   0.908961, 126936.217306
   0.912467, 127917.469094
   0.915974, 128902.498965
   0.919480, 129891.306920
   0.922987, 130883.892960
   0.926493, 131880.257083
   0.930000, 132880.399291
   0.933506, 133884.319582
   0.937013, 134892.017958
   0.940519, 135903.494417
   0.944026, 136918.748961
   0.947532, 137937.781588
   0.951039, 138960.592300
   0.954545, 139987.181095
   0.958052, 141017.547975
   0.961558, 142051.692938
   0.965065, 143089.615986
   0.968571, 144131.317118
   0.972078, 145176.796333
   0.975584, 146226.053633
   0.979091, 147279.089016
   0.982597, 148335.902484
   0.986104, 149396.494036
   0.989610, 150460.863671
   0.993117, 151529.011391
   0.996623, 152600.937195
   1.000130, 153676.641083
   1.003636, 154756.123054
   1.007143, 155839.383110
   1.010649, 156926.421250
   1.014156, 158017.237474
   1.017662, 159111.831782
   1.021169, 160210.204173
   1.024675, 161312.354649
   1.028182, 162418.283209
   1.031688, 163527.989853
   1.035195, 164641.474581
   1.038701, 165758.737393
   1.042208, 166879.778289
   1.045714, 168004.597269
   1.049221, 169133.194333
   1.052727, 170265.569481
   1.056234, 171401.722713
   1.059740, 172541.654028
   1.063247, 173685.363429
   1.066753, 174832.850913
   1.070260, 175984.116481
   1.073766, 177139.160133
   1.077273, 178297.981869
   1.080779, 179460.581689
   1.084286, 180626.959593
   1.087792, 181797.115581
   1.091299, 182971.049653
   1.094805, 184148.761809
   1.098312, 185330.252049
   1.101818, 186515.520374
   1.105325, 187704.566782
   1.108831, 188897.391274
   1.112338, 190093.993850
   1.115844, 191294.374510
   1.119351, 192498.533255
   1.122857, 193706.470083
   1.126364, 194918.184995
   1.129870, 196133.677991
   1.133377, 197352.949072
   1.136883, 198575.998236
   1.140390, 199802.825484
   1.143896, 201033.430817
   1.147403, 202267.814233
   1.150909, 203505.975733
   1.154416, 204747.915318
   1.157922, 205993.632986
   1.161429, 207243.128739
   1.164935, 208496.402575
   1.168442, 209753.454496
   1.171948, 211014.284500
   1.175455, 212278.892589
   1.178961, 213547.278761
   1.182468, 214819.443018
   1.185974, 216095.385358
   1.189481, 217375.105783
   1.192987, 218658.604291
   1.196494, 219945.880884
   1.200000, 221236.935560
