CD, CL
   0.023268,   -0.326806
   0.022362,   -0.264496
   0.021803,   -0.203110
   0.021529,   -0.141748
   0.021556,   -0.080412
   0.021877,   -0.019100
   0.022500,    0.042190
   0.023423,    0.103458
   0.024650,    0.164704
   0.026184,    0.225925
   0.028023,    0.287126
   0.030180,    0.348306
   0.032648,    0.409466
   0.035437,    0.470606
   0.038534,    0.531724
   0.041950,    0.592823
   0.045682,    0.653903
   0.049731,    0.714966
   0.054102,    0.776010
   0.058791,    0.837035
   0.063810,    0.898081
   0.069153,    0.959333
   0.074840,    1.020749
   0.080857,    1.082190
   0.087219,    1.143663
   0.093894,    1.199416
