CD, CL
   0.022247,   -0.134443
   0.021341,   -0.072133
   0.020782,   -0.010747
   0.020508,    0.050615
   0.020535,    0.111951
   0.020856,    0.173263
   0.021479,    0.234553
   0.022402,    0.295821
   0.023630,    0.357067
   0.025164,    0.418288
   0.027002,    0.479489
   0.029159,    0.540669
   0.031628,    0.601829
   0.034416,    0.662969
   0.037514,    0.724087
   0.040930,    0.785186
   0.044661,    0.846266
   0.048710,    0.907329
   0.053081,    0.968373
   0.057771,    1.029398
   0.062789,    1.090444
   0.068133,    1.151696
   0.073819,    1.213112
   0.079837,    1.274553
   0.086198,    1.336026
   0.092873,    1.391778
