CD, CL
   0.024065,   -0.334713
   0.023160,   -0.272404
   0.022600,   -0.211017
   0.022326,   -0.149655
   0.022354,   -0.088319
   0.022674,   -0.027007
   0.023298,    0.034283
   0.024221,    0.095551
   0.025448,    0.156797
   0.026982,    0.218018
   0.028820,    0.279219
   0.030977,    0.340399
   0.033446,    0.401559
   0.036234,    0.462698
   0.039332,    0.523817
   0.042748,    0.584916
   0.046479,    0.645996
   0.050529,    0.707058
   0.054899,    0.768103
   0.059589,    0.829128
   0.064608,    0.890173
   0.069951,    0.951425
   0.075638,    1.012842
   0.081655,    1.074283
   0.088017,    1.135756
   0.094692,    1.191508
