CD, CL
   0.025092,   -0.346466
   0.024186,   -0.284157
   0.023627,   -0.222770
   0.023353,   -0.161408
   0.023380,   -0.100073
   0.023701,   -0.038760
   0.024324,    0.022530
   0.025247,    0.083798
   0.026475,    0.145044
   0.028009,    0.206265
   0.029847,    0.267466
   0.032004,    0.328645
   0.034473,    0.389805
   0.037261,    0.450945
   0.040359,    0.512063
   0.043775,    0.573162
   0.047506,    0.634243
   0.051556,    0.695305
   0.055926,    0.756350
   0.060616,    0.817375
   0.065634,    0.878420
   0.070978,    0.939672
   0.076664,    1.001089
   0.082682,    1.062529
   0.089043,    1.124003
   0.095718,    1.179755
