CD, CL
   0.022358,   -0.204223
   0.021453,   -0.141914
   0.020893,   -0.080527
   0.020619,   -0.019165
   0.020647,    0.042171
   0.020967,    0.103483
   0.021591,    0.164773
   0.022514,    0.226041
   0.023741,    0.287287
   0.025275,    0.348508
   0.027113,    0.409709
   0.029270,    0.470889
   0.031739,    0.532049
   0.034527,    0.593188
   0.037625,    0.654307
   0.041041,    0.715406
   0.044772,    0.776486
   0.048822,    0.837548
   0.053192,    0.898593
   0.057882,    0.959618
   0.062901,    1.020663
   0.068244,    1.081915
   0.073931,    1.143332
   0.079948,    1.204773
   0.086310,    1.266246
   0.092985,    1.321998
