Ground Distance, 
   0.000000,   50.000000
 802.252462,    7.955730
 836.009915,    6.285104
 869.767367,    4.811422
 903.524820,    3.534533
 937.282272,    2.454308
 971.039725,    1.570638
1004.797177,    0.883431
1038.554630,    0.392620
1072.312082,    0.098152
1106.069535,    0.000000
1108.671547,    0.000000
1134.641156,    0.000000
1313.343861,    0.000000
1348.562508,    0.000000
1383.609893,    0.000000
1418.487155,    0.000000
1453.195427,    0.000000
1460.116901,    0.000000
1460.292604,    0.000000
1460.373184,    0.000000
1460.452956,    0.000000
1460.501041,    0.000000
1460.517037,    0.000000
1460.526142,    0.000000
1460.527435,    0.000000
1460.528764,    0.000000
1460.542056,    0.000000
1460.674966,    0.000000
1462.003790,    0.000000
1475.263516,    0.000000
1510.308685,    0.000000
1532.716470,    0.000000
1543.019134,    0.000000
1554.120285,    0.000000
1662.952276,    0.000000
1820.214170,    0.000000
1967.661648,    0.000000
2104.840870,    0.000000
2231.327082,    0.000000
2346.731996,    0.000000
2450.710960,    0.000000
2542.969665,    0.000000
2550.804259,    0.000000
2555.435944,    0.000000
2557.190680,    0.000000
2559.005360,    0.000000
2576.844845,    0.000000
2652.221669,    0.000000
2715.247165,    0.000000
2765.703215,    0.000000
2803.440747,    0.000000
2828.383120,    0.000000
2840.259959,    0.000000
2841.171817,    0.000000
2841.642754,    0.000000
2841.827936,    0.000000
2841.833128,    0.000000
2841.834296,    0.000000
2841.834356,    0.000000
