Speed (CAS), Efficiency
 135.689360,   14.034629
 136.925424,   14.043551
 138.161487,   14.176028
 139.397550,   14.324965
 140.633613,   14.478433
 141.869677,   14.636624
 143.105740,   14.789092
 144.341803,   14.922344
 145.577866,   15.059196
 146.813930,   15.199781
 148.049993,   15.323059
 149.286056,   15.446188
 150.522119,   15.572361
 151.758183,   15.699397
 152.994246,   15.806832
 154.230309,   15.916637
 155.466372,   16.028881
 156.702436,   16.143634
 157.938499,   16.237365
 159.174562,   16.330992
 160.410625,   16.426447
 161.646689,   16.523775
 162.882752,   16.615484
 164.118815,   16.690573
 165.354878,   16.766920
 166.590942,   16.844549
 167.827005,   16.923486
 169.063068,   17.000977
 170.299131,   17.056574
 171.535195,   17.112945
 172.771258,   17.170101
 174.007321,   17.228054
 175.243384,   17.286818
 176.479447,   17.340029
 177.715511,   17.374440
 178.951574,   17.409230
 180.187637,   17.444402
 181.423700,   17.479959
 182.659764,   17.515907
 183.895827,   17.552248
 185.131890,   17.575091
 186.367953,   17.586770
 187.604017,   17.598543
 188.840080,   17.610410
 190.076143,   17.622371
 191.312206,   17.634427
 192.548270,   17.646577
 193.784333,   17.658823
 195.020396,   17.651950
 196.256459,   17.640178
 197.492523,   17.628347
 198.728586,   17.616457
 199.964649,   17.604510
 201.200712,   17.592505
 202.436776,   17.580442
 203.672839,   17.568322
 204.908902,   17.556146
 206.144965,   17.528608
 207.381029,   17.493885
 208.617092,   17.459094
 209.853155,   17.424236
 211.089218,   17.389311
 212.325282,   17.354323
 213.561345,   17.319272
 214.797408,   17.284160
 216.033471,   17.248989
 217.269535,   17.213760
 218.505598,   17.178475
 219.741661,   17.128081
 220.977724,   17.072724
 222.213787,   17.017416
 223.449851,   16.962160
 224.685914,   16.906958
 225.921977,   16.851813
 227.158040,   16.796726
 228.394104,   16.741701
 229.630167,   16.686740
 230.866230,   16.631844
 232.102293,   16.577017
 233.338357,   16.522260
 234.574420,   16.467576
 235.810483,   16.407724
 237.046546,   16.336264
 238.282610,   16.265055
 239.518673,   16.194099
 240.754736,   16.123396
 241.990799,   16.052950
 243.226863,   15.982759
 244.462926,   15.912828
 245.698989,   15.843155
 246.935052,   15.773743
 248.171116,   15.704593
 249.407179,   15.635706
 250.643242,   15.567083
 251.879305,   15.498725
 253.115369,   15.430632
 254.351432,   15.362807
 255.587495,   15.295248
 256.823558,   15.225017
 258.059622,   15.144649
