Speed (CAS), Rate of Climb
 121.971636,  333.921889
 123.100892,  336.081604
 124.230149,  338.293814
 125.359405,  340.109579
 126.488662,  341.545260
 127.617919,  342.486627
 128.747175,  342.967901
 129.876432,  343.099113
 131.005688,  342.822366
 132.134945,  342.003375
 133.264201,  340.875358
 134.393458,  339.292718
 135.522714,  337.233804
 136.651971,  334.918556
 137.781227,  331.950161
 138.910484,  328.739401
 140.039740,  325.002600
 141.168997,  321.232853
 142.298253,  317.450408
 143.427510,  313.267246
 144.556766,  308.680407
 145.686023,  303.690502
 146.815279,  298.271035
 147.944536,  292.507702
 149.073793,  286.228831
 150.203049,  279.731683
 151.332306,  272.568181
 152.461562,  265.249127
 153.590819,  257.311615
 154.720075,  249.070181
 155.849332,  240.490105
 156.978588,  231.304528
 158.107845,  221.934685
 159.237101,  211.993730
 160.366358,  201.645782
 161.495614,  191.098941
 162.624871,  179.844583
 163.754127,  168.287808
 164.883384,  156.517478
 166.012640,  144.010927
 167.141897,  131.201133
 168.271154,  118.395755
 169.400410,  105.970845
 170.529667,   93.141727
 171.658923,   80.086891
 172.788180,   66.627254
 173.917436,   52.515748
 175.046693,   38.163955
 176.175949,   23.570944
 177.305206,    8.345573
 178.434462,   -7.339265
 179.563719,  -23.279868
 180.692975,  -39.477242
 181.822232,  -56.366630
 182.951488,  -73.687666
 184.080745,  -91.279957
 185.210001, -109.144582
 186.339258, -127.569603
 187.468515, -146.586134
 188.597771, -165.889377
 189.727028, -185.480480
 190.856284, -205.360589
 191.985541, -226.052151
 193.114797, -247.121634
 194.244054, -268.494419
 195.373310, -290.171720
 196.502567, -310.984854
 197.631823, -332.522400
 198.761080, -354.457161
 199.890336, -376.697260
 201.019593, -399.243971
 202.148849, -422.098567
 203.278106, -445.456278
 204.407362, -469.531949
 205.536619, -493.929492
 206.665875, -518.650236
 207.795132, -543.695512
 208.924389, -569.066650
 210.053645, -594.906379
 211.182902, -621.533575
 212.312158, -648.500444
 213.441415, -675.808371
 214.570671, -703.458739
 215.699928, -731.452931
 216.829184, -759.792332
 217.958441, -788.759443
 219.087697, -818.395710
 220.216954, -848.390816
 221.346210, -878.746193
 222.475467, -909.463276
 223.604723, -939.951589
 224.733980, -970.540650
 225.863236, -1001.487000
 226.992493, -1033.325400
 228.121750, -1065.596403
 229.251006, -1098.238125
 230.380263, -1131.252048
 231.509519, -1164.639649
 232.638776, -1198.402409
 233.768032, -1232.541807
