Ground distance, Load Factor
   0.000000,    0.000000
   0.000001,    0.000000
   0.000015,    0.000000
   0.000154,    0.000000
   0.001097,    0.000002
   0.003860,    0.000006
   0.008308,    0.000014
   0.014441,    0.000024
   0.022271,    0.000037
   0.031805,    0.000053
   0.043048,    0.000071
   0.056002,    0.000093
   0.070749,    0.000117
   0.087205,    0.000144
   0.105406,    0.000174
   0.125520,    0.000207
   0.147345,    0.000243
   0.171163,    0.000283
   0.196831,    0.000325
   0.224112,    0.000370
   0.253563,    0.000419
   0.284962,    0.000470
   0.318108,    0.000525
   0.353121,    0.000582
   0.390821,    0.000644
   0.430461,    0.000710
   0.472289,    0.000778
   0.516218,    0.000851
   0.561968,    0.000926
   0.609993,    0.001005
   0.660156,    0.001087
   0.712928,    0.001174
   0.768116,    0.001264
   0.825168,    0.001358
   0.885022,    0.001456
   0.947425,    0.001558
   1.012780,    0.001665
   1.080474,    0.001776
   1.149878,    0.001890
   1.222458,    0.002008
   1.298715,    0.002133
   1.376610,    0.002261
   1.457646,    0.002393
   1.541206,    0.002530
   1.627842,    0.002671
   1.717341,    0.002817
   1.810454,    0.002969
   1.905495,    0.003124
   2.004170,    0.003285
   2.105183,    0.003450
   2.209864,    0.003620
   2.318614,    0.003797
   2.430384,    0.003979
   2.545889,    0.004167
   2.663273,    0.004358
   2.783797,    0.004554
   2.909262,    0.004758
   3.037612,    0.004966
   3.170255,    0.005182
   3.305957,    0.005402
   3.333656,    0.005447
   3.409613,    0.005570
   3.415171,    0.005579
   3.419401,    0.005586
   3.422489,    0.005591
   3.423500,    0.005592
   3.423908,    0.005593
   3.424278,    0.005594
   3.426480,    0.005597
   3.438059,    0.005616
   3.478700,    0.005682
   3.588016,    0.005859
   3.735396,    0.006098
   3.885418,    0.006341
   4.039178,    0.006590
   4.196433,    0.006844
   4.357550,    0.007105
   4.524774,    0.007375
   4.695446,    0.007651
   4.870203,    0.007933
   5.049257,    0.008223
   5.231149,    0.008516
   5.420297,    0.008821
   5.613563,    0.009133
   5.811429,    0.009451
   6.013768,    0.009777
   6.219046,    0.010108
   6.429850,    0.010447
   6.644810,    0.010792
   6.864203,    0.011145
   7.089537,    0.011507
   7.318011,    0.011874
   7.550497,    0.012247
   7.788417,    0.012628
   8.031536,    0.013018
   8.280808,    0.013417
   8.535887,    0.013826
   8.791872,    0.014235
   9.055611,    0.014657
   9.323516,    0.015085
   9.596773,    0.015522
   9.877007,    0.015969
  10.164136,    0.016428
  10.451984,    0.016887
  10.745688,    0.017355
  11.046659,    0.017834
  11.354275,    0.018324
  11.667405,    0.018822
  11.984957,    0.019327
  12.307974,    0.019841
  12.637352,    0.020364
  12.971063,    0.020894
  13.313416,    0.021437
  13.657746,    0.021983
  13.727748,    0.022094
  13.774334,    0.022168
  13.800323,    0.022209
  13.821539,    0.022242
  13.838754,    0.022270
  13.851958,    0.022291
  13.899265,    0.022366
  13.900774,    0.022368
  13.901703,    0.022369
  13.902182,    0.022370
  13.902705,    0.022371
  13.907032,    0.022378
  13.930772,    0.022415
  14.005025,    0.022533
  14.213275,    0.022863
  14.567400,    0.023424
  14.936533,    0.024008
  15.312014,    0.024601
  15.693080,    0.025203
  16.081195,    0.025816
  16.474000,    0.026436
  16.871618,    0.027063
  17.274188,    0.027698
  17.683808,    0.028343
  18.098280,    0.028996
  18.523174,    0.029664
  18.951987,    0.030338
  19.386131,    0.031020
  19.827448,    0.031713
  20.279511,    0.032422
  20.735316,    0.033137
  21.197042,    0.033861
  21.666499,    0.034596
  22.145901,    0.035346
  22.628294,    0.036100
  23.118641,    0.036866
  23.615577,    0.037643
  24.117406,    0.038426
  24.632152,    0.039228
  25.148019,    0.040032
  25.674487,    0.040852
  26.207291,    0.041681
  26.751677,    0.042528
  27.302563,    0.043384
  27.860389,    0.044250
  28.428428,    0.045132
  28.999845,    0.046018
  29.579437,    0.046916
  30.166478,    0.047825
  30.762602,    0.048747
  31.364683,    0.049678
  31.486281,    0.049866
  31.566283,    0.049989
  31.616232,    0.050067
  31.657066,    0.050130
  31.684069,    0.050171
  31.705904,    0.050205
  31.725617,    0.050236
  31.748107,    0.050270
  31.766003,    0.050298
  31.784016,    0.050326
  31.786806,    0.050330
  31.788169,    0.050332
  31.788904,    0.050333
  31.789708,    0.050335
  31.797329,    0.050346
  31.836420,    0.050407
  31.973112,    0.050618
  32.329296,    0.051168
  32.994991,    0.052195
  33.624684,    0.053166
  34.262555,    0.054149
  34.910130,    0.055146
  35.564024,    0.056152
  36.224099,    0.057166
  36.896431,    0.058199
  37.573108,    0.059238
  38.256929,    0.060286
  38.955260,    0.061356
  39.658506,    0.062433
  40.371463,    0.063524
  41.089370,    0.064622
  41.815664,    0.065731
  42.548854,    0.066850
  43.291322,    0.067983
  44.041320,    0.069125
  44.804521,    0.070288
  45.577508,    0.071464
  46.357639,    0.072649
  47.141303,    0.073840
  47.936625,    0.075047
  48.742865,    0.076269
  49.557015,    0.077503
  50.381791,    0.078752
  51.213753,    0.080010
  52.053572,    0.081279
  52.900602,    0.082558
  53.761131,    0.083857
  54.631034,    0.085168
  55.508354,    0.086489
  56.393899,    0.087822
  57.288659,    0.089167
  57.468491,    0.089438
  57.495762,    0.089479
  57.497085,    0.089481
  57.498549,    0.089483
  57.509540,    0.089499
  57.568460,    0.089588
  57.787226,    0.089916
  58.458738,    0.090925
  59.365661,    0.092286
  60.292305,    0.093675
  61.225657,    0.095073
  62.166898,    0.096482
  63.118965,    0.097905
  64.082903,    0.099345
  65.052081,    0.100792
  66.030754,    0.102251
  67.015365,    0.103718
  68.016171,    0.105208
  69.023429,    0.106706
  70.048762,    0.108229
  71.073579,    0.109751
  72.111916,    0.111290
  73.157532,    0.112840
  74.205696,    0.114391
  75.276403,    0.115975
  76.350585,    0.117562
  77.435875,    0.119164
  78.535238,    0.120785
  79.641339,    0.122415
  80.756573,    0.124056
  81.887930,    0.125720
  83.022719,    0.127387
  84.170517,    0.129072
  85.325251,    0.130765
  86.490502,    0.132472
  87.666105,    0.134192
  88.855050,    0.135930
  90.051874,    0.137678
  91.257437,    0.139437
  91.500494,    0.139792
  91.508977,    0.139804
  91.512952,    0.139810
  91.514723,    0.139813
  91.515808,    0.139814
  91.516831,    0.139816
  91.525831,    0.139829
  91.581123,    0.139909
  91.810890,    0.140244
  92.698387,    0.141538
  93.947564,    0.143356
  95.191313,    0.145165
  96.444206,    0.146986
  97.703719,    0.148814
  98.977804,    0.150661
 100.256494,    0.152514
 101.552813,    0.154389
 102.857257,    0.156275
 104.177780,    0.158182
 105.503289,    0.160094
 106.835891,    0.162015
 108.181478,    0.163952
 109.543336,    0.165910
 110.910087,    0.167874
 112.289270,    0.169853
 113.681183,    0.171848
 115.082896,    0.173856
 116.495434,    0.175876
 117.921728,    0.177915
 119.355978,    0.179962
 120.797052,    0.182017
 122.251320,    0.184088
 123.721222,    0.186180
 125.194928,    0.188274
 126.685278,    0.190390
 128.180764,    0.192511
 129.688884,    0.194648
 131.208659,    0.196799
 132.746888,    0.198973
 134.291633,    0.201154
 134.353792,    0.201242
 134.370624,    0.201265
 134.391850,    0.201295
 134.416947,    0.201331
 134.450072,    0.201378
 134.636239,    0.201640
 135.338731,    0.202631
 136.903003,    0.204836
 138.478919,    0.207054
 140.067472,    0.209288
 141.668273,    0.211536
 143.272023,    0.213787
 144.893121,    0.216058
 146.526303,    0.218344
 148.167782,    0.220640
 149.819584,    0.222946
 151.478125,    0.225260
 153.153209,    0.227594
 154.846099,    0.229950
 156.544947,    0.232312
 158.254990,    0.234686
 159.978062,    0.237076
 161.709674,    0.239475
 163.452188,    0.241886
 165.207284,    0.244311
 166.978417,    0.246756
 168.760484,    0.249213
 170.558605,    0.251689
 172.364444,    0.254173
 174.183730,    0.256673
 176.013497,    0.259183
 177.853485,    0.261705
 179.708154,    0.264244
 181.572260,    0.266792
 183.450998,    0.269357
 185.341988,    0.271936
 185.721645,    0.272454
 186.856418,    0.274000
 186.871510,    0.274020
 186.877572,    0.274028
 186.880862,    0.274033
 186.882478,    0.274035
 186.883988,    0.274037
