Speed (CAS), Rate of Climb
  59.818192,    4.452602
  60.795132,    5.038846
  61.772071,    5.379183
  62.749011,    5.656933
  63.725951,    5.832213
  64.702891,    6.013112
  65.679831,    6.152059
  66.656771,    6.286683
  67.633710,    6.416609
  68.610650,    6.525411
  69.587590,    6.636481
  70.564530,    6.742603
  71.541470,    6.840583
  72.518409,    6.940145
  73.495349,    7.041348
  74.472289,    7.115758
  75.449229,    7.189253
  76.426169,    7.263360
  77.403108,    7.336302
  78.380048,    7.380993
  79.356988,    7.425271
  80.333928,    7.469164
  81.310868,    7.512701
  82.287807,    7.542428
  83.264747,    7.565844
  84.241687,    7.588156
  85.218627,    7.609378
  86.195567,    7.629528
  87.172507,    7.648044
  88.149446,    7.633989
  89.126386,    7.617834
  90.103326,    7.599582
  91.080266,    7.579238
  92.057206,    7.556805
  93.034145,    7.532286
  94.011085,    7.499214
  94.988025,    7.455509
  95.964965,    7.409125
  96.941905,    7.360057
  97.918844,    7.308300
  98.895784,    7.253848
  99.872724,    7.196696
 100.849664,    7.136838
 101.826604,    7.074269
 102.803544,    6.987332
 103.780483,    6.890626
 104.757423,    6.790385
 105.734363,    6.688369
 106.711303,    6.594919
 107.688243,    6.498149
 108.665182,    6.398046
 109.642122,    6.294597
 110.619062,    6.187788
 111.596002,    6.077606
 112.572942,    5.964040
 113.549881,    5.834382
 114.526821,    5.685803
 115.503761,    5.533078
 116.480701,    5.376187
 117.457641,    5.216787
 118.434580,    5.065886
 119.411520,    4.910999
 120.388460,    4.752107
 121.365400,    4.589190
 122.342340,    4.422230
 123.319280,    4.251207
 124.296219,    4.076102
 125.273159,    3.896897
 126.250099,    3.713571
 127.227039,    3.526105
 128.203979,    3.334482
 129.180918,    3.128236
 130.157858,    2.909690
 131.134798,    2.686431
 132.111738,    2.458434
 133.088678,    2.225677
 134.065617,    1.988134
 135.042557,    1.745782
 136.019497,    1.498596
 136.996437,    1.246553
 137.973377,    0.989629
 138.950317,    0.727798
 139.927256,    0.461038
 140.904196,    0.190010
 141.881136,   -0.079416
 142.858076,   -0.353744
 143.835016,   -0.632998
 144.811955,   -0.917202
 145.788895,   -1.206380
 146.765835,   -1.500557
 147.742775,   -1.799756
 148.719715,   -2.104001
 149.696654,   -2.413317
 150.673594,   -2.727727
 151.650534,   -3.047256
 152.627474,   -3.371916
 153.604414,   -3.701648
 154.581353,   -4.066967
 155.558293,   -4.438078
 156.535233,   -4.815009
