Ground Roll distance, Vertical Forces
 334.649065, 151988.850341
 342.303029, 151182.861133
 394.777594, 145734.026462
 405.157594, 144671.947032
 415.499724, 143618.866901
 425.804168, 142574.688947
 428.710249, 142281.110636
 434.513436, 141696.025385
 436.563472, 141489.708358
 437.383069, 141407.277681
 437.710840, 141374.320775
 437.850682, 141360.261446
 438.130344, 141332.147580
 438.153602, 141329.809663
 438.165129, 141328.650939
 438.172151, 141327.945170
 438.177788, 141327.378530
 438.181751, 141326.980108
 438.182930, 141326.861674
 438.183263, 141326.760392
 438.183570, 141326.661780
 438.186633, 141325.675658
 438.217264, 141315.814108
 438.523519, 141217.165032
 441.580171, 140227.318517
 471.534853, 129995.284552
 505.254346, 117195.846586
 535.859323, 104207.588823
 563.139647, 91336.968193
 587.246336, 78774.453717
 608.379215, 66689.982402
 626.752194, 55236.979127
 631.188041, 52323.853090
 633.962480, 50470.357909
 635.990744, 49099.603098
 636.973391, 48430.637028
 637.962934, 47753.826620
 647.469214, 41088.665572
 651.872087, 37896.754181
 654.364611, 36058.723409
 655.262493, 35390.958884
 656.334033, 34590.016461
 666.361890, 26871.695279
 668.961099, 24801.636775
 671.317935, 22898.200877
 672.389839, 22023.949741
 672.992376, 21530.121493
 673.609333, 21022.741580
 679.369596, 16200.958805
 687.184682, 9393.532844
 688.645638, 8083.190655
 689.974374, 6880.034089
 691.255827, 5708.864029
 691.526889, 5459.709130
 691.620328, 5373.703685
 691.724095, 5278.113863
 692.710393, 4365.205147
 696.159220, 1102.422906
 696.652640,  624.335208
 696.931536,  352.277960
 697.111678,  175.656843
 697.221871,   67.153484
 697.277263,   12.409558
 697.283800,    5.934816
 697.289716,    0.067843
 697.289779,    0.005687
 697.289785,    0.000201
