Ground distance, CD
   0.000000,    0.076068
   0.473227,    0.076068
   1.888194,    0.076068
   4.237807,    0.076068
   7.514938,    0.076068
  11.712427,    0.076068
  16.823087,    0.076068
  22.839699,    0.076068
  29.755021,    0.076068
  37.561785,    0.076068
  46.252697,    0.076068
  55.820445,    0.076068
  66.257696,    0.076068
  77.557098,    0.076068
  89.711284,    0.076068
 102.712869,    0.076068
 116.554457,    0.076068
 131.228642,    0.076068
 146.728004,    0.076068
 163.045116,    0.076068
 180.172549,    0.076068
 198.102861,    0.076068
 216.828616,    0.076068
 236.342379,    0.076068
 256.636717,    0.076068
 277.704207,    0.076068
 299.537441,    0.076068
 322.129025,    0.076068
 345.471582,    0.076068
 369.557754,    0.076068
 394.380214,    0.076068
 419.931658,    0.076068
 446.204803,    0.076068
 473.192391,    0.076068
 500.887195,    0.076068
 529.282007,    0.076068
 556.222784,    0.076068
 585.946984,    0.076122
 616.355510,    0.076045
 647.446876,    0.075865
 654.254791,    0.075907
 686.170078,    0.075827
 694.037340,    0.076441
 726.751558,    0.099084
 760.025389,    0.161041
 793.735013,    0.202145
 827.775147,    0.214249
 862.079069,    0.214999
 883.055682,    0.213278
 917.689834,    0.208417
 952.484440,    0.202848
 987.411505,    0.197030
1022.447358,    0.191043
1057.572695,    0.185060
1092.772337,    0.179299
1128.035125,    0.173496
1163.354201,    0.167695
1198.726911,    0.162307
1230.285250,    0.157534
1265.764496,    0.156920
1301.301994,    0.156303
1336.896725,    0.155685
1372.547278,    0.155065
1408.251859,    0.154444
1444.008316,    0.153822
1479.814160,    0.153200
1515.666589,    0.152578
1551.562522,    0.151955
1587.498619,    0.151331
1623.471322,    0.150708
1659.476884,    0.150084
1695.511404,    0.149460
1731.570864,    0.148836
1735.507567,    0.148768
1771.589729,    0.148769
1807.687180,    0.148770
1843.794840,    0.148770
1879.907697,    0.148771
1882.257028,    0.148771
1918.370790,    0.146623
1954.484443,    0.145430
1990.598016,    0.144715
2026.711518,    0.144476
2062.824993,    0.144477
2098.938376,    0.144477
2135.051662,    0.144477
2171.164966,    0.144477
2207.278320,    0.144716
2243.391677,    0.144717
2279.505101,    0.144956
2315.618537,    0.144956
2351.732036,    0.145195
2387.845548,    0.145195
2423.959123,    0.145434
2429.012968,    0.145434
2465.126428,    0.132712
2501.239710,    0.126413
2537.352826,    0.123664
2573.465798,    0.122492
2609.578668,    0.122296
2645.691478,    0.122296
2681.804348,    0.122492
2717.917328,    0.122884
2754.030440,    0.135762
2790.143726,    0.142451
2826.257162,    0.145793
2862.370716,    0.147702
2898.484372,    0.148657
2934.598107,    0.149135
2970.711909,    0.149612
3006.825767,    0.149851
3042.939651,    0.149851
3079.053620,    0.150090
3115.167551,    0.150090
3151.281510,    0.150090
3187.395569,    0.150328
3223.509552,    0.150328
3259.623511,    0.150328
3295.737571,    0.150567
3331.851616,    0.150567
3367.965585,    0.150567
3404.079575,    0.150567
3440.193674,    0.150806
3476.307706,    0.150806
3512.421705,    0.150806
3548.535793,    0.151045
3584.649897,    0.151045
3620.763919,    0.151045
3656.877948,    0.151045
3692.992092,    0.151284
3729.106182,    0.151284
3765.220228,    0.151284
3801.334346,    0.151284
3837.448513,    0.151522
3873.562592,    0.151522
3909.676664,    0.151522
3945.790845,    0.151761
3981.904982,    0.151761
4018.019058,    0.151761
4054.133181,    0.151761
4090.247386,    0.152000
4126.361507,    0.152000
4162.475607,    0.152000
4198.589811,    0.152239
4234.703994,    0.152239
4270.818107,    0.152239
4306.932250,    0.152239
4343.046491,    0.152477
4379.160653,    0.152477
4415.274782,    0.152477
4451.389002,    0.152716
4487.503240,    0.152716
4523.617402,    0.152716
4559.731581,    0.152716
4595.845867,    0.152955
4631.960084,    0.152955
4668.074254,    0.152955
4704.188497,    0.152955
4740.302797,    0.153194
4776.417021,    0.153194
4812.531247,    0.153194
4848.645588,    0.153432
4884.759882,    0.153432
4920.874122,    0.153432
4956.988417,    0.153432
4993.102792,    0.153671
5029.217084,    0.153671
5065.331363,    0.153671
5101.445750,    0.153910
5137.560124,    0.153910
5173.674435,    0.153910
5209.788778,    0.153910
5245.903222,    0.154149
5282.017590,    0.154149
5318.131924,    0.154149
5354.246348,    0.154387
5390.360794,    0.154387
5426.475165,    0.154387
5462.589549,    0.154387
5498.704043,    0.154626
5534.818476,    0.154626
5570.932863,    0.154626
5607.047317,    0.154626
5643.161834,    0.154865
5679.276272,    0.154865
5715.390707,    0.154865
5751.505255,    0.155104
5787.619766,    0.155104
5823.734221,    0.155104
5859.848724,    0.155104
5895.963325,    0.155342
5932.077855,    0.155342
5968.192372,    0.155342
6004.306998,    0.155581
6040.421617,    0.155581
6076.536174,    0.155581
6112.650760,    0.155581
6148.765454,    0.155820
6184.880080,    0.155820
6220.994673,    0.155820
6257.109354,    0.156055
6293.224063,    0.156059
6329.338697,    0.156059
6365.453339,    0.156059
6401.568093,    0.156297
6437.682796,    0.156297
6473.797451,    0.156297
6509.912167,    0.156297
6546.026960,    0.156536
6582.141677,    0.156536
6618.256387,    0.156536
6654.371209,    0.156775
6690.486008,    0.156775
