Time, Forces
   0.000000,    0.000000
   0.001667,    0.065770
   0.003333,    0.716640
   0.005000,    1.439643
   0.006667,    2.162646
   0.008333,    2.885648
   0.010000,    3.608651
   0.011667,    4.331654
   0.013333,    5.054657
   0.015000,    5.777660
   0.016667,    6.500663
   0.018333,    7.223666
   0.020000,    8.970494
   0.021667,   10.845157
   0.023333,   12.719819
   0.025000,   14.594482
   0.026667,   16.469144
   0.028333,   18.343807
   0.030000,   20.218469
   0.031667,   22.093132
   0.033333,   23.967794
   0.035000,   25.842456
   0.036667,   28.702159
   0.038333,   31.684854
   0.040000,   34.667549
   0.041667,   37.650243
   0.043333,   40.632938
   0.045000,   43.615632
   0.046667,   46.598327
   0.048333,   49.581021
   0.050000,   52.563716
   0.051667,   55.546410
   0.053333,   59.474434
   0.055000,   63.520492
   0.056667,   67.566549
   0.058333,   71.612607
   0.060000,   75.658664
   0.061667,   79.704722
   0.063333,   83.750779
   0.065000,   87.796837
   0.066667,   91.842894
   0.068333,   95.888952
   0.070000,  100.839871
   0.071667,  105.903771
   0.073333,  110.967671
   0.075000,  116.031571
   0.076667,  121.095471
   0.078333,  126.159371
   0.080000,  131.223271
   0.081667,  136.287171
   0.083333,  141.351070
   0.085000,  146.414970
   0.086667,  152.332889
   0.088333,  158.357440
   0.090000,  164.381991
   0.091667,  170.406542
   0.093333,  176.431093
   0.095000,  182.455644
   0.096667,  188.480195
   0.098333,  194.504746
   0.100000,  200.529297
   0.101667,  206.553848
   0.103333,  213.363117
   0.105000,  220.270366
   0.106667,  227.177614
   0.108333,  234.084863
   0.110000,  240.992111
   0.111667,  247.899360
   0.113333,  254.806608
   0.115000,  261.713857
   0.116667,  268.621105
   0.118333,  275.528354
   0.120000,  283.165712
   0.121667,  290.894232
   0.123333,  298.622752
   0.125000,  306.351272
   0.126667,  314.079792
   0.128333,  321.808311
   0.130000,  329.536831
   0.131667,  337.265351
   0.133333,  344.993871
   0.135000,  352.722391
   0.136667,  361.127940
   0.138333,  369.618023
   0.140000,  378.108106
   0.141667,  386.598189
   0.143333,  395.088272
   0.145000,  403.578355
   0.146667,  412.068438
   0.148333,  420.558521
   0.150000,  429.048604
   0.151667,  437.538687
   0.153333,  446.653933
   0.155000,  455.847237
   0.156667,  465.040541
   0.158333,  474.233845
   0.160000,  483.427149
   0.161667,  492.620453
   0.163333,  501.813757
   0.165000,  511.007061
   0.166667,  520.200365
   0.168333,  529.393669
   0.170000,  539.161601
   0.171667,  549.001280
   0.173333,  558.840960
   0.175000,  568.680639
   0.176667,  578.520318
   0.178333,  588.359997
   0.180000,  598.199677
   0.181667,  608.039356
   0.183333,  617.879035
   0.185000,  627.718714
   0.186667,  638.052727
   0.188333,  648.448462
   0.190000,  658.844197
   0.191667,  669.239931
   0.193333,  679.635666
   0.195000,  690.031401
   0.196667,  700.427136
   0.198333,  710.822871
   0.200000,  721.218606
   0.201667,  731.614341
   0.203333,  742.413267
   0.205000,  753.262535
   0.206667,  764.111804
   0.208333,  774.961073
   0.210000,  785.810341
   0.211667,  796.659610
   0.213333,  807.508878
   0.215000,  818.358147
   0.216667,  829.207415
   0.218333,  840.056684
   0.220000,  851.253338
   0.221667,  862.493365
   0.223333,  873.733393
   0.225000,  884.973421
   0.226667,  896.213449
   0.228333,  907.453477
   0.230000,  918.693505
   0.231667,  929.933533
   0.233333,  941.173560
   0.235000,  952.413588
   0.236667,  963.948754
   0.238333,  975.520770
   0.240000,  987.092786
   0.241667,  998.664802
   0.243333, 1010.236818
   0.245000, 1021.808834
   0.246667, 1033.380850
   0.248333, 1044.952866
   0.250000, 1056.524882
   0.251667, 1068.096898
   0.253333, 1079.915059
   0.255000, 1091.763954
   0.256667, 1103.612849
   0.258333, 1115.461743
   0.260000, 1127.310638
   0.261667, 1139.159533
   0.263333, 1151.008428
   0.265000, 1162.857322
   0.266667, 1174.706217
   0.268333, 1186.555112
   0.270000, 1198.604343
   0.271667, 1210.678589
   0.273333, 1222.752834
   0.275000, 1234.827080
   0.276667, 1246.901325
   0.278333, 1258.975570
   0.280000, 1271.049816
   0.281667, 1283.124061
   0.283333, 1295.198306
   0.285000, 1307.272552
   0.286667, 1319.504450
   0.288333, 1331.756032
   0.290000, 1344.007614
