Speed(CAS), Altitude
  61.155678,    0.000000
  61.155679,  100.000000
  61.155679,  200.000000
  61.155679,  300.000000
  61.155679,  400.000000
  61.155679,  500.000000
  61.155679,  600.000000
  61.155679,  700.000000
  61.155679,  800.000000
  61.155679,  900.000000
  61.155679, 1000.000000
  61.155679, 1100.000000
  61.155679, 1200.000000
  61.155679, 1300.000000
  61.155679, 1400.000000
  61.155679, 1500.000000
  61.155679, 1600.000000
  61.155679, 1700.000000
  61.155679, 1800.000000
  61.155679, 1900.000000
  61.155679, 2000.000000
  61.155679, 2100.000000
  61.155679, 2200.000000
  61.155679, 2300.000000
  61.155679, 2400.000000
  61.155679, 2500.000000
  61.155679, 2600.000000
  61.155679, 2700.000000
  61.155679, 2800.000000
  61.155679, 2900.000000
  61.155679, 3000.000000
  61.155679, 3100.000000
  61.155679, 3200.000000
  61.155679, 3300.000000
  61.155679, 3400.000000
  61.155679, 3500.000000
  61.155679, 3600.000000
  61.155679, 3700.000000
  61.155679, 3800.000000
  61.155679, 3900.000000
  61.155679, 4000.000000
  61.155679, 4100.000000
  61.155679, 4200.000000
  61.155679, 4300.000000
  61.155679, 4400.000000
  61.155679, 4500.000000
  61.155679, 4600.000000
  61.155679, 4700.000000
  61.155679, 4800.000000
  61.155679, 4900.000000
  61.155679, 5000.000000
  61.155679, 5100.000000
  61.155679, 5200.000000
  61.155679, 5300.000000
  61.155679, 5400.000000
  61.155679, 5500.000000
  61.155679, 5600.000000
  61.155679, 5700.000000
  61.155679, 5800.000000
  61.155679, 5900.000000
  61.155679, 6000.000000
  61.155679, 6100.000000
  61.155679, 6200.000000
  61.155679, 6300.000000
  61.155679, 6400.000000
  61.155679, 6500.000000
  61.155679, 6600.000000
  61.155679, 6700.000000
  61.155679, 6800.000000
  61.155679, 6900.000000
  61.155679, 7000.000000
  61.155679, 7100.000000
  61.155679, 7200.000000
  61.155679, 7300.000000
  61.155679, 7400.000000
  61.155679, 7500.000000
  61.155679, 7600.000000
  61.155679, 7700.000000
  61.155679, 7800.000000
  61.155679, 7900.000000
  61.155679, 8000.000000
  61.155679, 8100.000000
  61.155679, 8200.000000
  73.849744, 8300.000000
  75.914877, 8200.000000
  77.881768, 8100.000000
  79.605491, 8000.000000
  81.077540, 7900.000000
  82.433095, 7800.000000
  83.813154, 7700.000000
  85.071156, 7600.000000
  86.351007, 7500.000000
  87.503148, 7400.000000
  88.825622, 7300.000000
  89.864945, 7200.000000
  91.074844, 7100.000000
  92.148497, 7000.000000
  93.081445, 6900.000000
  94.186796, 6800.000000
  95.148568, 6700.000000
  96.124112, 6600.000000
  97.113512, 6500.000000
  97.951846, 6400.000000
  98.967640, 6300.000000
  99.829387, 6200.000000
 100.702156, 6100.000000
 101.586010, 6000.000000
 102.481014, 5900.000000
 103.212720, 5800.000000
 104.128605, 5700.000000
 104.878092, 5600.000000
 105.635735, 5500.000000
 106.401577, 5400.000000
 107.175663, 5300.000000
 107.958036, 5200.000000
 108.748742, 5100.000000
 109.547824, 5000.000000
 110.355326, 4900.000000
 110.980395, 4800.000000
 111.803195, 4700.000000
 112.440283, 4600.000000
 113.082582, 4500.000000
 113.730116, 4400.000000
 114.382909, 4300.000000
 115.040984, 4200.000000
 115.704366, 4100.000000
 116.168570, 4000.000000
 116.840906, 3900.000000
 117.310632, 3800.000000
 117.991989, 3700.000000
 118.678760, 3600.000000
 119.157727, 3500.000000
 119.853630, 3400.000000
 120.338227, 3300.000000
 121.043332, 3200.000000
 121.533601, 3100.000000
 122.025824, 3000.000000
 122.296045, 2900.000000
 122.564604, 2800.000000
 123.059068, 2700.000000
 123.326073, 2600.000000
 123.822611, 2500.000000
 124.088016, 2400.000000
 124.586611, 2300.000000
 124.850372, 2200.000000
 125.351007, 2100.000000
 125.613078, 2000.000000
 126.115737, 1900.000000
 126.376072, 1800.000000
 126.880738, 1700.000000
 127.387349, 1600.000000
 127.645946, 1500.000000
 127.902670, 1400.000000
 128.157504, 1300.000000
 128.410427, 1200.000000
 128.661421, 1100.000000
 128.910466, 1000.000000
 129.157544,  900.000000
 129.402635,  800.000000
 129.645721,  700.000000
 129.886781,  600.000000
 130.125797,  500.000000
 130.362749,  400.000000
 130.597618,  300.000000
 130.830384,  200.000000
 131.061027,  100.000000
 131.289527,    0.000000
