Ground Distance, 
   0.000000,  112.602341
 822.654839,  112.602341
 851.875319,  111.158722
 881.095799,  109.715102
 910.316279,  108.271482
 939.536759,  106.827862
 968.757239,  105.384243
 997.977719,  103.940623
1027.198199,  102.497003
1056.418679,  101.053383
1085.639159,   99.609764
1088.079973,   99.590128
1112.461672,   99.393995
1279.086354,   98.053988
1312.140776,   97.788230
1345.105613,   97.523211
1377.981114,   97.258928
1410.767526,   96.995377
1417.314140,   96.942755
1417.345139,   96.942506
1417.355292,   96.942424
1417.359241,   96.942392
1417.360732,   96.942380
1417.361896,   96.942346
1417.362945,   96.942312
1417.373441,   96.941979
1417.478401,   96.938643
1418.527793,   96.905261
1429.001763,   96.569315
1531.657412,   92.987259
1633.796971,   88.807529
1727.143115,   84.299293
1811.460447,   79.490973
1886.999371,   74.401041
1954.132725,   69.048314
2013.302823,   63.451245
2032.100479,   61.450734
2045.210688,   59.979361
2058.758636,   58.386023
2061.673967,   58.032801
2064.334584,   57.707144
2090.105336,   54.376268
2106.365224,   52.088299
2118.477174,   50.274074
2120.995089,   49.883910
2123.802905,   49.443202
2150.487731,   44.920129
2162.044484,   42.738784
2172.070123,   40.711221
2179.760021,   39.056941
2180.880229,   38.807983
2181.967730,   38.564264
2192.463359,   36.101015
2219.216750,   28.594678
2240.037697,   20.515167
2241.205949,   19.951204
2242.031583,   19.541825
2242.374886,   19.368806
2242.699204,   19.203775
2245.789272,   17.545399
2257.244352,    8.756150
2259.158233,    6.085435
2259.909296,    4.621674
2260.402254,    3.320571
2260.715201,    2.107241
2260.901784,    0.706895
2260.915082,    0.467032
2260.922977,    0.225430
2260.924949,    0.094989
2260.925339,    0.027218
2260.925371,   -0.007952
