Speed (CAS), Climb Angle
  82.582661,    1.365873
  83.235990,    1.391764
  83.889320,    1.416225
  84.542649,    1.438428
  85.195979,    1.458429
  85.849308,    1.477067
  86.502638,    1.494090
  87.155967,    1.508937
  87.809297,    1.523589
  88.462626,    1.537199
  89.115956,    1.549688
  89.769285,    1.563519
  90.422614,    1.577958
  91.075944,    1.591894
  91.729273,    1.608270
  92.382603,    1.627012
  93.035932,    1.643750
  93.689262,    1.663815
  94.342591,    1.683191
  94.995921,    1.702305
  95.649250,    1.721546
  96.302580,    1.740431
  96.955909,    1.758400
  97.609238,    1.775457
  98.262568,    1.792436
  98.915897,    1.807368
  99.569227,    1.822165
 100.222556,    1.835667
 100.875886,    1.848298
 101.529215,    1.860794
 102.182545,    1.871120
 102.835874,    1.881464
 103.489204,    1.891221
 104.142533,    1.899383
 104.795862,    1.907577
 105.449192,    1.915049
 106.102521,    1.921147
 106.755851,    1.927283
 107.409180,    1.932888
 108.062510,    1.936970
 108.715839,    1.941087
 109.369169,    1.945224
 110.022498,    1.947309
 110.675828,    1.949416
 111.329157,    1.951537
 111.982486,    1.952588
 112.635816,    1.952689
 113.289145,    1.952791
 113.942475,    1.952894
 114.595804,    1.951349
 115.249134,    1.949445
 115.902463,    1.947531
 116.555793,    1.945605
 117.209122,    1.941987
 117.862452,    1.938077
 118.515781,    1.934145
 119.169110,    1.930191
 119.822440,    1.925058
 120.475769,    1.919147
 121.129099,    1.913203
 121.782428,    1.907226
 122.435758,    1.901169
 123.089087,    1.893268
 123.742417,    1.885324
 124.395746,    1.877337
 125.049076,    1.869307
 125.702405,    1.861105
 126.355734,    1.851180
 127.009064,    1.841202
 127.662393,    1.831172
 128.315723,    1.821089
 128.969052,    1.810953
 129.622382,    1.799547
 130.275711,    1.787542
 130.929041,    1.775475
 131.582370,    1.763347
 132.235700,    1.751157
 132.889029,    1.738905
 133.542358,    1.725185
 134.195688,    1.711097
 134.849017,    1.696939
 135.502347,    1.682710
 136.155676,    1.668412
 136.809006,    1.654043
 137.462335,    1.638965
 138.115665,    1.622800
 138.768994,    1.606557
 139.422324,    1.590236
 140.075653,    1.573837
 140.728982,    1.557360
 141.382312,    1.540805
 142.035641,    1.523719
 142.688971,    1.505408
 143.342300,    1.487012
 143.995630,    1.468530
 144.648959,    1.449962
 145.302289,    1.431309
 145.955618,    1.412570
 146.608948,    1.393746
 147.262277,    1.374238
