Time, Speed
   0.000000,    0.000282
   0.500000,    1.402218
   1.000000,    2.802389
   1.500000,    4.189599
   2.000000,    5.573106
   2.500000,    6.943567
   3.000000,    8.310301
   3.500000,    9.663915
   4.000000,   11.013781
   4.500000,   12.350461
   5.000000,   13.683374
   5.500000,   15.003047
   6.000000,   16.318936
   6.500000,   17.621538
   7.000000,   18.920344
   7.500000,   20.205825
   8.000000,   21.487499
   8.500000,   22.755818
   9.000000,   24.020323
   9.500000,   25.271454
  10.000000,   26.518764
  10.500000,   27.752688
  11.000000,   28.982788
  11.500000,   30.199498
  12.000000,   31.412383
  12.500000,   32.611937
  13.000000,   33.807682
  13.500000,   34.991503
  14.000000,   36.171918
  14.500000,   37.340911
  15.000000,   38.506640
  15.500000,   39.660920
  16.000000,   40.811929
  16.500000,   41.951468
  17.000000,   43.087730
  17.500000,   44.212509
  18.000000,   45.334006
  18.500000,   46.444013
  19.000000,   47.550736
  19.500000,   48.645967
  20.000000,   49.737915
  20.500000,   50.818807
  21.000000,   51.896541
  21.500000,   52.963812
  22.000000,   54.028095
  22.500000,   55.081913
  23.000000,   56.132741
  23.500000,   57.173099
  24.000000,   58.210466
  24.500000,   59.237362
  25.000000,   60.261268
  25.500000,   61.274708
  26.000000,   62.285159
  26.500000,   63.285154
  27.000000,   64.282164
  27.500000,   65.268733
  28.000000,   66.252320
  28.388923,   67.012633
  28.888923,   67.981415
  29.388923,   68.945574
  29.888923,   69.906035
  30.388923,   70.855657
  30.888923,   71.796610
  31.388923,   72.722737
  31.888923,   73.637008
  32.111100,   74.043268
  32.611100,   74.763463
  32.958167,   75.263375
  33.458167,   75.799840
  33.958167,   76.181598
  34.458167,   76.481098
  34.674151,   76.610472
  35.174151,   76.676462
  35.674151,   76.725205
  35.740661,   76.731689
  36.240661,   76.731130
  36.740661,   76.730842
  37.240661,   76.730515
  37.740661,   76.730352
  38.240661,   76.730306
  38.363141,   76.730295
  38.863141,   76.730162
  39.363141,   76.730139
  39.863141,   76.730214
  40.363141,   76.730383
  40.863141,   76.730637
  41.363141,   76.730853
  41.863141,   76.731035
  42.363141,   76.731224
  42.863141,   76.731419
  43.363141,   76.731656
  43.863141,   76.731933
  44.363141,   76.732127
  44.863141,   76.732248
  45.363141,   76.732473
  45.863141,   76.732790
  46.363141,   76.733144
  46.674151,   76.733385
  47.174151,   76.733667
  47.674151,   76.733394
  48.174151,   76.733218
  48.674151,   76.733589
  49.174151,   76.733912
  49.674151,   76.734173
  50.174151,   76.734460
  50.674151,   76.734752
  51.174151,   76.734888
  51.674151,   76.734999
  52.174151,   76.735069
  52.674151,   76.735133
  53.174151,   76.735459
  53.674151,   76.735829
  54.174151,   76.736071
  54.674151,   76.736296
  55.174151,   76.736378
  55.674151,   76.736440
  55.850803,   76.736448
  56.350803,   76.736508
  56.850803,   76.712552
  57.350803,   76.618770
  57.850803,   76.523095
  58.350803,   76.422933
  58.850803,   76.322783
  59.350803,   76.222661
  59.850803,   76.126940
  60.350803,   76.064657
  60.850803,   76.062370
  61.350803,   76.062587
  61.850803,   76.062880
  62.350803,   76.062992
  62.850803,   76.063084
  63.350803,   76.063210
  63.850803,   76.063259
  64.350803,   76.063293
  64.850803,   76.063275
  65.350803,   76.063232
  65.850803,   76.063156
  66.350803,   76.063065
  66.850803,   76.063096
  67.350803,   76.063090
  67.850803,   76.063005
  68.350803,   76.063025
  68.850803,   76.063044
  69.350803,   76.062992
  69.850803,   76.062920
  70.350803,   76.062829
  70.850803,   76.062838
  71.350803,   76.062846
  71.850803,   76.062762
  72.350803,   76.062755
  72.850803,   76.062799
  73.350803,   76.062750
  73.850803,   76.062685
  74.350803,   76.062597
  74.850803,   76.062590
  75.350803,   76.062621
  75.850803,   76.062541
  76.350803,   76.062514
  76.850803,   76.062608
  77.350803,   76.062581
  77.850803,   76.062531
  78.350803,   76.062536
  78.850803,   76.062517
  79.350803,   76.062492
  79.850803,   76.062384
  80.350803,   76.062291
  80.850803,   76.062372
  81.350803,   76.062335
  81.850803,   76.062297
  82.350803,   76.062257
  82.850803,   76.062291
  83.350803,   76.062311
  83.850803,   76.062290
  84.350803,   76.062251
  84.850803,   76.062368
  85.350803,   76.062358
  85.850803,   76.062335
  86.350803,   76.062313
  86.850803,   76.062336
  87.350803,   76.062343
  87.850803,   76.062290
  88.350803,   76.062217
  88.850803,   76.062113
  89.350803,   76.062303
  89.850803,   76.062528
  90.350803,   76.062637
  90.850803,   76.062620
  91.350803,   76.062590
  91.850803,   76.062459
  92.350803,   76.062312
  92.850803,   76.062367
  93.350803,   76.062447
  93.850803,   76.062485
  94.350803,   76.062506
  94.850803,   76.062455
  95.350803,   76.062453
  95.850803,   76.062562
  96.350803,   76.062552
  96.850803,   76.062512
  97.350803,   76.062485
  97.850803,   76.062522
  98.350803,   76.062475
  98.850803,   76.062341
  99.350803,   76.062299
  99.850803,   76.062388
 100.350803,   76.062415
 100.850803,   76.062444
 101.350803,   76.062539
 101.850803,   76.062548
 102.350803,   76.062511
 102.850803,   76.062386
 103.350803,   76.062274
 103.850803,   76.062364
 104.350803,   76.062392
 104.850803,   76.062393
 105.350803,   76.062323
 105.850803,   76.062214
 106.350803,   76.062233
 106.850803,   76.062251
 107.350803,   76.062211
 107.850803,   76.062138
 108.350803,   76.062139
 108.850803,   76.062092
 109.350803,   76.061994
 109.850803,   76.061943
 110.350803,   76.062090
 110.850803,   76.062226
 111.350803,   76.062341
 111.850803,   76.062510
 112.350803,   76.062766
 112.850803,   76.062921
 113.350803,   76.062911
 113.850803,   76.062948
 114.350803,   76.062957
 114.850803,   76.062919
 115.350803,   76.062974
 115.850803,   76.063006
 116.350803,   76.063003
 116.850803,   76.062960
 117.350803,   76.062853
 117.850803,   76.062796
 118.350803,   76.062690
 118.850803,   76.062731
 119.350803,   76.062794
 119.850803,   76.062813
 120.350803,   76.062778
 120.357515,   76.062777
