Time, Load Factor
   0.000000,    0.000000
   0.500000,    0.000513
   1.000000,    0.001156
   1.500000,    0.002597
   2.000000,    0.004265
   2.500000,    0.006701
   3.000000,    0.009356
   3.500000,    0.012751
   4.000000,    0.016356
   4.500000,    0.020673
   5.000000,    0.025192
   5.500000,    0.030394
   6.000000,    0.035790
   6.500000,    0.041840
   7.000000,    0.048077
   7.500000,    0.054940
   8.000000,    0.061982
   8.500000,    0.069622
   9.000000,    0.077433
   9.500000,    0.085815
  10.000000,    0.094360
  10.500000,    0.103450
  11.000000,    0.112694
  11.500000,    0.122457
  12.000000,    0.132367
  12.500000,    0.142770
  13.000000,    0.153313
  13.500000,    0.164336
  14.000000,    0.175496
  14.500000,    0.187119
  15.000000,    0.198875
  15.500000,    0.211071
  16.000000,    0.223394
  16.500000,    0.236136
  17.000000,    0.248998
  17.500000,    0.262259
  18.000000,    0.275634
  18.500000,    0.289387
  19.000000,    0.303247
  19.500000,    0.317465
  20.000000,    0.331785
  20.500000,    0.346448
  21.000000,    0.361209
  21.500000,    0.376303
  22.000000,    0.391493
  22.500000,    0.406997
  23.000000,    0.422591
  23.500000,    0.438482
  24.000000,    0.454458
  24.500000,    0.470713
  25.000000,    0.487049
  25.500000,    0.503647
  26.000000,    0.520320
  26.500000,    0.537238
  27.000000,    0.554227
  27.500000,    0.571445
  28.000000,    0.588729
  28.388923,    0.602271
  28.888923,    0.647642
  29.388923,    0.707749
  29.888923,    0.779642
  30.388923,    0.862676
  30.888923,    0.954620
  31.388923,    1.045271
  31.888923,    1.134887
  32.111100,    1.174709
  32.611100,    1.266721
  32.958167,    1.330589
  33.458167,    1.350127
  33.958167,    1.365387
  34.458167,    1.378364
  34.674151,    1.383970
  35.174151,    1.390405
  35.674151,    1.396354
  35.740661,    1.397146
  36.240661,    1.102988
  36.740661,    1.037331
  37.240661,    1.010671
  37.740661,    1.002515
  38.240661,    1.000274
  38.363141,    0.999725
  38.863141,    0.998641
  39.363141,    0.998091
  39.863141,    0.998013
  40.363141,    0.998097
  40.863141,    0.998324
  41.363141,    0.998393
  41.863141,    0.998323
  42.363141,    0.998253
  42.863141,    0.998181
  43.363141,    0.998268
  43.863141,    0.998496
  44.363141,    0.998408
  44.863141,    0.998039
  45.363141,    0.997830
  45.863141,    0.997762
  46.363141,    0.998468
  46.674151,    0.999333
  47.174151,    0.999318
  47.674151,    0.998942
  48.174151,    0.998574
  48.674151,    0.998255
  49.174151,    0.998114
  49.674151,    0.998197
  50.174151,    0.998401
  50.674151,    0.998626
  51.174151,    0.998344
  51.674151,    0.997977
  52.174151,    0.997859
  52.674151,    0.997783
  53.174151,    0.997974
  53.674151,    0.998210
  54.174151,    0.998174
  54.674151,    0.998101
  55.174151,    0.998027
  55.674151,    0.997952
  55.850803,    0.998377
  56.350803,    0.872718
  56.850803,    0.778143
  57.350803,    0.773947
  57.850803,    0.769824
  58.350803,    0.765874
  58.850803,    0.762048
  59.350803,    0.758514
  59.850803,    0.755160
  60.350803,    0.752759
  60.850803,    0.926381
  61.350803,    0.977631
  61.850803,    0.992123
  62.350803,    0.996728
  62.850803,    0.998434
  63.350803,    0.999258
  63.850803,    0.999425
  64.350803,    0.999497
  64.850803,    0.999568
  65.350803,    0.999639
  65.850803,    0.999708
  66.350803,    0.999777
  66.850803,    1.000094
  67.350803,    0.999577
  67.850803,    0.999646
  68.350803,    1.000086
  68.850803,    0.999548
  69.350803,    0.999618
  69.850803,    0.999688
  70.350803,    0.999757
  70.850803,    1.000205
  71.350803,    0.999568
  71.850803,    0.999637
  72.350803,    0.999980
  72.850803,    0.999539
  73.350803,    0.999609
  73.850803,    0.999679
  74.350803,    0.999748
  74.850803,    1.000167
  75.350803,    0.999560
  75.850803,    0.999630
  76.350803,    0.999860
  76.850803,    0.999516
  77.350803,    0.999586
  77.850803,    0.999856
  78.350803,    0.999409
  78.850803,    0.999480
  79.350803,    0.999550
  79.850803,    0.999619
  80.350803,    0.999757
  80.850803,    0.999485
  81.350803,    0.999537
  81.850803,    0.999608
  82.350803,    0.999634
  82.850803,    0.999403
  83.350803,    0.999474
  83.850803,    0.999545
  84.350803,    0.999615
  84.850803,    0.999532
  85.350803,    0.999603
  85.850803,    0.999750
  86.350803,    0.999625
  86.850803,    0.999443
  87.350803,    0.999514
  87.850803,    0.999584
  88.350803,    0.999654
  88.850803,    0.999343
  89.350803,    0.999563
  89.850803,    0.999640
  90.350803,    0.999608
  90.850803,    0.999513
  91.350803,    0.999583
  91.850803,    0.999652
  92.350803,    0.999720
  92.850803,    1.000011
  93.350803,    0.999414
  93.850803,    0.999486
  94.350803,    0.999558
  94.850803,    0.999628
  95.350803,    0.999861
  95.850803,    0.999530
  96.350803,    0.999602
  96.850803,    0.999792
  97.350803,    0.999654
  97.850803,    0.999457
  98.350803,    0.999648
  98.850803,    0.999717
  99.350803,    0.999986
  99.850803,    0.999636
 100.350803,    0.999583
 100.850803,    0.999948
 101.350803,    1.000501
 101.850803,    0.999753
 102.350803,    0.999589
 102.850803,    0.999657
 103.350803,    0.999766
 103.850803,    0.999746
 104.350803,    0.999487
 104.850803,    0.999558
 105.350803,    0.999628
 105.850803,    0.999697
 106.350803,    1.000026
 106.850803,    0.999513
 107.350803,    0.999584
 107.850803,    1.000057
 108.350803,    0.999468
 108.850803,    0.999538
 109.350803,    0.999706
 109.850803,    0.999728
 110.350803,    0.999269
 110.850803,    0.998996
 111.350803,    0.999074
 111.850803,    0.999253
 112.350803,    0.999597
 112.850803,    0.999838
 113.350803,    0.999910
 113.850803,    1.000302
 114.350803,    0.999806
 114.850803,    0.999790
 115.350803,    0.999418
 115.850803,    0.999490
 116.350803,    0.999561
 116.850803,    0.999632
 117.350803,    0.999086
 117.850803,    0.999513
 118.350803,    0.999582
 118.850803,    1.000049
 119.350803,    0.999469
 119.850803,    0.999541
 120.350803,    0.999987
 120.357515,    0.999997
