eta, Ccl
   0.000000,    1.686301
   0.020408,    1.673712
   0.040816,    1.672012
   0.061224,    1.668851
   0.081633,    1.664158
   0.102041,    1.657919
   0.122449,    1.650150
   0.142857,    1.640878
   0.163265,    1.630134
   0.183673,    1.617947
   0.204082,    1.604337
   0.224490,    1.589314
   0.244898,    1.572873
   0.265306,    1.554982
   0.285714,    1.535303
   0.306122,    1.513799
   0.326531,    1.491134
   0.346939,    1.466309
   0.367347,    1.440222
   0.387755,    1.413061
   0.408163,    1.384972
   0.428571,    1.356069
   0.448980,    1.326451
   0.469388,    1.296201
   0.489796,    1.265391
   0.510204,    1.234075
   0.530612,    1.202309
   0.551020,    1.170144
   0.571429,    1.137620
   0.591837,    1.104765
   0.612245,    1.071601
   0.632653,    1.038144
   0.653061,    1.004396
   0.673469,    0.970353
   0.693878,    0.935994
   0.714286,    0.901285
   0.734694,    0.866173
   0.755102,    0.830578
   0.775510,    0.794391
   0.795918,    0.757454
   0.816327,    0.719553
   0.836735,    0.680386
   0.857143,    0.639524
   0.877551,    0.596346
   0.897959,    0.549923
   0.918367,    0.498800
   0.938776,    0.440540
   0.959184,    0.370559
   0.979592,    0.278006
   1.000000,    0.000000
