Ground distance, Rate of Climb
   0.000000, -659.696968
 113.417104, -709.054030
 226.823191, -709.046581
 340.212370, -709.349387
 453.584210, -709.970375
 566.939547, -710.076920
 680.277961, -709.655877
 793.599986, -708.861505
 906.905205, -707.684265
1020.193701, -707.471499
1133.465049, -708.247852
1246.719938, -708.946662
1359.957947, -709.565947
1473.179893, -709.664381
1586.385364, -709.228656
1699.574914, -709.102838
1812.748135, -709.294845
1925.905688, -709.339450
2039.047170, -709.232885
2152.173134, -709.243001
2265.283182, -709.372777
2378.377959, -709.372041
2491.457075, -709.237458
2604.520985, -709.208821
2717.569301, -709.288837
2830.602662, -709.435219
2943.620687, -709.649662
3056.624014, -709.700683
3169.612268, -709.584105
3282.585940, -709.568504
3395.544659, -709.656461
3508.489021, -709.129308
3621.418659, -707.971330
3734.333581, -707.742617
3847.233410, -708.466914
3960.118685, -708.889622
4072.989034, -709.003035
4185.845038, -708.970824
4298.686330, -708.789269
4411.513267, -708.700523
4524.325485, -708.706959
4637.123495, -708.767456
4749.906936, -708.883398
4862.676472, -709.259304
4975.431749, -709.901818
5088.173488, -709.983250
5200.901345, -709.489262
5313.615684, -709.264783
5426.316158, -709.316699
5539.003329, -709.425551
5651.676857, -709.592795
5764.337323, -709.592977
5876.984395, -709.421829
5989.618382, -709.322107
6102.238948, -709.295637
6214.846509, -709.303028
6327.440732, -709.345147
6440.022143, -709.436060
6552.590412, -709.577014
6665.146171, -709.761559
6777.689100, -709.990809
6890.219738, -710.017101
7002.737772, -709.835249
7115.243504, -709.716459
7227.736619, -709.662344
7340.217496, -709.647349
7452.685823, -709.672473
7565.142068, -709.734087
7677.585922, -709.833124
7790.017931, -709.964573
7902.437793, -710.129263
8014.846119, -710.321042
8127.242614, -710.540602
8239.627935, -710.973565
8352.001798, -711.625384
8464.364807, -711.671474
8576.716683, -711.096358
8689.057568, -710.747660
8801.387180, -710.631164
8913.705763, -710.533201
9026.013036, -710.454243
9138.309287, -710.393777
9250.594235, -710.352275
9362.868212, -710.328460
9475.130938, -710.322784
9587.382784, -710.333278
9699.623472, -710.360353
9811.853408, -710.401443
9924.072316, -710.456907
10036.280629, -710.523700
10148.478077, -710.602112
10260.665109, -710.688757
10372.841460, -710.783846
10485.007592, -710.883802
10597.163244, -710.988749
10709.308879, -711.095069
10821.444242, -711.202796
10933.569790, -711.308423
11045.685273, -711.411897
11157.791131, -711.509963
11269.887121, -711.602484
11381.973662, -711.686588
11494.050514, -711.762060
11606.118067, -711.826524
11718.176085, -711.879697
11830.224928, -711.919785
11942.264359, -711.946452
12054.294702, -711.958548
12166.315725, -711.955700
12278.327712, -711.937434
12390.330431, -711.903355
12502.324127, -711.853671
12614.308571, -711.787983
12726.283969, -711.707159
12838.250090, -711.610811
12950.207108, -711.500414
13062.154790, -711.375608
13174.093279, -711.238403
13286.022340, -711.088481
13397.942090, -710.928289
13509.852293, -710.757564
13621.753047, -710.579079
13733.644112, -710.392636
13845.525574, -710.201212
13957.397190, -710.004679
14069.259042, -709.806090
14181.110881, -709.605392
14292.952794, -709.405583
14404.784528, -709.206686
14516.606180, -709.011523
14628.417491, -708.820188
