V (EAS), 
  50.586790,    0.000000
  50.586790,    1.000000
  52.914983,    1.094165
  55.243176,    1.192567
  57.571368,    1.295206
  59.899561,    1.402081
  62.227754,    1.513192
  64.555947,    1.628539
  66.884139,    1.748123
  69.212332,    1.871943
  71.540525,    2.000000
  88.750627,    2.000000
  88.750627,    0.000000
