Speed (CAS), Rate of Climb
 130.082149,  658.915029
 132.231763,  670.972599
 134.381377,  681.816074
 136.530991,  691.313221
 138.680605,  699.634908
 140.830219,  706.718218
 142.979833,  712.522287
 145.129447,  717.130391
 147.279062,  720.730766
 149.428676,  723.044247
 151.578290,  724.076050
 153.727904,  724.143164
 155.877518,  723.176366
 158.027132,  720.996043
 160.176746,  717.633405
 162.326360,  713.532395
 164.475974,  708.175734
 166.625588,  701.710169
 168.775202,  694.375261
 170.924816,  686.070689
 173.074430,  676.777631
 175.224044,  666.293326
 177.373658,  654.970444
 179.523272,  643.139264
 181.672886,  629.613933
 183.822500,  615.357569
 185.972114,  600.254863
 188.121728,  584.443833
 190.271342,  566.954672
 192.420956,  549.017981
 194.570570,  529.839768
 196.720184,  509.870331
 198.869798,  488.534569
 201.019412,  466.376122
 203.169026,  443.637411
 205.318640,  419.045004
 207.468254,  393.668810
 209.617868,  367.683025
 211.767483,  340.057584
 213.917097,  311.604122
 216.066711,  282.174345
 218.216325,  251.259316
 220.365939,  219.472317
 222.515553,  186.807500
 224.665167,  152.385961
 226.814781,  117.000886
 228.964395,   80.691024
 231.114009,   43.229523
 233.263623,    4.015984
 235.413237,  -36.171073
 237.562851,  -77.338128
 239.712465, -119.528898
 241.862079, -163.730189
 244.011693, -208.960367
 246.161307, -255.226192
 248.310921, -302.476794
 250.460535, -351.212386
 252.610149, -401.700994
 254.759763, -453.276105
 256.909377, -505.888493
 259.058991, -559.605024
 261.208605, -614.540943
 263.358219, -671.612749
 265.507833, -729.808116
 267.657447, -789.163611
 269.807061, -849.686485
 271.956675, -911.357349
 274.106289, -974.201243
 276.255904, -1039.348347
 278.405518, -1105.744810
 280.555132, -1173.355250
 282.704746, -1242.203262
 284.854360, -1312.296310
 287.003974, -1383.641585
 289.153588, -1456.246485
 291.303202, -1531.042876
 293.452816, -1607.353777
 295.602430, -1684.987387
 297.752044, -1763.940812
 299.901658, -1844.217961
 302.051272, -1925.831712
 304.200886, -2008.817292
 306.350500, -2093.150104
 308.500114, -2179.139889
 310.649728, -2267.367048
 312.799342, -2357.019502
 314.948956, -2448.074927
 317.098570, -2540.541148
 319.248184, -2634.492628
 321.397798, -2729.885478
 323.547412, -2826.713691
 325.697026, -2925.002774
 327.846640, -3024.829088
 329.996254, -3126.115614
 332.145868, -3229.822696
 334.295482, -3335.278635
 336.445096, -3442.303474
 338.594710, -3550.844159
 340.744325, -3660.908660
 342.893939, -3772.635759
