Ground distance, Rate of Climb
   0.000000,   -3.402092
  65.003608,   -3.402726
 130.004718,   -3.400844
 195.003066,   -3.396496
 259.998146,   -3.397656
 324.990051,   -3.398705
 389.978959,   -3.397364
 454.964692,   -3.393687
 519.946736,   -3.391424
 584.924846,   -3.393523
 649.899304,   -3.393436
 714.870124,   -3.391159
 779.836991,   -3.386790
 844.799354,   -3.387026
 909.757237,   -3.388869
 974.710939,   -3.388692
1039.660466,   -3.386495
1104.605521,   -3.382369
1169.545537,   -3.380712
1234.480351,   -3.383203
1299.410327,   -3.383881
1364.335604,   -3.382703
1429.256042,   -3.379713
1494.171228,   -3.375040
1559.080524,   -3.373286
1623.983751,   -3.375780
1688.881287,   -3.376729
1753.773315,   -3.376076
1818.659782,   -3.373839
1883.540394,   -3.370110
1948.414635,   -3.365048
2013.281864,   -3.365231
2078.142124,   -3.367984
2142.995869,   -3.369452
2207.843369,   -3.369552
2272.684687,   -3.368265
2337.519679,   -3.365638
2402.347997,   -3.361778
2467.169113,   -3.356849
2531.982344,   -3.351065
2596.787044,   -3.353223
2661.583459,   -3.356157
2726.372093,   -3.358207
2791.153313,   -3.359259
2855.927335,   -3.359247
2920.694212,   -3.358156
2985.453835,   -3.356020
3050.205940,   -3.352922
3114.950118,   -3.348990
3179.685840,   -3.344389
3244.412480,   -3.339315
3309.129345,   -3.333983
3373.835710,   -3.328622
3438.530849,   -3.323456
3503.214072,   -3.318702
3567.884757,   -3.314555
3632.542377,   -3.311180
3697.186525,   -3.308705
3761.816934,   -3.307214
3826.433485,   -3.306746
3891.036215,   -3.307292
3955.625313,   -3.308792
4020.201113,   -3.311146
4084.764070,   -3.314214
4149.314748,   -3.317820
4213.853786,   -3.321770
4278.381869,   -3.325849
4342.899698,   -3.329842
4407.407954,   -3.333539
4471.907269,   -3.336743
4536.398197,   -3.339283
4600.881185,   -3.341022
4665.356557,   -3.341859
4729.824498,   -3.341737
4794.285049,   -3.340645
4858.738100,   -3.338618
4923.183405,   -3.335734
4987.620588,   -3.332110
5052.049164,   -3.327899
5116.468565,   -3.323279
5180.878164,   -3.318447
5245.277308,   -3.313608
5309.665347,   -3.308966
5374.041665,   -3.304715
5438.405712,   -3.301027
5502.757026,   -3.298048
5567.095256,   -3.295890
5631.420177,   -3.294624
5695.731701,   -3.294279
5760.029881,   -3.294840
5824.314906,   -3.296249
5888.587090,   -3.298410
5952.846863,   -3.301190
6017.094741,   -3.304429
6081.331308,   -3.307946
6145.557185,   -3.311549
6209.773001,   -3.315042
6273.979365,   -3.318236
6338.176833,   -3.320959
6402.365887,   -3.323060
6466.546913,   -3.324421
6530.720178,   -3.324958
6594.885825,   -3.324629
6659.043862,   -3.323430
6723.194169,   -3.321402
6787.336496,   -3.318622
6851.470485,   -3.315205
6915.595682,   -3.311293
6979.711563,   -3.307052
7043.817556,   -3.302661
7107.913073,   -3.298308
7171.997535,   -3.294173
7236.070401,   -3.290429
7300.131192,   -3.287226
7364.179518,   -3.284690
7428.215090,   -3.282910
7492.237737,   -3.281943
7556.247415,   -3.281804
7620.244204,   -3.282469
7684.228305,   -3.283877
7748.200033,   -3.285930
7812.159796,   -3.288502
7876.108079,   -3.291441
7940.045421,   -3.294581
8003.972384,   -3.297745
8067.889531,   -3.300759
8131.797398,   -3.303455
8195.696469,   -3.305684
8259.587152,   -3.307317
8323.469760,   -3.308256
8387.344500,   -3.308440
8451.211463,   -3.307839
8515.070616,   -3.306464
8578.921812,   -3.304364
8642.764794,   -3.301620
8706.599206,   -3.298345
8770.424619,   -3.294674
8834.240542,   -3.290765
8898.046454,   -3.286781
8961.841827,   -3.282890
9025.626150,   -3.279254
9089.398955,   -3.276023
9153.159840,   -3.273323
9216.908488,   -3.271257
9280.644678,   -3.269895
9344.368301,   -3.269272
9408.079361,   -3.269390
9471.777975,   -3.270213
9535.464366,   -3.271671
9599.138854,   -3.273665
9662.801837,   -3.276072
9726.453774,   -3.278748
9790.095160,   -3.281538
9853.726506,   -3.284283
9917.348310,   -3.286827
9980.961035,   -3.289024
10044.565091,   -3.290747
10108.160808,   -3.291892
10171.748428,   -3.292385
10235.328089,   -3.292183
10298.899823,   -3.291276
10362.463554,   -3.289690
10426.019102,   -3.287482
10489.566193,   -3.284740
10553.104475,   -3.281576
10616.633533,   -3.278123
10680.152910,   -3.274526
10743.662132,   -3.270936
10807.160729,   -3.267503
10870.648260,   -3.264367
10934.124331,   -3.261655
10997.588618,   -3.259471
11061.040878,   -3.257892
11124.480965,   -3.256966
11187.908833,   -3.256709
11251.324540,   -3.257105
11314.728241,   -3.258105
11378.120187,   -3.259631
11441.500703,   -3.261583
11504.870181,   -3.263836
11568.229053,   -3.266257
11631.577775,   -3.268701
11694.916803,   -3.271025
11758.246570,   -3.273094
11821.567468,   -3.274785
11884.879827,   -3.275994
11948.183899,   -3.276642
12011.479850,   -3.276677
12074.767750,   -3.276079
12138.047570,   -3.274858
12201.319187,   -3.273054
12264.582387,   -3.270734
12327.836882,   -3.267993
12391.082319,   -3.264944
12454.318299,   -3.261712
12517.544402,   -3.258434
12580.760201,   -3.255247
12643.965288,   -3.252280
12707.159291,   -3.249654
12770.341893,   -3.247469
12833.512850,   -3.245807
12896.671997,   -3.244719
12959.819261,   -3.244230
13022.954660,   -3.244336
13086.078307,   -3.245004
13149.190397,   -3.246171
13212.291201,   -3.247753
13275.381054,   -3.249645
13338.460334,   -3.251729
13401.529447,   -3.253875
13464.588805,   -3.255955
13527.638806,   -3.257844
13590.679816,   -3.259425
13653.712150,   -3.260599
13716.736059,   -3.261289
13779.751717,   -3.261440
13842.759211,   -3.261024
13905.758542,   -3.260042
13968.749625,   -3.258524
14031.732289,   -3.256523
14094.706294,   -3.254118
14157.671336,   -3.251407
14220.627068,   -3.248501
14283.573115,   -3.245520
14346.509094,   -3.242589
14409.434632,   -3.239828
14472.349385,   -3.237347
14535.253057,   -3.235242
14598.145409,   -3.233590
14661.026277,   -3.232446
14723.895576,   -3.231837
14786.753304,   -3.231767
14849.599541,   -3.232209
14912.434450,   -3.233114
14975.258259,   -3.234411
15038.071259,   -3.236007
15100.873783,   -3.237798
15163.666193,   -3.239670
15226.448859,   -3.241505
15289.222143,   -3.243188
15351.986380,   -3.244615
15414.741866,   -3.245691
15477.488835,   -3.246344
15540.227458,   -3.246518
15602.957828,   -3.246187
15665.679960,   -3.245345
15728.393788,   -3.244015
15791.099173,   -3.242242
15853.795907,   -3.240094
15916.483727,   -3.237657
15979.162326,   -3.235029
16041.831369,   -3.232320
16104.490512,   -3.229639
16167.139419,   -3.227096
16229.777777,   -3.224793
16292.405313,   -3.222819
16355.021808,   -3.221244
16417.627104,   -3.220120
16480.221117,   -3.219476
16542.803838,   -3.219316
16605.375332,   -3.219621
16667.935737,   -3.220347
16730.485254,   -3.221431
16793.024141,   -3.222792
16855.552693,   -3.224337
16918.071234,   -3.225963
16980.580097,   -3.227564
17043.079610,   -3.229036
17105.570076,   -3.230284
17168.051762,   -3.231223
17230.524885,   -3.231783
17292.989600,   -3.231917
17355.445997,   -3.231597
17417.894091,   -3.230818
17480.333829,   -3.229599
17542.765087,   -3.227981
17605.187682,   -3.226024
17667.601378,   -3.223803
17730.005900,   -3.221410
17792.400950,   -3.218941
17854.786219,   -3.216495
17917.161403,   -3.214173
17979.526223,   -3.212065
18041.880433,   -3.210252
18104.223836,   -3.208798
18166.556291,   -3.207750
18228.877724,   -3.207132
18291.188127,   -3.206949
18353.487560,   -3.207183
18415.776148,   -3.207794
18478.054074,   -3.208726
18540.321569,   -3.209904
18602.578903,   -3.211244
18664.826365,   -3.212653
18727.064256,   -3.214036
18789.292869,   -3.215299
18851.512476,   -3.216356
18913.723315,   -3.217132
18975.925579,   -3.217565
19038.119403,   -3.217613
19100.304864,   -3.217251
19162.481972,   -3.216479
19224.650674,   -3.215314
19286.810855,   -3.213793
19348.962347,   -3.211973
19411.104934,   -3.209924
19473.238368,   -3.207727
19535.362379,   -3.205471
19597.476690,   -3.203246
19659.581030,   -3.201140
19721.675152,   -3.199235
19783.758838,   -3.197603
19845.831918,   -3.196298
19907.894273,   -3.195362
19969.945843,   -3.194815
20031.986630,   -3.194657
20094.016697,   -3.194869
20156.036163,   -3.195414
20218.045199,   -3.196238
20280.044020,   -3.197273
20342.032871,   -3.198441
20404.012015,   -3.199658
20465.981723,   -3.200837
20527.942255,   -3.201896
20589.893852,   -3.202757
20651.836722,   -3.203355
20713.771030,   -3.203637
20775.696888,   -3.203568
20837.614355,   -3.203130
20899.523430,   -3.202325
20961.424054,   -3.201171
21023.316114,   -3.199708
21085.199451,   -3.197988
21147.073864,   -3.196076
21208.939125,   -3.194048
21270.794990,   -3.191984
21332.641210,   -3.189966
21394.477548,   -3.188072
21456.303784,   -3.186375
21518.119734,   -3.184935
21579.925256,   -3.183799
21641.720255,   -3.183000
21703.504691,   -3.182553
21765.278580,   -3.182452
21827.041991,   -3.182677
21888.795046,   -3.183190
21950.537909,   -3.183939
22012.270781,   -3.184859
22073.993889,   -3.185879
22135.707473,   -3.186922
22197.411774,   -3.187910
22259.107025,   -3.188770
22320.793433,   -3.189435
22382.471177,   -3.189849
22444.140392,   -3.189969
22505.801166,   -3.189768
22567.453537,   -3.189235
22629.097489,   -3.188376
22690.732955,   -3.187216
22752.359821,   -3.185793
22813.977934,   -3.184159
22875.587106,   -3.182377
22937.187131,   -3.180519
22998.777790,   -3.178659
23060.358866,   -3.176872
23121.930156,   -3.175233
23183.491484,   -3.173810
23245.042708,   -3.172665
23306.583733,   -3.171860
23318.487136,   -3.171749
