CD, CL
   0.023138,   -0.055544
   0.021960,    0.035101
   0.021446,    0.125016
   0.021584,    0.214873
   0.022384,    0.304674
   0.023846,    0.394420
   0.025982,    0.484113
   0.028803,    0.573756
   0.032333,    0.663351
   0.036570,    0.752898
   0.041516,    0.842400
   0.047185,    0.932044
   0.053593,    1.022047
   0.060750,    1.112113
   0.068660,    1.202244
   0.077301,    1.290703
   0.085969,    1.364423
   0.093503,    1.413764
   0.099145,    1.440895
   0.102744,    1.459796
   0.104821,    1.496262
   0.106427,    1.587932
   0.108946,    1.784315
   0.113949,    2.146886
   0.123354,    2.748996
