CD, CL
   0.027121,   -0.344074
   0.025943,   -0.253429
   0.025429,   -0.163514
   0.025567,   -0.073657
   0.026367,    0.016144
   0.027830,    0.105890
   0.029965,    0.195584
   0.032786,    0.285226
   0.036317,    0.374821
   0.040553,    0.464368
   0.045499,    0.553870
   0.051168,    0.643514
   0.057576,    0.733518
   0.064733,    0.823583
   0.072643,    0.913714
   0.081284,    1.002173
   0.089952,    1.075893
   0.097487,    1.125234
   0.103128,    1.152365
   0.106727,    1.171266
   0.108804,    1.207732
   0.110410,    1.299402
   0.112930,    1.495785
   0.117932,    1.858356
   0.127337,    2.460466
