CD, CL
   0.023132,   -0.179746
   0.021954,   -0.089101
   0.021440,    0.000814
   0.021578,    0.090671
   0.022378,    0.180472
   0.023841,    0.270218
   0.025976,    0.359911
   0.028797,    0.449554
   0.032328,    0.539149
   0.036564,    0.628696
   0.041510,    0.718198
   0.047179,    0.807842
   0.053587,    0.897845
   0.060744,    0.987911
   0.068654,    1.078042
   0.077295,    1.166501
   0.085963,    1.240221
   0.093498,    1.289562
   0.099139,    1.316693
   0.102738,    1.335594
   0.104815,    1.372060
   0.106421,    1.463730
   0.108941,    1.660113
   0.113943,    2.022684
   0.123348,    2.624794
