CD, CL
   0.024839,   -0.295876
   0.023661,   -0.205231
   0.023147,   -0.115316
   0.023285,   -0.025459
   0.024085,    0.064342
   0.025548,    0.154088
   0.027683,    0.243782
   0.030504,    0.333425
   0.034035,    0.423019
   0.038271,    0.512566
   0.043217,    0.602068
   0.048886,    0.691712
   0.055294,    0.781716
   0.062452,    0.871781
   0.070361,    0.961912
   0.079003,    1.050371
   0.087671,    1.124091
   0.095205,    1.173432
   0.100846,    1.200563
   0.104445,    1.219464
   0.106522,    1.255930
   0.108128,    1.347600
   0.110648,    1.543983
   0.115650,    1.906554
   0.125055,    2.508664
