CD, CL
   0.024041,   -0.288839
   0.022863,   -0.198194
   0.022349,   -0.108279
   0.022488,   -0.018422
   0.023287,    0.071379
   0.024750,    0.161125
   0.026885,    0.250819
   0.029707,    0.340461
   0.033237,    0.430056
   0.037474,    0.519603
   0.042420,    0.609105
   0.048088,    0.698749
   0.054496,    0.788752
   0.061654,    0.878818
   0.069564,    0.968949
   0.078205,    1.057408
   0.086873,    1.131128
   0.094407,    1.180469
   0.100048,    1.207600
   0.103647,    1.226501
   0.105724,    1.262967
   0.107331,    1.354637
   0.109850,    1.551020
   0.114852,    1.913591
   0.124257,    2.515701
