CD, CL
   0.023472,   -0.239883
   0.022294,   -0.149238
   0.021780,   -0.059323
   0.021919,    0.030534
   0.022718,    0.120335
   0.024181,    0.210081
   0.026316,    0.299775
   0.029137,    0.389418
   0.032668,    0.479012
   0.036905,    0.568559
   0.041851,    0.658061
   0.047519,    0.747705
   0.053927,    0.837709
   0.061085,    0.927774
   0.068995,    1.017905
   0.077636,    1.106364
   0.086304,    1.180084
   0.093838,    1.229425
   0.099479,    1.256556
   0.103078,    1.275457
   0.105155,    1.311923
   0.106762,    1.403593
   0.109281,    1.599976
   0.114283,    1.962547
   0.123688,    2.564657
