Mach, Rate of Climb
   0.236390,    4.474284
   0.238245,    4.493333
   0.240100,    4.513625
   0.241954,    4.532517
   0.243809,    4.548908
   0.245664,    4.564196
   0.247518,    4.577538
   0.249373,    4.589049
   0.251228,    4.606274
   0.253082,    4.624533
   0.254937,    4.642210
   0.256791,    4.657357
   0.258646,    4.671825
   0.260501,    4.684019
   0.262355,    4.695380
   0.264210,    4.704516
   0.266065,    4.712895
   0.267919,    4.718872
   0.269774,    4.724413
   0.271629,    4.727135
   0.273483,    4.729529
   0.275338,    4.729383
   0.277193,    4.728380
   0.279047,    4.725720
   0.280902,    4.721237
   0.282756,    4.716279
   0.284611,    4.708237
   0.286466,    4.699714
   0.288320,    4.689552
   0.290175,    4.677347
   0.292030,    4.664609
   0.293884,    4.649431
   0.295739,    4.632896
   0.297594,    4.615778
   0.299448,    4.595815
   0.301303,    4.579869
   0.303158,    4.565514
   0.305012,    4.548441
   0.306867,    4.530259
   0.308721,    4.511481
   0.310576,    4.490505
   0.312431,    4.467808
   0.314285,    4.444464
   0.316140,    4.419968
   0.317995,    4.392624
   0.319849,    4.364583
   0.321704,    4.335842
   0.323559,    4.304891
   0.325413,    4.272029
   0.327268,    4.238418
   0.329123,    4.204056
   0.330977,    4.167072
   0.332832,    4.128479
   0.334686,    4.089084
   0.336541,    4.048886
   0.338396,    4.006386
   0.340250,    3.961860
   0.342105,    3.916480
   0.343960,    3.870245
   0.345814,    3.822839
   0.347669,    3.772190
   0.349524,    3.720637
   0.351378,    3.673596
   0.353233,    3.627587
   0.355088,    3.579844
   0.356942,    3.529457
   0.358797,    3.478188
   0.360651,    3.426036
   0.362506,    3.372997
   0.364361,    3.318628
   0.366215,    3.261111
   0.368070,    3.202659
   0.369925,    3.143269
   0.371779,    3.082938
   0.373634,    3.021664
   0.375489,    2.957967
   0.377343,    2.892086
   0.379198,    2.825213
   0.381053,    2.757346
   0.382907,    2.688481
   0.384762,    2.618616
   0.386616,    2.546608
   0.388471,    2.472027
   0.390326,    2.396398
   0.392180,    2.319718
   0.394035,    2.241984
   0.395890,    2.163192
   0.397744,    2.083340
   0.399599,    2.000529
   0.401454,    1.921709
   0.403308,    1.843466
   0.405163,    1.764181
   0.407018,    1.683851
   0.408872,    1.602474
   0.410727,    1.520045
   0.412581,    1.435782
   0.414436,    1.348541
   0.416291,    1.260203
   0.418145,    1.170765
   0.420000,    1.080221
