Speed (CAS), Rate of Climb
 137.888741, 1982.041732
 138.712243, 1994.299518
 139.535745, 2006.618541
 140.359247, 2018.999795
 141.182749, 2031.444277
 142.006251, 2043.952982
 142.829753, 2056.526907
 143.653255, 2069.167047
 144.476757, 2081.874397
 145.300259, 2091.632645
 146.123761, 2098.868242
 146.947263, 2106.077123
 147.770765, 2113.259712
 148.594267, 2120.416436
 149.417769, 2127.547720
 150.241271, 2134.653992
 151.064773, 2141.735676
 151.888275, 2148.793200
 152.711777, 2156.083484
 153.535279, 2163.552698
 154.358781, 2171.003936
 155.182283, 2178.437623
 156.005785, 2185.854186
 156.829287, 2193.254051
 157.652789, 2200.637643
 158.476291, 2208.005389
 159.299793, 2215.357715
 160.123295, 2223.070095
 160.946797, 2230.890730
 161.770299, 2238.702298
 162.593801, 2246.505226
 163.417303, 2254.299939
 164.240805, 2262.086863
 165.064307, 2269.866425
 165.887809, 2277.639051
 166.711311, 2285.405167
 167.534813, 2293.600781
 168.358315, 2301.814968
 169.181817, 2310.028401
 170.005319, 2318.241505
 170.828821, 2321.702512
 171.652323, 2323.954107
 172.475825, 2326.120965
 173.299327, 2328.203103
 174.122829, 2330.262284
 174.946331, 2332.581615
 175.769833, 2334.820094
 176.593335, 2336.977738
 177.416837, 2339.054560
 178.240339, 2341.050576
 179.063841, 2342.965801
 179.887343, 2344.800251
 180.710845, 2346.553939
 181.534347, 2348.348876
 182.357848, 2350.292810
 183.181350, 2352.159200
 184.004852, 2353.948060
 184.828354, 2355.659406
 185.651856, 2357.293253
 186.475358, 2358.849616
 187.298860, 2360.328509
 188.122362, 2361.729948
 188.945864, 2363.211517
 189.769366, 2364.749018
 190.592868, 2366.211629
 191.416370, 2367.599364
 192.239872, 2368.912240
 193.063374, 2370.150270
 193.886876, 2371.313469
 194.710378, 2372.401854
 195.533880, 2373.415438
 196.357382, 2374.519207
 197.180884, 2375.607326
 198.004386, 2376.622556
 198.827888, 2377.564912
 199.651390, 2378.434409
 200.474892, 2379.231061
 201.298394, 2379.954884
 202.121896, 2380.605893
 202.945398, 2381.184103
 203.768900, 2381.830379
 204.592402, 2382.414401
 205.415904, 2382.926882
 206.239406, 2383.367838
 207.062908, 2383.737284
 207.886410, 2384.035235
 208.709912, 2384.261705
 209.533414, 2384.416710
 210.356916, 2384.512443
 211.180418, 2384.615773
 212.003920, 2384.648394
 212.827422, 2384.610321
 213.650924, 2384.501569
 214.474426, 2384.322152
 215.297928, 2384.072086
 216.121430, 2382.521523
 216.944932, 2376.277627
 217.768434, 2369.921116
 218.591936, 2363.477497
 219.415438, 2356.896642
