Time, Mach number
  13.500000,    0.109830
  13.600000,    0.110538
  13.700000,    0.111247
  13.800000,    0.111955
  13.900000,    0.112663
  14.000000,    0.113371
  14.100000,    0.114079
  14.200000,    0.114770
  14.300000,    0.115458
  14.400000,    0.116147
  14.500000,    0.116835
  14.600000,    0.117524
  14.700000,    0.118213
  14.800000,    0.118901
  14.900000,    0.119590
  15.000000,    0.120278
  15.100000,    0.120967
  15.200000,    0.121638
  15.300000,    0.122307
  15.400000,    0.122977
  15.500000,    0.123646
  15.600000,    0.124315
  15.700000,    0.124985
  15.800000,    0.125654
  15.900000,    0.126323
  16.000000,    0.126992
  16.100000,    0.127662
  16.200000,    0.128314
  16.300000,    0.128964
  16.400000,    0.129615
  16.500000,    0.130265
  16.600000,    0.130915
  16.700000,    0.131566
  16.800000,    0.132216
  16.900000,    0.132866
  17.000000,    0.133517
  17.100000,    0.134167
  17.200000,    0.134801
  17.300000,    0.135433
  17.400000,    0.136064
  17.500000,    0.136696
  17.600000,    0.137328
  17.700000,    0.137959
  17.800000,    0.138591
  17.900000,    0.139223
  18.000000,    0.139855
  18.100000,    0.140486
  18.200000,    0.141102
  18.300000,    0.141715
  18.400000,    0.142328
  18.500000,    0.142942
  18.600000,    0.143555
  18.700000,    0.144169
  18.800000,    0.144782
  18.900000,    0.145396
  19.000000,    0.146009
  19.100000,    0.146622
  19.200000,    0.147220
  19.300000,    0.147815
  19.400000,    0.148411
  19.500000,    0.149006
  19.600000,    0.149602
  19.700000,    0.150197
  19.800000,    0.150793
  19.900000,    0.151388
  20.000000,    0.151984
  20.100000,    0.152579
  20.200000,    0.153159
  20.300000,    0.153737
  20.400000,    0.154316
  20.500000,    0.154894
  20.600000,    0.155472
  20.700000,    0.156050
  20.800000,    0.156628
  20.900000,    0.157206
  21.000000,    0.157784
  21.100000,    0.158362
  21.200000,    0.158925
  21.300000,    0.159486
  21.400000,    0.160047
  21.500000,    0.160608
  21.600000,    0.161169
  21.700000,    0.161730
  21.800000,    0.162291
  21.900000,    0.162852
  22.000000,    0.163414
  22.100000,    0.163975
  22.200000,    0.164521
  22.300000,    0.165066
  22.400000,    0.165611
  22.500000,    0.166156
  22.600000,    0.166701
  22.700000,    0.167246
  22.800000,    0.167791
  22.900000,    0.168336
  23.000000,    0.168881
  23.045050,    0.169126
  23.145050,    0.169657
  23.245050,    0.170176
  23.345050,    0.170695
  23.445050,    0.171214
  23.545050,    0.171733
  23.645050,    0.172253
  23.745050,    0.172772
  23.845050,    0.173291
  23.945050,    0.173810
  24.045050,    0.174329
  24.145050,    0.174837
  24.245050,    0.175323
  24.345050,    0.175809
  24.445050,    0.176295
  24.545050,    0.176781
  24.645050,    0.177267
  24.745050,    0.177753
  24.845050,    0.178239
  24.945050,    0.178725
  25.045050,    0.179211
  25.145050,    0.179684
  25.245050,    0.180132
  25.345050,    0.180581
  25.445050,    0.181029
  25.545050,    0.181478
  25.645050,    0.181926
  25.745050,    0.182375
  25.845050,    0.182823
  25.945050,    0.183272
  26.045050,    0.183720
  26.111100,    0.184016
  26.211100,    0.184255
  26.311100,    0.184494
  26.411100,    0.184733
  26.511100,    0.184972
  26.611100,    0.185211
  26.711100,    0.185450
  26.811100,    0.185689
  26.911100,    0.185928
  27.011100,    0.186167
  27.111100,    0.186406
  27.211100,    0.186487
  27.311100,    0.186568
  27.411100,    0.186649
  27.511100,    0.186730
  27.611100,    0.186811
  27.711100,    0.186809
  27.811100,    0.186806
  27.911100,    0.186803
  28.011100,    0.186801
  28.111100,    0.186798
  28.211100,    0.186717
  28.311100,    0.186637
  28.411100,    0.186556
  28.511100,    0.186475
