eta, Cl
   0.000000,    1.817768
   0.005025,    1.817451
   0.010050,    1.817133
   0.015075,    1.816815
   0.020101,    1.816498
   0.025126,    1.816180
   0.030151,    1.815863
   0.035176,    1.815545
   0.040201,    1.815227
   0.045226,    1.814910
   0.050251,    1.814592
   0.055276,    1.814274
   0.060302,    1.813957
   0.065327,    1.813639
   0.070352,    1.813322
   0.075377,    1.813004
   0.080402,    1.812686
   0.085427,    1.812369
   0.090452,    1.812051
   0.095477,    1.811734
   0.100503,    1.811416
   0.105528,    1.811098
   0.110553,    1.810781
   0.115578,    1.810463
   0.120603,    1.810146
   0.125628,    1.809828
   0.130653,    1.809510
   0.135678,    1.809193
   0.140704,    1.808875
   0.145729,    1.808558
   0.150754,    1.808240
   0.155779,    1.807922
   0.160804,    1.807605
   0.165829,    1.807287
   0.170854,    1.806970
   0.175879,    1.806652
   0.180905,    1.806334
   0.185930,    1.806017
   0.190955,    1.805699
   0.195980,    1.805381
   0.201005,    1.805064
   0.206030,    1.804746
   0.211055,    1.804429
   0.216080,    1.804111
   0.221106,    1.803793
   0.226131,    1.803476
   0.231156,    1.803158
   0.236181,    1.802841
   0.241206,    1.802523
   0.246231,    1.802205
   0.251256,    1.801888
   0.256281,    1.801570
   0.261307,    1.801253
   0.266332,    1.800935
   0.271357,    1.800617
   0.276382,    1.800300
   0.281407,    1.799982
   0.286432,    1.799665
   0.291457,    1.799347
   0.296482,    1.799029
   0.301508,    1.798708
   0.306533,    1.798379
   0.311558,    1.798051
   0.316583,    1.797722
   0.321608,    1.797393
   0.326633,    1.797064
   0.331658,    1.796735
   0.336683,    1.796406
   0.341709,    1.796077
   0.346734,    1.795748
   0.351759,    1.795419
   0.356784,    1.795091
   0.361809,    1.794762
   0.366834,    1.794433
   0.371859,    1.794104
   0.376884,    1.793775
   0.381910,    1.793446
   0.386935,    1.793117
   0.391960,    1.792788
   0.396985,    1.792459
   0.402010,    1.792131
   0.407035,    1.791802
   0.412060,    1.791473
   0.417085,    1.791144
   0.422111,    1.790815
   0.427136,    1.790486
   0.432161,    1.790157
   0.437186,    1.789828
   0.442211,    1.789499
   0.447236,    1.789171
   0.452261,    1.788842
   0.457286,    1.788513
   0.462312,    1.788184
   0.467337,    1.787855
   0.472362,    1.787526
   0.477387,    1.787197
   0.482412,    1.786868
   0.487437,    1.786540
   0.492462,    1.786211
   0.497487,    1.785882
   0.502513,    1.785553
   0.507538,    1.785224
   0.512563,    1.784895
   0.517588,    1.784566
   0.522613,    1.784237
   0.527638,    1.783908
   0.532663,    1.783580
   0.537688,    1.783251
   0.542714,    1.782922
   0.547739,    1.782593
   0.552764,    1.782264
   0.557789,    1.781935
   0.562814,    1.781606
   0.567839,    1.781277
   0.572864,    1.780948
   0.577889,    1.780620
   0.582915,    1.780291
   0.587940,    1.779962
   0.592965,    1.779633
   0.597990,    1.779304
   0.603015,    1.778975
   0.608040,    1.778646
   0.613065,    1.778317
   0.618090,    1.777988
   0.623116,    1.777660
   0.628141,    1.777331
   0.633166,    1.777002
   0.638191,    1.776673
   0.643216,    1.776344
   0.648241,    1.776015
   0.653266,    1.775686
   0.658291,    1.775357
   0.663317,    1.775028
   0.668342,    1.774700
   0.673367,    1.774371
   0.678392,    1.774042
   0.683417,    1.773713
   0.688442,    1.773384
   0.693467,    1.773055
   0.698492,    1.772726
   0.703518,    1.772397
   0.708543,    1.772068
   0.713568,    1.771740
   0.718593,    1.771411
   0.723618,    1.771082
   0.728643,    1.770753
   0.733668,    1.770424
   0.738693,    1.770095
   0.743719,    1.769766
   0.748744,    1.769437
   0.753769,    1.769108
   0.758794,    1.768780
   0.763819,    1.768451
   0.768844,    1.768122
   0.773869,    1.767793
   0.778894,    1.767464
   0.783920,    1.767135
   0.788945,    1.766806
   0.793970,    1.766477
   0.798995,    1.766148
   0.804020,    1.765820
   0.809045,    1.765491
   0.814070,    1.765162
   0.819095,    1.764833
   0.824121,    1.764504
   0.829146,    1.764175
   0.834171,    1.763846
   0.839196,    1.763517
   0.844221,    1.763189
   0.849246,    1.762860
   0.854271,    1.762531
   0.859296,    1.762202
   0.864322,    1.761873
   0.869347,    1.761544
   0.874372,    1.761215
   0.879397,    1.760886
   0.884422,    1.760557
   0.889447,    1.760229
   0.894472,    1.759900
   0.899497,    1.759571
   0.904523,    1.759242
   0.909548,    1.758913
   0.914573,    1.758584
   0.919598,    1.758255
   0.924623,    1.757926
   0.929648,    1.757597
   0.934673,    1.757269
   0.939698,    1.756940
   0.944724,    1.756611
   0.949749,    1.756282
   0.954774,    1.755953
   0.959799,    1.755624
   0.964824,    1.755295
   0.969849,    1.754966
   0.974874,    1.754637
   0.979899,    1.754309
   0.984925,    1.753980
   0.989950,    1.753651
   0.994975,    1.753322
   1.000000,    1.752993
