-0.16826;0.057977; 0.28312; 0.37262; 0.46161; 0.54989; 0.63713; 0.72293;  0.8072; 0.93403;  1.1596;  1.3879;
-0.15009;0.070055; 0.28952; 0.37692; 0.46396; 0.55043;  0.6358;  0.7185; 0.79378; 0.91438;  1.1531;  1.3716;

-0.16826;0.057977; 0.28312; 0.37262; 0.46161; 0.54989; 0.63713; 0.72293;  0.8072; 0.93403;  1.1596;  1.3879;
-0.15009;0.070055; 0.28952; 0.37692; 0.46396; 0.55043;  0.6358;  0.7185; 0.79378; 0.91438;  1.1531;  1.3716;

-0.16826;0.057977; 0.28312; 0.37262; 0.46161; 0.54989; 0.63713; 0.72293;  0.8072; 0.93403;  1.1596;  1.3879;
-0.15009;0.070055; 0.28952; 0.37692; 0.46396; 0.55043;  0.6358;  0.7185; 0.79378; 0.91438;  1.1531;  1.3716;


-0.16826;0.057977; 0.28312; 0.37262; 0.46161; 0.54989; 0.63713; 0.72293;  0.8072; 0.93403;  1.1596;  1.3879;
-0.15009;0.070055; 0.28952; 0.37692; 0.46396; 0.55043;  0.6358;  0.7185; 0.79378; 0.91438;  1.1531;  1.3716;

-0.20608;0.071007; 0.34675; 0.45636; 0.56535; 0.67347; 0.78032; 0.88541; 0.98861;   1.144;  1.4202;  1.6998;
-0.18382;  0.0858; 0.35458; 0.46163; 0.56823; 0.67414; 0.77869; 0.87998; 0.97218;  1.1199;  1.4123;  1.6799;

-0.20608;0.071007; 0.34675; 0.45636; 0.56535; 0.67347; 0.78032; 0.88541; 0.98861;   1.144;  1.4202;  1.6998;
-0.18382;  0.0858; 0.35458; 0.46163; 0.56823; 0.67414; 0.77869; 0.87998; 0.97218;  1.1199;  1.4123;  1.6799;

-0.20608;0.071007; 0.34675; 0.45636; 0.56535; 0.67347; 0.78032; 0.88541; 0.98861;   1.144;  1.4202;  1.6998;
-0.18382;  0.0858; 0.35458; 0.46163; 0.56823; 0.67414; 0.77869; 0.87998; 0.97218;  1.1199;  1.4123;  1.6799;

-0.20608;0.071007; 0.34675; 0.45636; 0.56535; 0.67347; 0.78032; 0.88541; 0.98861;   1.144;  1.4202;  1.6998;
-0.18382;  0.0858; 0.35458; 0.46163; 0.56823; 0.67414; 0.77869; 0.87998; 0.97218;  1.1199;  1.4123;  1.6799;

-0.26345;0.090775; 0.44329; 0.58341; 0.72275; 0.86097; 0.99757;  1.1319;  1.2638;  1.4624;  1.8155;   2.173;
-0.23499; 0.10969;  0.4533; 0.59015; 0.72643; 0.86182; 0.99548;   1.125;  1.2428;  1.4317;  1.8055;  2.1476;

-0.26345;0.090775; 0.44329; 0.58341; 0.72275; 0.86097; 0.99757;  1.1319;  1.2638;  1.4624;  1.8155;   2.173;
-0.23499; 0.10969;  0.4533; 0.59015; 0.72643; 0.86182; 0.99548;   1.125;  1.2428;  1.4317;  1.8055;  2.1476;

-0.26345;0.090775; 0.44329; 0.58341; 0.72275; 0.86097; 0.99757;  1.1319;  1.2638;  1.4624;  1.8155;   2.173;
-0.23499; 0.10969;  0.4533; 0.59015; 0.72643; 0.86182; 0.99548;   1.125;  1.2428;  1.4317;  1.8055;  2.1476;

-0.26345;0.090775; 0.44329; 0.58341; 0.72275; 0.86097; 0.99757;  1.1319;  1.2638;  1.4624;  1.8155;   2.173;
-0.23499; 0.10969;  0.4533; 0.59015; 0.72643; 0.86182; 0.99548;   1.125;  1.2428;  1.4317;  1.8055;  2.1476;

-0.27477;0.094676; 0.46234; 0.60848;  0.7538; 0.89796;  1.0404;  1.1805;  1.3181;  1.5253;  1.8935;  2.2664;
-0.24509;  0.1144; 0.47278;  0.6155; 0.75765; 0.89885;  1.0383;  1.1733;  1.2962;  1.4932;  1.8831;  2.2399;

-0.27477;0.094676; 0.46234; 0.60848;  0.7538; 0.89796;  1.0404;  1.1805;  1.3181;  1.5253;  1.8935;  2.2664;
-0.24509;  0.1144; 0.47278;  0.6155; 0.75765; 0.89885;  1.0383;  1.1733;  1.2962;  1.4932;  1.8831;  2.2399;

-0.27477;0.094676; 0.46234; 0.60848;  0.7538; 0.89796;  1.0404;  1.1805;  1.3181;  1.5253;  1.8935;  2.2664;
-0.24509;  0.1144; 0.47278;  0.6155; 0.75765; 0.89885;  1.0383;  1.1733;  1.2962;  1.4932;  1.8831;  2.2399;

-0.27477;0.094676; 0.46234; 0.60848;  0.7538; 0.89796;  1.0404;  1.1805;  1.3181;  1.5253;  1.8935;  2.2664;
-0.24509;  0.1144; 0.47278;  0.6155; 0.75765; 0.89885;  1.0383;  1.1733;  1.2962;  1.4932;  1.8831;  2.2399
