1	-0.005196
1.25	-0.004457
1.5	-0.003718
1.75	-0.00305
2	-0.002476
2.25	-0.002012
2.5	-0.001656
2.75	-0.00138
3	-0.00116065306122449
3.25	-0.000984653061224489
3.5	-0.000837142857142856
3.75	-0.000709632653061224
4	-0.000594122448979591
4.25	-0.000485959183673468
4.5	-0.000382448979591836
4.75	-0.000285959183673468
5	-0.000193714285714285
5.25	-0.000105224489795917
5.5	-2.47346938775502e-05
5.75	4.77551020408171e-05
6	0.000111591836734695
6.25	0.000167673469387756
6.5	0.000216897959183674
6.75	0.000264571428571429
7	0.000309693877551021
7.25	0.000357285714285714
7.5	0.000407653061224489
7.75	0.000458510204081621
8	0.000509367346938753
