1	-0.010584
1.25	-0.009419
1.5	-0.008254
1.75	-0.007174
2	-0.006216
2.25	-0.005404
2.5	-0.00474
2.75	-0.004196
3	-0.003748
3.25	-0.003376
3.5	-0.00306
3.75	-0.002788
4	-0.002552
4.25	-0.002344
4.5	-0.00216
4.75	-0.002
5	-0.001856
5.25	-0.0017284081632653
5.5	-0.00161689795918367
5.75	-0.00151714285714286
6	-0.00142644897959183
6.25	-0.00134644897959183
6.5	-0.00127453061224489
6.75	-0.00120718367346938
7	-0.0011439387755102
7.25	-0.00108348979591837
7.5	-0.00102420408163266
7.75	-0.000964285714285752
8	-0.000904367346938843
