Mach, Climb Angle
   0.245103,    1.185801
   0.250506,    1.288704
   0.255909,    1.380240
   0.261312,    1.461831
   0.266715,    1.534196
   0.272118,    1.597430
   0.277521,    1.652917
   0.282924,    1.701665
   0.288327,    1.742487
   0.293730,    1.777765
   0.299133,    1.806928
   0.304536,    1.830920
   0.309939,    1.849464
   0.315342,    1.863189
   0.320745,    1.872105
   0.326148,    1.876655
   0.331551,    1.877113
   0.336954,    1.872282
   0.342357,    1.863713
   0.347760,    1.852062
   0.353163,    1.836976
   0.358566,    1.817785
   0.363969,    1.797389
   0.369372,    1.772570
   0.374775,    1.746571
   0.380178,    1.717502
   0.385581,    1.686648
   0.390984,    1.653305
   0.396387,    1.618411
   0.401790,    1.580716
   0.407193,    1.542599
   0.412596,    1.500203
   0.417999,    1.457598
   0.423402,    1.411452
   0.428805,    1.363019
   0.434208,    1.313185
   0.439611,    1.259078
   0.445014,    1.202370
   0.450417,    1.145106
   0.455820,    1.083583
   0.461223,    1.020763
   0.466626,    0.958495
   0.472029,    0.896812
   0.477432,    0.834638
   0.482835,    0.775893
   0.488238,    0.720321
   0.493641,    0.666566
   0.499044,    0.611054
   0.504447,    0.556557
   0.509850,    0.501927
   0.515253,    0.446987
   0.520656,    0.389085
   0.526059,    0.328935
   0.531462,    0.268101
   0.536865,    0.206383
   0.542268,    0.143983
   0.547671,    0.079934
   0.553074,    0.012589
   0.558477,   -0.055453
   0.563880,   -0.124162
   0.569283,   -0.193538
   0.574686,   -0.263573
   0.580089,   -0.334271
   0.585492,   -0.408405
   0.590895,   -0.483776
   0.596298,   -0.559843
   0.601701,   -0.636609
   0.607104,   -0.714074
   0.612507,   -0.792240
   0.617910,   -0.871105
   0.623313,   -0.950671
   0.628716,   -1.034030
   0.634119,   -1.118118
   0.639522,   -1.202934
   0.644925,   -1.288478
   0.650328,   -1.374751
   0.655731,   -1.461753
   0.661134,   -1.549484
   0.666537,   -1.637945
   0.671940,   -1.727135
   0.677343,   -1.817430
   0.682746,   -1.910932
   0.688149,   -2.005187
   0.693552,   -2.100197
   0.698955,   -2.195962
   0.704358,   -2.292482
   0.709761,   -2.389757
   0.715164,   -2.487789
   0.720567,   -2.586576
   0.725970,   -2.686121
   0.731373,   -2.786423
   0.736776,   -2.887483
   0.742179,   -2.989302
   0.747582,   -3.092321
   0.752985,   -3.198241
   0.758388,   -3.304941
   0.763791,   -3.412420
   0.769194,   -3.520681
   0.774597,   -3.629722
   0.780000,   -3.739545
