eta, Cl
   0.000000,    2.200000
   0.020408,    2.200000
   0.040816,    2.200000
   0.061224,    2.200000
   0.081633,    2.200000
   0.102041,    2.200000
   0.122449,    2.200000
   0.142857,    2.200000
   0.163265,    2.200000
   0.183673,    2.200000
   0.204082,    2.200000
   0.224490,    2.200000
   0.244898,    2.200000
   0.265306,    2.200000
   0.285714,    2.200000
   0.306122,    2.200000
   0.326531,    2.200000
   0.346939,    2.197977
   0.367347,    2.179290
   0.387755,    2.160603
   0.408163,    2.141917
   0.428571,    2.123230
   0.448980,    2.104543
   0.469388,    2.085856
   0.489796,    2.067169
   0.510204,    2.048483
   0.530612,    2.029796
   0.551020,    2.011109
   0.571429,    1.992422
   0.591837,    1.973736
   0.612245,    1.955049
   0.632653,    1.936362
   0.653061,    1.917675
   0.673469,    1.898988
   0.693878,    1.880302
   0.714286,    1.861615
   0.734694,    1.842928
   0.755102,    1.824241
   0.775510,    1.805555
   0.795918,    1.786868
   0.816327,    1.768181
   0.836735,    1.749494
   0.857143,    1.730807
   0.877551,    1.712121
   0.897959,    1.693434
   0.918367,    1.674747
   0.938776,    1.656060
   0.959184,    1.637374
   0.979592,    1.618687
   1.000000,    1.600000
