Mach, Climb Angle
   0.255565,    2.337624
   0.257024,    2.334229
   0.258483,    2.332791
   0.259942,    2.330144
   0.261401,    2.327456
   0.262859,    2.323762
   0.264318,    2.319828
   0.265777,    2.315196
   0.267236,    2.310018
   0.268695,    2.304561
   0.270154,    2.298144
   0.271613,    2.291795
   0.273072,    2.284327
   0.274531,    2.276738
   0.275990,    2.268694
   0.277449,    2.259872
   0.278908,    2.251102
   0.280367,    2.241328
   0.281826,    2.231326
   0.283285,    2.221243
   0.284744,    2.210019
   0.286203,    2.198835
   0.287662,    2.187324
   0.289120,    2.174921
   0.290579,    2.162551
   0.292038,    2.149777
   0.293497,    2.136195
   0.294956,    2.122639
   0.296415,    2.108775
   0.297874,    2.094014
   0.299333,    2.079274
   0.300792,    2.066555
   0.302251,    2.054407
   0.303710,    2.042274
   0.305169,    2.030155
   0.306628,    2.017243
   0.308087,    2.003933
   0.309546,    1.990630
   0.311005,    1.977204
   0.312464,    1.962722
   0.313922,    1.948243
   0.315381,    1.933766
   0.316840,    1.918858
   0.318299,    1.903210
   0.319758,    1.887559
   0.321217,    1.871906
   0.322676,    1.855759
   0.324135,    1.838945
   0.325594,    1.822122
   0.327053,    1.805293
   0.328512,    1.788162
   0.329971,    1.770183
   0.331430,    1.752191
   0.332889,    1.734186
   0.334348,    1.716169
   0.335807,    1.697200
   0.337266,    1.678042
   0.338724,    1.658867
   0.340183,    1.639674
   0.341642,    1.620287
   0.343101,    1.599970
   0.344560,    1.579631
   0.346019,    1.559269
   0.347478,    1.538886
   0.348937,    1.518289
   0.350396,    1.497453
   0.351855,    1.478360
   0.353314,    1.459240
   0.354773,    1.440093
   0.356232,    1.420920
   0.357691,    1.400819
   0.359150,    1.380546
   0.360609,    1.360242
   0.362068,    1.339908
   0.363526,    1.319543
   0.364985,    1.298965
   0.366444,    1.277518
   0.367903,    1.256037
   0.369362,    1.234521
   0.370821,    1.212970
   0.372280,    1.191384
   0.373739,    1.169688
   0.375198,    1.147037
   0.376657,    1.124348
   0.378116,    1.101620
   0.379575,    1.078853
   0.381034,    1.056048
   0.382493,    1.033203
   0.383952,    1.009833
   0.385411,    0.985939
   0.386870,    0.962004
   0.388328,    0.938026
   0.389787,    0.914005
   0.391246,    0.889942
   0.392705,    0.865837
   0.394164,    0.841315
   0.395623,    0.816179
   0.397082,    0.790998
   0.398541,    0.765770
   0.400000,    0.740497
