V (EAS), 
  58.985502,    0.000000
  58.985502,    1.000000
  62.794254,    1.133311
  66.603005,    1.274961
  70.411757,    1.424950
  74.220509,    1.583278
  78.029261,    1.749945
  81.838012,    1.924950
  85.646764,    2.108295
  89.455516,    2.299978
  93.264268,    2.500000
 147.110653,    2.756495
 183.888316,    2.500000
 183.888316,   -0.054647
 147.110653,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,   -1.000000
  76.099790,    0.000000
