Thickness;AR;X_lew;Etaykink;OEW (kg);DOC (M$_year);Block fuel (kg);LTO_Nox (kg);LTO_CO (kg);LTO UHC (kg);TOTAL GWP (kg);MS;LFL (m);TOFL (m)
16;10;10.63;31;12748.93949;12.796256;2113.516417;1.261502959;0.094100995;0.006116831;5467.133564;10.896116;1189.674527;1336.152487
16;10;10.63;33.5;12747.856;12.796683;2113.927403;1.261512558;0.094102485;0.006116921;5468.328841;10.913411;1186.150714;1333.982742
16;10;10.7;33.5;12741.88695;12.796256;2114.708906;1.261384594;0.094102012;0.006116321;5470.079663;12.815622;1185.834192;1334.077881
16;10;10.7;31;12742.96984;12.795831;2114.298567;1.261375046;0.094100521;0.006116232;5468.898396;12.796635;1189.357145;1336.245348
16;10;10.7;29.79;12743.56274;12.795644;2114.1117;1.26137327;0.09409984;0.006116202;5468.350948;12.789269;1191.001779;1337.269379
16;10;10.7;28;12742.54065;12.795234;2113.825257;1.261318411;0.094098669;0.006115916;5467.652754;12.778536;1193.236547;1338.431666
16;10;10.7;26.5;12741.73261;12.794899;2113.594399;1.261271584;0.094097721;0.006115672;5467.094837;12.771325;1195.022515;1339.34825
16;10;10.7;25;12740.97267;12.794584;2113.373688;1.261230053;0.094096821;0.006115455;5466.550336;12.765893;1196.75633;1340.256369
16;10;10.8;25;12732.49496;12.794082;2114.57656;1.261055442;0.094096177;0.006114637;5469.154655;15.472985;1196.312302;1340.571691
16;10;10.8;26.5;12733.25507;12.794395;2114.796891;1.261096936;0.094097078;0.006114854;5469.687842;15.47985;1194.579097;1339.665507
16;10;10.8;28;12734.06044;12.794722;2115.02604;1.261140461;0.094098013;0.006115082;5470.239006;15.488404;1192.78689;1338.732387
16;10;10.8;29.79;12735.08313;12.795131;2115.312151;1.261195494;0.094099185;0.00611537;5470.922271;15.500839;1190.553385;1337.573993
16;10;10.8;31;12734.49057;12.795316;2115.498579;1.261197232;0.094099866;0.006115398;5471.459958;15.50938;1188.909309;1336.551472
16;10;10.8;33.5;12733.41343;12.795748;2115.910293;1.261212147;0.094101378;0.006115513;5472.611444;15.530894;1185.398941;1334.418373
16;9.5;10.8;33.5;12724.7822;12.907664;2221.052344;1.264136164;0.094115204;0.006129307;5785.050703;17.079859;1185.31629;1363.353208
16;9.5;10.8;31;12726.12126;12.907346;2220.710552;1.264130559;0.09411373;0.006129236;5784.210063;17.052137;1188.842351;1365.549077
16;9.5;10.8;29.79;12726.84952;12.907238;2220.574099;1.264134118;0.09411307;0.006129232;5783.867398;17.040931;1190.494837;1366.608175
16;9.5;10.8;28;12725.7115;12.906659;2220.164557;1.264072598;0.09411187;0.006128914;5782.896005;17.024665;1192.722055;1367.728256
16;9.5;10.8;26.5;12724.81632;12.906198;2219.837622;1.264023803;0.094110912;0.006128661;5782.1173;17.013254;1194.509039;1368.631263
16;9.5;10.8;25;12723.97263;12.905756;2219.524463;1.263977347;0.09410999;0.00612842;5781.368438;17.00386;1196.237406;1369.510176
16;9.5;10.7;25;12702.24679;12.766423;2119.018533;1.260422327;0.094093885;0.006111672;5473.857099;14.272062;1194.604645;1347.252338
16;9.5;10.7;26.5;12703.08495;12.766741;2119.242046;1.260466026;0.094094795;0.006111899;5474.353181;14.280843;1192.878218;1346.36906
16;9.5;10.7;28;12703.97457;12.767072;2119.474304;1.260511917;0.09409574;0.006112138;5474.864666;14.291693;1191.093247;1345.461037
16;9.5;10.7;29.79;12705.10589;12.767485;2119.764;1.260569767;0.094096923;0.006112439;5475.497538;14.307362;1188.868547;1344.334227
16;9.5;10.7;31;12704.3769;12.767657;2119.949192;1.260567614;0.09409759;0.00611245;5476.010442;14.318236;1187.218454;1343.297455
16;9.5;10.7;33.5;12703.03043;12.768051;2120.356269;1.26056952;0.094099052;0.006112504;5477.113393;14.345289;1183.685641;1341.109359
16;9.5;10.63;33.5;12708.97428;12.768432;2119.51006;1.260694398;0.094099512;0.006113089;5475.492453;12.495677;1183.999409;1340.836098
16;9.5;10.63;31;12710.32158;12.768036;2119.102828;1.260692465;0.094098049;0.006113035;5474.374853;12.470527;1187.533098;1343.027373
16;9.5;10.63;29.79;12711.05087;12.767863;2118.917534;1.260694603;0.094097383;0.006113024;5473.855257;12.460581;1189.183594;1344.065539
16;9.5;10.63;28;12709.91994;12.767449;2118.627871;1.260636735;0.0940962;0.006112723;5473.21221;12.44625;1191.408867;1345.194755
16;9.5;10.63;26.5;12709.03055;12.767117;2118.395613;1.260590827;0.094095254;0.006112484;5472.692549;12.436526;1193.194293;1346.104649
16;9.5;10.63;25;12708.18758;12.766788;2118.169706;1.260541701;0.094094324;0.006112231;5472.197096;12.42873;1194.909753;1346.9584
16;9.5;10.5;25;12719.30095;12.767618;2116.722313;1.260780814;0.09409521;0.006113351;5469.139426;9.002315;1195.505918;1346.739346
16;9.5;10.5;26.5;12720.13868;12.767939;2116.945986;1.260824558;0.094096119;0.006113579;5469.657003;9.007865;1193.778227;1345.851314
16;9.5;10.5;28;12721.02767;12.768272;2117.178338;1.260870488;0.094097064;0.006113818;5470.190763;9.015494;1191.991934;1344.938199
16;9.5;10.5;29.79;12722.15814;12.76869;2117.468157;1.260928602;0.094098248;0.006114121;5470.850991;9.027343;1189.766042;1343.806139
16;9.5;10.5;31;12721.42831;12.768864;2117.653692;1.260926482;0.094098915;0.006114131;5471.382141;9.035566;1188.114776;1342.765514
16;9.5;10.5;33.5;12720.08458;12.769273;2118.063694;1.260933888;0.094100398;0.006114211;5472.516433;9.057342;1184.59079;1340.599939
16;9.5;10.4;33.5;12728.68635;12.770028;2117.057357;1.26111886;0.094101085;0.006115078;5470.28008;6.409415;1185.041044;1340.617951
16;9.5;10.4;31;12730.0361;12.769627;2116.649317;1.261116859;0.094099623;0.006115024;5469.119583;6.390538;1188.577704;1342.818756
16;9.5;10.4;29.79;12730.76629;12.769451;2116.463552;1.261118955;0.094098956;0.006115013;5468.580361;6.383644;1190.229566;1343.861097
16;9.5;10.4;28;12729.63648;12.769033;2116.173687;1.261061037;0.094097773;0.006114711;5467.907548;6.373721;1192.45678;1344.997279
16;9.5;10.4;26.5;12728.74456;12.768691;2115.939682;1.261011611;0.094096815;0.006114456;5467.369305;6.36758;1194.236442;1345.892575
16;9.5;10.4;25;12727.907;12.768369;2115.715828;1.260967844;0.094095905;0.006114228;5466.842196;6.363651;1195.964783;1346.782666
16;9.5;10.3;25;12736.56604;12.769229;2114.803307;1.261163549;0.094096637;0.006115145;5464.594556;3.722718;1196.436597;1347.039527
16;9.5;10.3;26.5;12737.40365;12.769552;2115.027483;1.261207545;0.094097547;0.006115374;5465.130079;3.725032;1194.708016;1346.148741
16;9.5;10.3;28;12738.29214;12.769889;2115.260196;1.261253524;0.094098492;0.006115614;5465.682721;3.729429;1192.920362;1345.23144
16;9.5;10.3;29.79;12739.42154;12.770309;2115.55027;1.261311462;0.094099675;0.006115915;5466.366756;3.73743;1190.692279;1344.092655
16;9.5;10.3;31;12738.691;12.770486;2115.736288;1.261309382;0.094100342;0.006115926;5466.913394;3.742993;1189.039804;1343.048681
16;9.5;10.3;33.5;12737.34331;12.770896;2116.146195;1.261314685;0.094101816;0.006115995;5468.084997;3.759265;1185.508662;1340.862956
16;9.5;10.2;33.5;12746.04534;12.771859;2115.325064;1.261512581;0.094102558;0.006116923;5465.953819;1.106666;1185.975373;1341.280292
16;9.5;10.2;31;12747.39692;12.771453;2114.916058;1.261510514;0.094101096;0.006116869;5464.762475;1.093264;1189.514701;1343.488261
16;9.5;10.2;29.79;12748.12776;12.771275;2114.729763;1.261512571;0.094100429;0.006116857;5464.209109;1.089035;1191.167792;1344.533733
16;9.5;10.2;28;12746.99873;12.770853;2114.439419;1.261454601;0.094099246;0.006116556;5463.514902;1.08296;1193.396748;1345.674834
16;9.5;10.2;26.5;12746.11044;12.770516;2114.206449;1.261408592;0.094098301;0.006116317;5462.954061;1.080184;1195.185096;1346.593911
16;9.5;10.2;25;12745.27294;12.770191;2113.98199;1.261364565;0.094097391;0.006116087;5462.410598;1.079494;1196.914345;1347.486347
17;9.5;10.2;25;12722.90201;12.767297;2116.468692;1.260944948;0.094103096;0.006114345;5470.734252;1.118231;1178.189067;1340.115684
17;9.5;10.2;26.5;12723.74979;12.767634;2116.703724;1.26098864;0.094103936;0.00611457;5471.287654;1.118685;1176.661882;1339.327643
17;9.5;10.2;28;12724.65428;12.767995;2116.950049;1.261039838;0.094104825;0.006114832;5471.849768;1.121518;1175.105809;1338.556202
17;9.5;10.2;29.79;12725.79754;12.768434;2117.25416;1.261097508;0.094105907;0.006115129;5472.555605;1.127414;1173.163811;1337.568212
17;9.5;10.2;31;12725.05254;12.768621;2117.449887;1.261094504;0.094106495;0.006115133;5473.119533;1.131535;1171.722769;1336.634518
17;9.5;10.2;33.5;12723.6778;12.76905;2117.879691;1.261094792;0.094107772;0.006115174;5474.332425;1.144784;1168.677238;1334.693216
17;9.5;10.3;33.5;12714.97749;12.768056;2118.685325;1.26089295;0.094107016;0.006114227;5476.365225;3.798201;1168.209547;1334.251773
17;9.5;10.3;31;12716.35136;12.767629;2118.25602;1.260892702;0.094105739;0.006114187;5475.167649;3.782213;1171.253933;1336.189827
17;9.5;10.3;29.79;12717.09606;12.767442;2118.060566;1.26089573;0.094105151;0.006114183;5474.610739;3.776759;1172.694445;1337.122105
17;9.5;10.3;28;12715.95243;12.767006;2117.756716;1.260838092;0.094104069;0.006113886;5473.915489;3.768937;1174.635683;1338.107891
17;9.5;10.3;26.5;12715.05276;12.766656;2117.512942;1.260792304;0.094103201;0.00611365;5473.353527;3.764728;1176.202316;1338.908475
17;9.5;10.3;25;12714.20488;12.76632;2117.278179;1.260748632;0.094102361;0.006113424;5472.808414;3.762649;1177.728905;1339.694895
17;9.5;10.4;25;12705.55058;12.765433;2118.175987;1.260552218;0.094101628;0.006112504;5474.945675;6.404535;1177.263378;1339.432489
17;9.5;10.4;26.5;12706.3986;12.765768;2118.410523;1.260595857;0.094102468;0.006112729;5475.481716;6.408238;1175.737363;1338.647821
17;9.5;10.4;28;12707.29849;12.766116;2118.654099;1.260641616;0.094103336;0.006112965;5476.034291;6.414065;1174.171326;1337.849126
17;9.5;10.4;29.79;12708.44252;12.766551;2118.957753;1.260699222;0.094104418;0.006113262;5476.717881;6.423809;1172.230835;1336.865789
17;9.5;10.4;31;12707.69815;12.766736;2119.152957;1.26069617;0.094105006;0.006113266;5477.267069;6.430595;1170.790846;1335.93503
17;9.5;10.4;33.5;12706.32522;12.767161;2119.581815;1.260696377;0.094106283;0.006113306;5478.447779;6.449317;1167.747586;1334.000461
17;9.5;10.5;33.5;12697.72813;12.766377;2120.572958;1.260510543;0.094105593;0.006112435;5480.562449;9.098212;1167.302546;1333.974769
17;9.5;10.5;31;12699.10029;12.765955;2120.144587;1.260510624;0.094104317;0.006112396;5479.39981;9.076772;1170.345237;1335.907066
17;9.5;10.5;29.79;12699.83905;12.765761;2119.947155;1.260508078;0.094103708;0.006112366;5478.868066;9.068481;1171.773095;1336.803968
17;9.5;10.5;28;12698.69457;12.765327;2119.643623;1.260450501;0.094102626;0.00611207;5478.197229;9.056817;1173.71285;1337.784594
17;9.5;10.5;26.5;12697.79442;12.764981;2119.400184;1.260404772;0.094101758;0.006111834;5477.654913;9.049374;1175.278301;1338.581192
17;9.5;10.5;25;12696.94625;12.764647;2119.165816;1.260361164;0.094100918;0.006111609;5477.128778;9.044049;1176.803752;1339.36391
17;9.5;10.63;25;12685.83897;12.763777;2120.59272;1.260120969;0.094100029;0.006110483;5480.018536;12.471733;1176.21525;1339.573173
17;9.5;10.63;26.5;12716.39831;12.903101;2219.525403;1.263870711;0.094117507;0.006128164;5784.13775;12.60348;1176.719674;1360.179361
17;9.5;10.63;28;12717.30421;12.903581;2219.86537;1.263919406;0.094118389;0.006128414;5784.950848;12.612015;1175.15276;1359.390091
17;9.5;10.63;29.79;12718.45568;12.904182;2220.291062;1.263980728;0.094119487;0.006128728;5785.964635;12.624908;1173.211189;1358.419207
17;9.5;10.63;31;12717.71248;12.904302;2220.436798;1.263976235;0.094120068;0.006128725;5786.331617;12.633765;1171.769824;1357.469822
17;9.5;10.63;33.5;12716.34246;12.904613;2220.779477;1.263973682;0.094121332;0.006128753;5787.181712;12.656615;1168.723175;1355.498636
17;9.5;10.7;33.5;12710.38685;12.90358;2221.135467;1.263833815;0.094120803;0.006128097;5787.143958;14.496262;1168.410785;1355.70559
17;9.5;10.7;31;12711.75606;12.903272;2220.79342;1.263836411;0.09411954;0.00612807;5786.310944;14.471503;1171.456685;1357.673706
17;9.5;10.7;29.79;12712.49896;12.903154;2220.64801;1.263840927;0.094118959;0.006128073;5785.951768;14.461716;1172.897702;1358.621743
17;9.5;10.7;28;12711.34712;12.902554;2220.222653;1.263779635;0.09411786;0.006127759;5784.950072;14.447496;1174.838773;1359.590256
17;9.5;10.7;26.5;12710.44099;12.902076;2219.882987;1.263730967;0.094116979;0.006127509;5784.146701;14.437844;1176.40529;1360.377681
17;9.5;10.7;25;12709.58695;12.901618;2219.557522;1.263684573;0.094116126;0.006127271;5783.373763;14.430255;1177.931782;1361.152195
17;9.5;10.8;25;12701.1249;12.90025;2220.155306;1.26348992;0.094115392;0.006126358;5783.410811;17.047083;1177.487451;1361.618258
17;9.5;10.8;26.5;12701.97918;12.900706;2220.480363;1.263536273;0.094116245;0.006126596;5784.16944;17.056272;1175.961498;1360.84642
17;9.5;10.8;28;12702.88568;12.901182;2220.819649;1.263584903;0.094117126;0.006126846;5784.957986;17.067518;1174.395542;1360.061852
17;9.5;10.8;29.79;12704.0381;12.901779;2221.24459;1.263646154;0.094118225;0.00612716;5785.94124;17.08363;1172.455175;1359.097004
17;9.5;10.8;31;12703.29566;12.901895;2221.389562;1.263641606;0.094118806;0.006127157;5786.288537;17.094742;1171.014649;1358.151012
17;9.5;10.8;33.5;12701.93128;12.902221;2221.74358;1.263642903;0.094120085;0.006127202;5787.124021;17.122293;1167.977308;1356.210568
17;10;10.8;33.5;12710.09869;12.792696;2118.433246;1.260763714;0.094106475;0.00611362;5480.93564;15.571152;1168.044994;1327.673168
17;10;10.8;31;12711.19642;12.792252;2118.003346;1.260756077;0.09410517;0.006113545;5479.755354;15.549873;1171.073346;1329.569852
17;10;10.8;29.79;12711.79412;12.792046;2117.805276;1.260749551;0.094104545;0.006113496;5479.21678;15.541292;1172.493647;1330.44765
17;10;10.8;28;12710.76003;12.791622;2117.505801;1.260695139;0.094103476;0.006113214;5478.521966;15.528996;1174.440782;1331.453932
17;10;10.8;26.5;12709.94563;12.791283;2117.265873;1.260651883;0.094102618;0.00611299;5477.961544;15.520585;1176.011977;1332.270026
17;10;10.8;25;12709.17714;12.790957;2117.035169;1.260610594;0.094101787;0.006112776;5477.419183;15.513894;1177.542788;1333.070416
17;10;10.7;25;12717.65279;12.791499;2115.851561;1.260789191;0.094102445;0.006113612;5474.952969;12.805819;1177.987564;1332.781115
17;10;10.7;26.5;12718.42113;12.791826;2116.082629;1.260830526;0.094103276;0.006113827;5475.507071;12.811075;1176.456224;1331.978891
17;10;10.7;28;12719.2353;12.792168;2116.322905;1.260873824;0.094104134;0.006114051;5476.079676;12.818057;1174.884483;1331.160837
17;10;10.7;29.79;12720.26898;12.792594;2116.622776;1.260928286;0.094105204;0.006114333;5476.789662;12.828656;1172.936661;1330.152034
17;10;10.7;31;12719.66584;12.792791;2116.818933;1.26092921;0.094105806;0.006114356;5477.347311;12.835941;1171.504223;1329.240858
17;10;10.7;33.5;12718.5672;12.793239;2117.249667;1.260936893;0.094107112;0.006114431;5478.549911;12.854811;1168.474817;1327.340798
17;10;10.63;33.5;12724.53293;12.793689;2116.480414;1.261065505;0.094107587;0.006115034;5476.895396;10.951858;1168.787669;1327.251608
17;10;10.63;31;12725.63217;12.793239;2116.04905;1.261057769;0.094106282;0.006114958;5475.678204;10.934679;1171.817804;1329.153816
17;10;10.63;29.79;12726.23552;12.793041;2115.852578;1.261056818;0.094105679;0.006114935;5475.113878;10.928217;1173.250583;1330.065933
17;10;10.63;28;12725.20209;12.792613;2115.552389;1.261002321;0.09410461;0.006114653;5474.393941;10.918809;1175.198892;1331.076362
17;10;10.63;26.5;12724.38807;12.79227;2115.311835;1.260958992;0.094103751;0.006114429;5473.813342;10.912828;1176.771023;1331.895677
17;10;10.63;25;12723.61982;12.791941;2115.080481;1.260917625;0.09410292;0.006114214;5473.251531;10.908578;1178.302738;1332.699078
17;10;10.5;25;12734.76786;12.792891;2113.769811;1.261158129;0.094103813;0.006115341;5470.169375;7.381587;1178.885147;1332.77229
17;10;10.5;26.5;12735.53598;12.793222;2114.001748;1.261199541;0.094104644;0.006115556;5470.744438;7.383968;1177.352707;1331.966861
17;10;10.5;28;12736.34975;12.793567;2114.242868;1.261242913;0.094105503;0.006115781;5471.338774;7.388086;1175.779824;1331.145367
17;10;10.5;29.79;12737.38761;12.794008;2114.545905;1.261302856;0.094106593;0.006116088;5472.067504;7.395473;1173.84175;1330.162629
17;10;10.5;31;12736.7839;12.794208;2114.742988;1.261303856;0.094107196;0.006116112;5472.643275;7.400402;1172.408326;1329.248883
17;10;10.5;33.5;12735.6838;12.794663;2115.175644;1.261311851;0.094108502;0.006116188;5473.885212;7.414442;1169.377147;1327.343876
17;10;10.4;33.5;12744.32183;12.795532;2114.279745;1.261507598;0.094109232;0.006117106;5471.637262;4.690476;1169.837385;1327.635563
17;10;10.4;31;12745.41793;12.795064;2113.844006;1.261494313;0.094107906;0.006117004;5470.385913;4.678654;1172.858863;1329.513772
17;10;10.4;29.79;12746.02177;12.794863;2113.646391;1.261493154;0.094107302;0.00611698;5469.802347;4.674898;1174.292526;1330.427961
17;10;10.4;28;12744.98909;12.79443;2113.344986;1.26143856;0.094106233;0.006116698;5469.053476;4.669407;1176.242504;1331.443072
17;10;10.4;26.5;12744.17547;12.794083;2113.103384;1.261395143;0.094105374;0.006116473;5468.449608;4.666726;1177.815966;1332.266006
17;10;10.4;25;12743.40743;12.793751;2112.870953;1.261353685;0.094104543;0.006116258;5467.865342;4.665785;1179.348966;1333.072769
17;10;10.3;25;12752.09409;12.794709;2112.062992;1.261551463;0.094105284;0.006117185;5465.639832;1.947452;1179.812151;1333.541748
17;10;10.3;26.5;12752.86208;12.795043;2112.295938;1.261592958;0.094106116;0.0061174;5466.232496;1.94695;1178.278571;1332.733759
17;10;10.3;28;12753.6785;12.795397;2112.539346;1.261639647;0.094106987;0.00611764;5466.840156;1.948339;1176.711227;1331.9278
17;10;10.3;29.79;12754.71093;12.795832;2112.841344;1.261694291;0.094108056;0.006117923;5467.599793;1.952121;1174.760508;1330.911008
17;10;10.3;31;12754.10686;12.796035;2113.039446;1.261695485;0.09410866;0.006117947;5468.190608;1.954695;1173.326325;1329.995732
17;10;10.3;33.5;12753.0052;12.796495;2113.473983;1.261703431;0.094109966;0.006118024;5469.466047;1.963878;1170.292585;1328.084583
17;10;10.2;33.5;12761.7415;12.797573;2112.761477;1.261910021;0.094110742;0.006118992;5467.362904;-0.76482;1170.764822;1328.747487
17;10;10.2;31;12762.84365;12.79711;2112.325903;1.261901874;0.094109436;0.006118915;5466.07345;-0.771577;1173.799415;1330.660187
17;10;10.2;29.79;12763.44513;12.7969;2112.126077;1.261897561;0.09410882;0.006118876;5465.480755;-0.773117;1175.227736;1331.559056
17;10;10.2;28;12762.41295;12.796463;2111.82347;1.26184288;0.094107751;0.006118593;5464.711397;-0.77519;1177.179221;1332.577397
17;10;10.2;26.5;12761.59956;12.796114;2111.580838;1.261799387;0.094106892;0.006118368;5464.091025;-0.774994;1178.753887;1333.402799
17;10;10.2;25;12760.8316;12.795778;2111.347355;1.261757849;0.094106061;0.006118152;5463.490806;-0.773047;1180.288049;1334.211837
17;10.5;10.2;25;12798.59298;12.823963;2106.813214;1.262593612;0.094109128;0.006122068;5456.132013;-2.606341;1182.403642;1329.911382
17;10.5;10.2;26.5;12799.27995;12.824297;2107.046071;1.262632996;0.094109951;0.006122273;5456.774433;-2.609801;1180.862801;1329.083739
17;10.5;10.2;28;12800.00628;12.824646;2107.288281;1.262674182;0.0941108;0.006122487;5457.439808;-2.611861;1179.281054;1328.238012
17;10.5;10.2;29.79;12800.92636;12.825081;2107.590596;1.262725902;0.094111857;0.006122756;5458.266559;-2.612473;1177.32054;1327.193103
17;10.5;10.2;31;12800.44834;12.825301;2107.792203;1.262730811;0.094112475;0.006122798;5458.894962;-2.613017;1175.891362;1326.292368
17;10.5;10.2;33.5;12799.58667;12.825796;2108.234104;1.262745935;0.094113807;0.006122908;5460.255096;-2.611029;1172.86665;1324.406559
17;10.5;10.3;33.5;12790.82326;12.824639;2108.861937;1.262535095;0.094113011;0.00612192;5462.383989;0.190189;1172.390412;1323.553825
17;10.5;10.3;31;12791.68453;12.824147;2108.421369;1.262520056;0.094111679;0.00612181;5461.037095;0.186116;1175.414002;1325.438016
17;10.5;10.3;29.79;12792.16252;12.823928;2108.220446;1.262515302;0.094111062;0.006121769;5460.414615;0.18565;1176.84289;1326.338676
17;10.5;10.3;28;12791.2422;12.823495;2107.918955;1.262463528;0.094110005;0.0061215;5459.596957;0.184789;1178.802414;1327.38195
17;10.5;10.3;26.5;12790.51584;12.823148;2107.677468;1.262422393;0.094109156;0.006121286;5458.938775;0.185614;1180.38356;1328.226925
17;10.5;10.3;25;12789.82889;12.822815;2107.445331;1.262383061;0.094108333;0.00612108;5458.303308;0.187834;1181.923819;1329.053883
17;10.5;10.4;25;12781.11289;12.821775;2108.169422;1.262177973;0.094107562;0.006120119;5460.580024;2.979701;1181.45012;1328.374453
17;10.5;10.4;26.5;12781.79983;12.822107;2108.400828;1.262217251;0.094108384;0.006120324;5461.207701;2.978719;1179.91043;1327.548279
17;10.5;10.4;28;12782.52635;12.822452;2108.641626;1.262258448;0.094109233;0.006120538;5461.857649;2.979133;1178.330112;1326.7048
17;10.5;10.4;29.79;12783.44672;12.822883;2108.942193;1.262310046;0.09411029;0.006120807;5462.665456;2.981454;1176.371088;1325.662012
17;10.5;10.4;31;12782.96887;12.823101;2109.142453;1.262314756;0.094110907;0.006120847;5463.281105;2.982934;1174.942714;1324.762106
17;10.5;10.4;33.5;12782.10805;12.823589;2109.581637;1.262329705;0.094112239;0.006120957;5464.613127;2.989089;1171.920222;1322.879635
17;10.5;10.5;33.5;12773.44605;12.822654;2110.3955;1.262133099;0.094111502;0.006120035;5466.930964;5.785702;1171.462903;1322.405591
17;10.5;10.5;31;12774.30636;12.822169;2109.957732;1.262118226;0.094110171;0.006119926;5465.615494;5.777469;1174.484299;1324.286151
17;10.5;10.5;29.79;12774.78122;12.821948;2109.756923;1.262110333;0.094109542;0.006119871;5465.012232;5.774852;1175.905487;1325.167243
17;10.5;10.5;28;12773.86067;12.821518;2109.457242;1.2620588;0.094108485;0.006119603;5464.215539;5.771068;1177.863791;1326.208774
17;10.5;10.5;26.5;12773.13407;12.821175;2109.217181;1.262017657;0.094107636;0.006119388;5463.574535;5.769422;1179.44353;1327.051284
17;10.5;10.5;25;12772.44712;12.820845;2108.986508;1.261978435;0.094106814;0.006119184;5462.955485;5.769166;1180.982663;1327.876572
17;10.5;10.63;25;12761.26327;12.819806;2110.190781;1.261730698;0.09410589;0.006118023;5466.173305;9.391836;1180.391206;1327.525324
17;10.5;10.63;26.5;12761.95027;12.820133;2110.42051;1.261769854;0.094106712;0.006118227;5466.779857;9.393697;1178.852789;1326.701393
17;10.5;10.63;28;12762.6769;12.820474;2110.659577;1.261810816;0.09410756;0.006118441;5467.408073;9.396938;1177.27355;1325.859694
17;10.5;10.63;29.79;12763.59785;12.8209;2110.958167;1.261862406;0.094108618;0.006118709;5468.18844;9.402624;1175.316447;1324.820801
17;10.5;10.63;31;12763.12039;12.821114;2111.156843;1.261867015;0.094109234;0.006118749;5468.785531;9.406431;1173.889222;1323.922853
17;10.5;10.63;33.5;12762.26077;12.821594;2111.592722;1.261881758;0.094110565;0.006118857;5470.077089;9.417362;1170.869187;1322.044853
17;10.5;10.7;33.5;12756.28133;12.82111;2112.306238;1.261755836;0.094110099;0.006118267;5471.815834;11.3712;1170.56515;1322.014452
17;10.5;10.7;31;12757.13579;12.820622;2111.8693;1.261735758;0.094108747;0.006118134;5470.546504;11.358663;1173.573308;1323.86082
17;10.5;10.7;29.79;12757.61299;12.82041;2111.671064;1.261731051;0.09410813;0.006118093;5469.956042;11.354146;1174.99992;1324.757373
17;10.5;10.7;28;12756.692;12.819986;2111.373132;1.261679642;0.094107073;0.006117826;5469.184918;11.347442;1176.956817;1325.795908
17;10.5;10.7;26.5;12755.96529;12.819646;2111.134571;1.261638721;0.094106225;0.006117613;5468.564287;11.343342;1178.535672;1326.636756
17;10.5;10.7;25;12755.27825;12.819321;2110.905343;1.261599606;0.094105403;0.006117409;5467.965046;11.340617;1180.073718;1327.459897
17;10.5;10.8;25;12746.77714;12.818721;2112.008294;1.261417286;0.094104728;0.006116554;5470.584406;14.122298;1179.625786;1327.532491
17;10.5;10.8;26.5;12747.46424;12.819044;2112.236822;1.261456342;0.09410555;0.006116758;5471.172481;14.126255;1178.088262;1326.71059
17;10.5;10.8;28;12748.19582;12.819392;2112.476771;1.261502593;0.094106419;0.006116996;5471.773341;14.131718;1176.52113;1325.901246
17;10.5;10.8;29.79;12749.11709;12.819813;2112.773863;1.261553951;0.094107476;0.006117264;5472.529978;14.139877;1174.564926;1324.864503
17;10.5;10.8;31;12748.64;12.820024;2112.971353;1.261558485;0.094108092;0.006117303;5473.110793;14.145398;1173.13852;1323.96823
17;10.5;10.8;33.5;12747.78144;12.820498;2113.404756;1.261573079;0.094109423;0.006117411;5474.366806;14.159846;1170.120237;1322.09405
17;11;10.8;33.5;12785.25794;12.847987;2108.924742;1.262399105;0.094112449;0.006121281;5467.467624;12.792632;1172.20075;1317.940952
17;11;10.8;31;12785.90483;12.847484;2108.486674;1.262378293;0.094111095;0.006121144;5466.142061;12.783578;1175.209999;1319.793435
17;11;10.8;29.79;12786.26852;12.84726;2108.286925;1.262370453;0.094110467;0.006121089;5465.530623;12.780326;1176.631333;1320.676811
17;11;10.8;28;12785.46049;12.84684;2107.990721;1.262322139;0.094109423;0.006120836;5464.718128;12.775359;1178.596303;1321.740466
17;11;10.8;26.5;12784.81895;12.846498;2107.752555;1.26228044;0.094108573;0.006120619;5464.069997;12.772265;1180.174842;1322.582919
17;11;10.8;25;12784.21384;12.846176;2107.525041;1.262243599;0.09410776;0.006120425;5463.44079;12.770312;1181.718862;1323.423877
17;11;10.7;25;12792.73217;12.846831;2106.493872;1.262429151;0.094108449;0.006121295;5460.715943;9.917505;1182.169437;1323.536632
17;11;10.7;26.5;12793.33726;12.847155;2106.722342;1.262466064;0.094109262;0.006121489;5461.355876;9.918451;1180.624901;1322.694882
17;11;10.7;28;12793.976;12.847493;2106.960312;1.262504629;0.0941101;0.006121691;5462.019877;9.920453;1179.039174;1321.833825
17;11;10.7;29.79;12794.78387;12.847916;2107.257705;1.262553017;0.094111144;0.006121944;5462.846284;9.924231;1177.073526;1320.769014
17;11;10.7;31;12794.42004;12.848143;2107.458364;1.262560911;0.094111773;0.006121999;5463.467289;9.92666;1175.651719;1319.884973
17;11;10.7;33.5;12793.77547;12.848655;2107.899529;1.262585036;0.094113139;0.006122152;5464.809007;9.93413;1172.648077;1318.048649
17;11;10.63;33.5;12799.76959;12.849185;2107.238634;1.26271554;0.094113625;0.006122763;5463.006572;7.931441;1172.958652;1318.21985
17;11;10.63;31;12800.41715;12.848676;2106.797303;1.262694529;0.094112271;0.006122626;5461.646553;7.925257;1175.969615;1320.074808
17;11;10.63;29.79;12800.78106;12.848448;2106.596018;1.262686594;0.094111642;0.00612257;5461.019326;7.923405;1177.391753;1320.959269
