Thickness;AR;X_lew;Etaykink;OEW (kg);DOC (M$_year);Block fuel (kg);LTO_Nox (kg);LTO_CO (kg);LTO UHC (kg);TOTAL GWP (kg);MS;LFL (m);TOFL (m)
19;9.5;10.5;25;12687.11709;12.89668;2221.149858;1.263240621;0.094122648;0.006125442;5790.202369;9.275721;1157.422293;1355.14563
19;9.5;10.63;25;12675.99161;12.894538;2221.634561;1.262973455;0.094121954;0.006124199;5789.807446;12.685809;1156.837018;1355.193953
19;9.5;10.63;26.5;12676.88435;12.895036;2221.990174;1.263022275;0.094123146;0.006124459;5790.611687;12.691852;1156.203222;1354.965596
19;9.5;10.63;28;12677.83148;12.895556;2222.361101;1.263072906;0.09412431;0.006124726;5791.446851;12.70004;1155.593939;1354.766582
19;9.5;10.63;29.79;12679.04159;12.896246;2222.847343;1.263142792;0.094125705;0.006125089;5792.535834;12.712783;1154.891499;1354.593832
19;9.5;10.63;31;12678.28673;12.896393;2223.01566;1.263138355;0.09412652;0.006125093;5792.914636;12.721438;1154.340696;1354.191449
19;9.5;10.63;33.5;12676.90642;12.896764;2223.408922;1.263134446;0.094128051;0.006125123;5793.791434;12.743992;1153.319096;1353.473959
19;9.5;10.7;33.5;12670.95598;12.895677;2223.737783;1.262995614;0.094127867;0.006124482;5793.520992;14.584927;1153.008957;1353.65357
19;9.5;10.7;31;12672.3355;12.895308;2223.345107;1.26299957;0.094126336;0.006124453;5792.663125;14.560466;1154.030355;1354.368815
19;9.5;10.7;29.79;12673.09007;12.895163;2223.177097;1.263004032;0.094125522;0.006124449;5792.292968;14.550881;1154.58105;1354.770214
19;9.5;10.7;28;12671.88593;12.894513;2222.713048;1.262940844;0.094124139;0.006124117;5791.265862;14.536989;1155.296045;1354.980308
19;9.5;10.7;26.5;12670.93856;12.893994;2222.342341;1.262890227;0.094122976;0.00612385;5790.44133;14.527686;1155.905167;1355.177781
19;9.5;10.7;25;12670.0393;12.89346;2221.965012;1.262834742;0.094121772;0.006123559;5789.598734;14.520362;1156.526028;1355.365336
19;9.5;10.8;25;12661.59104;12.892049;2222.545003;1.262648162;0.094121539;0.006122699;5789.342136;17.139207;1156.099813;1355.831984
19;9.5;10.8;26.5;12662.48418;12.892543;2222.900016;1.262696921;0.09412273;0.006122959;5790.120342;17.147969;1155.466382;1355.607217
19;9.5;10.8;28;12663.4319;12.893059;2223.270397;1.262747498;0.094123892;0.006123226;5790.928517;17.158866;1154.857457;1355.412033
19;9.5;10.8;29.79;12664.63661;12.893706;2223.734099;1.26281064;0.094125274;0.006123557;5791.935264;17.174651;1154.1427;1355.204874
19;9.5;10.8;31;12663.88249;12.89385;2223.901706;1.262806144;0.094126089;0.006123561;5792.292248;17.185561;1153.592156;1354.804988
19;9.5;10.8;33.5;12662.50418;12.894215;2224.293625;1.262802122;0.094127619;0.00612359;5793.121245;17.212743;1152.571042;1354.093199
19;10;10.8;33.5;12699.4949;12.926505;2221.859089;1.263655142;0.094128579;0.006127519;5798.818114;15.763409;1154.589992;1347.135235
19;10;10.8;31;12700.5811;12.926033;2221.415778;1.263643584;0.094127018;0.006127419;5797.757881;15.744013;1155.582826;1347.768423
19;10;10.8;29.79;12701.18765;12.925854;2221.233032;1.263643502;0.094126195;0.006127393;5797.31479;15.736538;1156.125361;1348.146447
19;10;10.8;28;12700.101;12.925222;2220.782184;1.263583813;0.094124817;0.006127077;5796.251896;15.725581;1156.84769;1348.386237
19;10;10.8;26.5;12699.24497;12.924717;2220.422342;1.263538558;0.094124036;0.006126847;5795.39928;15.718309;1157.46255;1348.606379
19;10;10.8;25;12698.43704;12.924235;2220.077722;1.263497333;0.09412357;0.006126644;5794.578935;15.712782;1158.101583;1348.853967
19;10;10.7;25;12706.92583;12.925744;2219.609983;1.26369827;0.09412433;0.006127586;5794.631821;13.018643;1158.544186;1348.68454
19;10;10.7;26.5;12707.73363;12.926229;2219.955381;1.263739554;0.094124796;0.006127789;5795.466717;13.02275;1157.904964;1348.435563
19;10;10.7;28;12708.58943;12.926736;2220.315775;1.263782667;0.094125261;0.006128;5796.334376;13.028608;1157.28992;1348.213902
19;10;10.7;29.79;12709.6757;12.927371;2220.767408;1.263841153;0.094126456;0.006128304;5797.416026;13.037885;1156.567371;1347.972181
19;10;10.7;31;12709.06884;12.927552;2220.95091;1.263841288;0.09412728;0.00612833;5797.871549;13.044184;1156.024697;1347.593187
19;10;10.7;33.5;12707.97562;12.927992;2221.373994;1.263846283;0.09412883;0.006128401;5798.910031;13.061027;1155.018905;1346.919116
19;10;10.63;33.5;12713.95065;12.929125;2221.109736;1.263988171;0.094129025;0.006129056;5799.020675;11.167983;1155.331719;1346.917284
19;10;10.63;31;12715.04443;12.928682;2220.685555;1.263983104;0.094127475;0.006128985;5797.964398;11.152831;1156.337693;1347.592782
19;10;10.63;29.79;12715.65149;12.928499;2220.501518;1.263982934;0.09412665;0.006128959;5797.500735;11.147356;1156.880467;1347.972402
19;10;10.63;28;12714.56547;12.927862;2220.049469;1.263926859;0.094125808;0.006128676;5796.40686;11.139256;1157.603176;1348.215364
19;10;10.63;26.5;12713.7098;12.927354;2219.688516;1.263883706;0.094125343;0.006128465;5795.529331;11.134389;1158.218352;1348.437955
19;10;10.63;25;12712.89615;12.926831;2219.321634;1.263835876;0.094124851;0.006128231;5794.637489;11.131084;1158.845454;1348.650645
19;10;10.5;25;12724.0663;12.929062;2218.954391;1.264111006;0.094125898;0.006129521;5794.788021;7.622856;1159.43579;1348.916113
19;10;10.5;26.5;12724.87391;12.929552;2219.301368;1.264152392;0.094126365;0.006129725;5795.648598;7.624117;1158.79615;1348.664785
19;10;10.5;28;12725.72935;12.930063;2219.663327;1.264195602;0.09412683;0.006129936;5796.542869;7.62714;1158.180697;1348.440602
19;10;10.5;29.79;12726.81494;12.930704;2220.116372;1.264249798;0.094127393;0.006130202;5797.657517;7.633053;1157.457653;1348.195545
19;10;10.5;31;12726.21342;12.930924;2220.321954;1.264253825;0.094127858;0.006130234;5798.182302;7.637221;1156.926865;1347.851761
19;10;10.5;33.5;12725.11906;12.931375;2220.74955;1.264259443;0.09412941;0.006130308;5799.272072;7.649242;1155.921341;1347.176295
19;10;10.4;33.5;12733.76452;12.933196;2220.563131;1.264467752;0.094129713;0.006131269;5799.466154;4.939618;1156.368866;1347.560631
19;10;10.4;31;12734.85964;12.932741;2220.134449;1.26446406;0.094128439;0.006131213;5798.355956;4.93002;1157.374823;1348.238244
19;10;10.4;29.79;12735.4673;12.932555;2219.949137;1.264468058;0.094128227;0.006131225;5797.868926;4.927259;1157.917969;1348.619787
19;10;10.4;28;12734.38198;12.931912;2219.495113;1.264413797;0.094127664;0.00613096;5796.739796;4.923032;1158.641255;1348.866113
19;10;10.4;26.5;12703.78402;12.790185;2118.729349;1.260616304;0.094110339;0.006113065;5486.350413;4.7475;1157.257687;1327.895501
19;10;10.4;25;12702.98158;12.78982;2118.472305;1.260577662;0.094109885;0.006112874;5485.74686;4.746911;1157.896887;1328.158649
19;10;10.3;25;12711.66291;12.79084;2117.6959;1.260780216;0.094110644;0.006113824;5483.740622;2.027162;1158.360537;1328.665336
19;10;10.3;26.5;12712.46531;12.791207;2117.953442;1.260818903;0.094111098;0.006114015;5484.353228;2.026308;1157.721123;1328.401403
19;10;10.3;28;12713.31545;12.791588;2118.221124;1.260859447;0.094111575;0.006114215;5484.985848;2.027265;1157.10586;1328.163269
19;10;10.3;29.79;12714.39455;12.792066;2118.555535;1.260915732;0.094112937;0.006114514;5485.769648;2.03078;1156.383015;1327.900015
19;10;10.3;31;12713.78982;12.792304;2118.777649;1.260920876;0.094113772;0.006114563;5486.375399;2.033364;1155.848709;1327.551467
19;10;10.3;33.5;12712.69242;12.792826;2119.261355;1.260927755;0.09411533;0.006114643;5487.694326;2.042321;1154.843529;1326.889656
19;10;10.2;33.5;12721.42046;12.793955;2118.577255;1.26113209;0.094115583;0.006115585;5485.798319;-0.687909;1155.311654;1327.571538
19;10;10.2;31;12722.5151;12.793423;2118.091142;1.261121601;0.094114019;0.006115488;5484.469658;-0.694612;1156.309803;1328.214513
19;10;10.2;29.79;12723.1234;12.79319;2117.870007;1.261119988;0.094113189;0.006115455;5483.851052;-0.695854;1156.851677;1328.58407
19;10;10.2;28;12722.04453;12.792712;2117.535319;1.261067159;0.094112331;0.006115188;5483.056767;-0.697659;1157.574781;1328.848322
19;10;10.2;26.5;12721.19448;12.792328;2117.267139;1.261026746;0.094111879;0.006114989;5482.415717;-0.697177;1158.190259;1329.087168
19;10;10.2;25;12720.39209;12.79196;2117.009073;1.260988014;0.094111424;0.006114798;5481.794967;-0.694878;1158.829893;1329.351749
19;10.5;10.2;25;12756.4313;12.820066;2112.607494;1.261779472;0.094114318;0.006118505;5475.754377;-2.536245;1160.809405;1325.001613
19;10.5;10.2;26.5;12757.14849;12.820433;2112.864193;1.261815893;0.094114763;0.006118685;5476.420696;-2.539961;1160.164583;1324.72152
19;10.5;10.2;28;12757.90714;12.820814;2113.131224;1.26185384;0.094115206;0.006118873;5477.110376;-2.542224;1159.543629;1324.465662
19;10.5;10.2;29.79;12758.87386;12.821302;2113.466789;1.261907217;0.094115762;0.006119134;5477.957722;-2.542707;1158.825557;1324.211734
19;10.5;10.2;31;12758.39823;12.82155;2113.690043;1.261908149;0.094115994;0.006119145;5478.610182;-2.543356;1158.29059;1323.860791
19;10.5;10.2;33.5;12757.55368;12.822107;2114.179529;1.261914648;0.094116446;0.006119189;5480.02054;-2.541487;1157.299634;1323.235453
19;10.5;10.3;33.5;12748.79873;12.820899;2114.778127;1.261704761;0.094115984;0.006118215;5481.956225;0.261394;1156.827618;1322.366444
19;10.5;10.3;31;12749.64289;12.820345;2114.289767;1.261695989;0.094115194;0.006118151;5480.560078;0.257444;1157.818279;1322.991033
19;10.5;10.3;29.79;12750.1184;12.820099;2114.067158;1.261695101;0.094114962;0.006118139;5479.91414;0.257079;1158.353085;1323.341663
19;10.5;10.3;28;12749.15686;12.819624;2113.734671;1.261647636;0.094114428;0.006117906;5479.067369;0.256407;1159.082871;1323.627703
19;10.5;10.3;26.5;12748.39789;12.819243;2113.468242;1.261609423;0.094113985;0.006117718;5478.38587;0.257422;1159.702972;1323.881474
19;10.5;10.3;25;12747.67568;12.818868;2113.210151;1.261567471;0.094113519;0.006117511;5477.73553;0.259626;1160.336153;1324.130204
19;10.5;10.4;25;12738.97319;12.817785;2113.905044;1.261366418;0.094112764;0.006116569;5479.791359;3.053444;1159.880251;1323.465171
19;10.5;10.4;26.5;12739.69034;12.818148;2114.160304;1.261402748;0.094113208;0.006116749;5480.441891;3.052206;1159.235884;1323.185845
19;10.5;10.4;28;12740.44935;12.818527;2114.426009;1.261440909;0.094113652;0.006116937;5481.11475;3.052423;1158.615992;1322.932521
19;10.5;10.4;29.79;12741.41103;12.819;2114.757626;1.261488311;0.094114185;0.00611717;5481.950787;3.054559;1157.886448;1322.647063
19;10.5;10.4;31;12740.93564;12.819245;2114.979573;1.261489154;0.094114416;0.006117181;5482.589385;3.055936;1157.351796;1322.296792
19;10.5;10.4;33.5;12740.09192;12.819796;2115.46689;1.261501493;0.094115733;0.006117278;5483.969523;3.061963;1156.361415;1321.673079
19;10.5;10.5;33.5;12731.43868;12.818803;2116.248249;1.261307143;0.094115503;0.006116382;5486.048241;5.860269;1155.908519;1321.178894
19;10.5;10.5;31;12732.27868;12.818248;2115.760797;1.261289594;0.094113929;0.006116254;5484.69156;5.852029;1156.891265;1321.781566
19;10.5;10.5;29.79;12732.75391;12.818005;2115.539353;1.261286939;0.094113431;0.006116226;5484.061128;5.84964;1157.425769;1322.131398
19;10.5;10.5;28;12731.79206;12.817534;2115.208601;1.261239603;0.094112898;0.006115993;5483.237033;5.846043;1158.15508;1322.41614
19;10.5;10.5;26.5;12731.03299;12.817157;2114.943617;1.261201495;0.094112455;0.006115806;5482.57378;5.844596;1158.774771;1322.668906
19;10.5;10.5;25;12730.31584;12.816796;2114.689075;1.261165222;0.09411201;0.006115626;5481.932504;5.844598;1159.418936;1322.947735
19;10.5;10.63;25;12719.14004;12.815668;2115.846749;1.260911929;0.094111066;0.006114439;5484.818022;9.46937;1158.82837;1322.548505
19;10.5;10.63;26.5;12719.85722;12.816026;2116.100375;1.260948127;0.09411151;0.006114618;5485.445874;9.470973;1158.184456;1322.270489
19;10.5;10.63;28;12720.61613;12.8164;2116.364325;1.260985854;0.094111952;0.006114804;5486.095674;9.474007;1157.564383;1322.016897
19;10.5;10.63;29.79;12721.58179;12.816875;2116.695693;1.261039274;0.094112821;0.006115075;5486.896233;9.479631;1156.843407;1321.755266
19;10.5;10.63;31;12721.10679;12.817116;2116.916473;1.261044208;0.094113655;0.006115123;5487.514794;9.483331;1156.309101;1321.406131
19;10.5;10.63;33.5;12720.26422;12.817659;2117.400727;1.261058088;0.094115222;0.006115235;5488.851234;9.494124;1155.319349;1320.784895
19;10.5;10.7;33.5;12714.28582;12.817117;2118.087099;1.26092788;0.094115083;0.006114635;5490.397965;11.448996;1155.006445;1320.704287
19;10.5;10.7;31;12715.128;12.816577;2117.603825;1.260914075;0.094113516;0.006114524;5489.076714;11.436757;1155.996031;1321.324668
19;10.5;10.7;29.79;12715.60256;12.816336;2117.383386;1.260908844;0.094112682;0.006114475;5488.465643;11.432341;1156.529549;1321.671538
19;10.5;10.7;28;12714.64029;12.81587;2117.053878;1.260856935;0.094111474;0.0061142;5487.669138;11.425827;1157.258401;1321.954274
19;10.5;10.7;26.5;12713.8813;12.815498;2116.790402;1.260819239;0.094111032;0.006114014;5487.027549;11.421934;1157.878333;1322.207255
19;10.5;10.7;25;12713.16083;12.815134;2116.535861;1.260779478;0.094110575;0.006113818;5486.413246;11.419359;1158.51474;1322.464652
19;10.5;10.8;25;12704.67127;12.81447;2117.602797;1.260598762;0.094109907;0.006112972;5488.728047;14.202871;1158.07955;1322.528554
19;10.5;10.8;26.5;12705.38854;12.814825;2117.855295;1.260634868;0.094110351;0.00611315;5489.335925;14.206569;1157.435963;1322.251958
19;10.5;10.8;28;12706.14767;12.815195;2118.118336;1.260674952;0.094111144;0.006113358;5489.964973;14.211688;1156.816206;1321.999925
19;10.5;10.8;29.79;12707.11019;12.815658;2118.447152;1.260727812;0.094112499;0.006113641;5490.745859;14.219658;1156.087559;1321.718383
19;10.5;10.8;31;12706.64094;12.815907;2118.669114;1.260738539;0.094113341;0.006113716;5491.337299;14.225219;1155.565686;1321.403547
19;10.5;10.8;33.5;12705.79974;12.816444;2119.151175;1.260752646;0.094114908;0.006113829;5492.63459;14.23953;1154.577174;1320.786837
19;11;10.8;33.5;12741.59991;12.84386;2114.795204;1.261524374;0.094115562;0.006117377;5487.037503;12.865739;1156.544903;1316.624113
19;11;10.8;31;12742.21549;12.843289;2114.308464;1.261503742;0.094114416;0.006117248;5485.669715;12.856645;1157.513582;1317.192125
19;11;10.8;29.79;12742.57082;12.843037;2114.087345;1.261499629;0.094114173;0.006117221;5485.035596;12.853454;1158.040687;1317.523149
19;11;10.8;28;12741.72706;12.842576;2113.760745;1.261455703;0.094113653;0.006117005;5484.194107;12.848606;1158.776043;1317.827728
19;11;10.8;26.5;12741.06044;12.842208;2113.499476;1.261420579;0.094113222;0.006116831;5483.517549;12.845741;1159.401078;1318.097417
19;11;10.8;25;12740.42948;12.841855;2113.248691;1.261386829;0.094112788;0.006116663;5482.865119;12.843967;1160.049672;1318.390209
19;11;10.7;25;12748.93935;12.842582;2112.257058;1.261574437;0.094113484;0.006117542;5480.432316;9.989306;1160.494833;1318.529205
19;11;10.7;26.5;12749.5703;12.842938;2112.508772;1.261608259;0.094113919;0.00611771;5481.096233;9.990075;1159.846066;1318.235989
19;11;10.7;28;12750.23687;12.843308;2112.770988;1.261643455;0.09411435;0.006117884;5481.784728;9.99194;1159.220864;1317.965844
19;11;10.7;29.79;12751.08049;12.843771;2113.098743;1.261687467;0.09411487;0.006118102;5482.641101;9.9956;1158.485314;1317.660668
19;11;10.7;31;12750.72504;12.844026;2113.320753;1.261691643;0.094115114;0.006118128;5483.28547;9.99797;1157.958088;1317.329382
19;11;10.7;33.5;12750.10589;12.844595;2113.807747;1.261705364;0.094115753;0.006118211;5484.681274;10.005281;1156.981825;1316.740801
19;11;10.63;33.5;12756.09684;12.845179;2113.17448;1.261839291;0.094116091;0.006118833;5483.068192;8.001415;1157.296694;1316.947954
19;11;10.63;31;12756.71624;12.844607;2112.686287;1.261826629;0.094115617;0.006118761;5481.657824;7.995283;1158.273111;1317.536917
19;11;10.63;29.79;12757.07176;12.844351;2112.463661;1.26182241;0.094115373;0.006118734;5481.006785;7.993488;1158.800426;1317.868361
19;11;10.63;28;12756.22822;12.843886;2112.135098;1.261778338;0.094114853;0.006118517;5480.140733;7.990659;1159.536119;1318.173887
19;11;10.63;26.5;12755.56168;12.843514;2111.87222;1.261743094;0.094114421;0.006118342;5479.444471;7.989496;1160.161441;1318.444298
19;11;10.63;25;12754.93072;12.843157;2111.619856;1.261709223;0.094113987;0.006118174;5478.773078;7.989432;1160.810335;1318.73776
19;11;10.5;25;12766.12473;12.844356;2110.557284;1.261961446;0.094114929;0.006119356;5475.807564;4.27175;1161.393271;1319.331959
19;11;10.5;26.5;12766.75572;12.844716;2110.810837;1.261995387;0.094115364;0.006119525;5476.491649;4.270504;1160.744104;1319.038061
19;11;10.5;28;12767.42711;12.845101;2111.076928;1.262036267;0.094115817;0.006119725;5477.192661;4.2706;1160.129903;1318.797849
19;11;10.5;29.79;12768.27052;12.84557;2111.406975;1.262080444;0.094116338;0.006119943;5478.075075;4.271883;1159.393932;1318.491809
19;11;10.5;31;12767.91488;12.845828;2111.630716;1.262084738;0.094116582;0.006119971;5478.737396;4.272607;1158.866444;1318.160116
19;11;10.5;33.5;12767.29523;12.846406;2112.121339;1.262097742;0.094117058;0.006120045;5480.172094;4.276554;1157.890098;1317.571604
19;11;10.4;33.5;12775.97019;12.847473;2111.418244;1.262302674;0.094117828;0.006121005;5478.042425;1.408366;1158.353065;1318.255445
19;11;10.4;31;12776.59028;12.846892;2110.925937;1.262289741;0.094117352;0.006120931;5476.590658;1.406116;1159.330041;1318.845319
19;11;10.4;29.79;12776.94113;12.846622;2110.699384;1.262279858;0.094117087;0.006120878;5475.928999;1.405955;1159.846355;1319.146675
19;11;10.4;28;12776.09782;12.846151;2110.368229;1.262235626;0.094116566;0.00612066;5475.035368;1.405864;1160.582589;1319.453108
19;11;10.4;26.5;12775.43133;12.845774;2110.103224;1.262200247;0.094116134;0.006120485;5474.316958;1.407009;1161.208368;1319.724195
19;11;10.4;25;12774.8003;12.845412;2109.84877;1.262166243;0.094115699;0.006120316;5473.62423;1.409264;1161.857735;1320.018276
19;11;10.3;25;12783.5264;12.846577;2109.232357;1.262376564;0.094116492;0.006121302;5471.539126;-1.455628;1162.32834;1320.879439
19;11;10.3;26.5;12784.15748;12.84694;2109.487689;1.262410628;0.094116927;0.006121471;5472.239553;-1.458894;1161.678764;1320.585244
19;11;10.3;28;12784.82397;12.847319;2109.753587;1.262446068;0.09411736;0.006121646;5472.965946;-1.461044;1161.052784;1320.314027
19;11;10.3;29.79;12785.66722;12.847792;2110.085827;1.262490373;0.09411788;0.006121865;5473.869506;-1.462146;1160.316312;1320.007404
19;11;10.3;31;12785.31142;12.848054;2110.311182;1.262494756;0.094118125;0.006121893;5474.546419;-1.463071;1159.788504;1319.675354
19;11;10.3;33.5;12784.69104;12.848638;2110.805154;1.262507761;0.094118601;0.006121967;5476.013193;-1.462513;1158.811197;1319.085026
19;11;10.2;33.5;12793.46523;12.849921;2110.284933;1.262723846;0.094119418;0.00612298;5474.073366;-4.335451;1159.286697;1320.117499
19;11;10.2;31;12794.08583;12.849333;2109.789364;1.262710743;0.094118942;0.006122905;5472.593529;-4.334314;1160.264289;1320.708041
19;11;10.2;29.79;12794.4417;12.84907;2109.563254;1.262706311;0.094118697;0.006122877;5471.91061;-4.332563;1160.792256;1321.040188
19;11;10.2;28;12793.59849;12.848595;2109.229965;1.262661939;0.094118176;0.006122658;5470.998353;-4.330267;1161.528977;1321.346913
19;11;10.2;26.5;12792.93198;12.848214;2108.963204;1.262626442;0.094117744;0.006122483;5470.264961;-4.327109;1162.155167;1321.618191
19;11;10.2;25;12792.30085;12.847849;2108.707022;1.26259232;0.094117308;0.006122313;5469.557778;-4.322833;1162.804961;1321.912431
19;11.5;10.2;25;12827.95817;12.875287;2105.227616;1.26341182;0.094120336;0.006126153;5463.365444;-6.058111;1164.789193;1319.786785
19;11.5;10.2;26.5;12828.50266;12.875651;2105.483824;1.263443619;0.094120762;0.006126312;5464.109623;-6.062115;1164.134519;1319.479158
19;11.5;10.2;28;12829.0766;12.87603;2105.750874;1.263476646;0.094121185;0.006126476;5464.882676;-6.065305;1163.503206;1319.193393
19;11.5;10.2;29.79;12829.80578;12.876514;2106.086588;1.263523137;0.094121713;0.006126705;5465.837975;-6.067723;1162.77078;1318.896692
19;11.5;10.2;31;12829.55807;12.876791;2106.31564;1.263530757;0.09412197;0.006126747;5466.548729;-6.06983;1162.249331;1318.581916
19;11.5;10.2;33.5;12829.13546;12.877407;2106.817517;1.263549768;0.094122468;0.00612685;5468.092227;-6.072374;1161.284038;1318.023261
19;11.5;10.3;33.5;12820.34881;12.876052;2107.265144;1.263330235;0.094121635;0.00612582;5470.008638;-3.131878;1160.805542;1316.8463
19;11.5;10.3;31;12820.77132;12.875439;2106.765023;1.26331133;0.094121137;0.006125718;5468.477099;-3.130606;1161.770554;1317.405102
19;11.5;10.3;29.79;12821.01901;12.875163;2106.536793;1.26330376;0.094120881;0.006125676;5467.771843;-3.12912;1162.291845;1317.719934
19;11.5;10.3;28;12820.29432;12.874691;2106.204016;1.263262586;0.094120373;0.006125472;5466.816742;-3.127283;1163.034763;1318.045467
19;11.5;10.3;26.5;12819.71589;12.874304;2105.936116;1.263224331;0.09411993;0.006125284;5466.057843;-3.125144;1163.655038;1318.302433
19;11.5;10.3;25;12819.17147;12.873942;2105.68083;1.26319259;0.094119505;0.006125125;5465.319797;-3.121902;1164.309492;1318.610174
19;11.5;10.4;25;12810.43808;12.872719;2106.228193;1.262984206;0.094118717;0.006124148;5467.388657;-0.187744;1163.846825;1317.632042
19;11.5;10.4;26.5;12810.98244;12.873079;2106.482511;1.263015901;0.094119143;0.006124306;5468.119553;-0.190225;1163.192609;1317.324313
19;11.5;10.4;28;12811.55632;12.873455;2106.747624;1.263048822;0.094119564;0.00612447;5468.878826;-0.191901;1162.56174;1317.038449
19;11.5;10.4;29.79;12812.28102;12.873924;2107.079175;1.263089918;0.094120072;0.006124673;5469.824743;-0.192842;1161.819058;1316.712835
19;11.5;10.4;31;12812.03335;12.874199;2107.306525;1.263097433;0.094120328;0.006124716;5470.523614;-0.193707;1161.297916;1316.397955
19;11.5;10.4;33.5;12811.61098;12.874808;2107.804764;1.263116223;0.094120825;0.006124817;5472.041251;-0.193709;1160.333167;1315.839031
19;11.5;10.5;33.5;12802.92416;12.873675;2108.437354;1.262907821;0.09412004;0.00612384;5474.185467;2.742036;1159.867042;1315.004126
19;11.5;10.5;31;12803.34639;12.87307;2107.941111;1.262889156;0.094119543;0.006123739;5472.683674;2.740769;1160.831546;1315.563145
19;11.5;10.5;29.79;12803.59404;12.872797;2107.714695;1.2628817;0.094119287;0.006123697;5471.992075;2.741014;1161.352548;1315.878062
19;11.5;10.5;28;12802.86932;12.87233;2107.384433;1.262840689;0.09411878;0.006123494;5471.056617;2.74106;1162.095007;1316.203704
19;11.5;10.5;26.5;12802.29547;12.871956;2107.12037;1.262807836;0.094118358;0.006123331;5470.305743;2.741981;1162.725686;1316.489602
19;11.5;10.5;25;12801.75116;12.871598;2106.867077;1.262776209;0.094117933;0.006123173;5469.582932;2.743702;1163.379702;1316.797367
19;11.5;10.63;25;12790.53818;12.870333;2107.838732;1.262514391;0.09411695;0.006121946;5472.601796;6.5508;1162.782088;1315.974785
19;11.5;10.63;26.5;12791.08242;12.870666;2108.090632;1.262545924;0.094117375;0.006122103;5473.312638;6.550066;1162.128316;1315.66704
19;11.5;10.63;28;12791.65625;12.871037;2108.353263;1.26257868;0.094117797;0.006122266;5474.051073;6.550126;1161.497869;1315.381166
19;11.5;10.63;29.79;12792.381;12.8715;2108.681764;1.262619575;0.094118304;0.006122469;5474.971027;6.551242;1160.755682;1315.055573
19;11.5;10.63;31;12792.13341;12.871802;2108.906894;1.262626948;0.094118559;0.00612251;5475.651852;6.551802;1160.234848;1314.740627
19;11.5;10.63;33.5;12791.71615;12.872416;2109.402291;1.262651002;0.094119077;0.006122636;5477.12177;6.554932;1159.282009;1314.211931
19;11.5;10.7;33.5;12785.71773;12.871757;2109.987477;1.262513822;0.094118564;0.006121993;5478.775916;8.606051;1158.965517;1313.894738
19;11.5;10.7;31;12786.1396;12.87116;2109.495524;1.2624954;0.094118068;0.006121894;5477.311708;8.602252;1159.929523;1314.45367
19;11.5;10.7;29.79;12786.38715;12.871085;2109.271112;1.262488059;0.094117813;0.006121852;5476.637339;8.60126;1160.450245;1314.768542
19;11.5;10.7;28;12785.65761;12.87042;2108.941682;1.262441674;0.094117285;0.006121624;5475.734977;8.599319;1161.180926;1315.06369
19;11.5;10.7;26.5;12785.08379;12.870051;2108.679848;1.262408972;0.094116864;0.006121462;5475.003951;8.598731;1161.811255;1315.349516
19;11.5;10.7;25;12784.53958;12.869884;2108.428725;1.262377493;0.094116439;0.006121305;5474.300236;8.598934;1162.464903;1315.657219
19;11.5;10.8;25;12776.01984;12.868917;2109.353611;1.262186958;0.094115729;0.006120412;5476.807975;11.522515;1162.017486;1315.359139
19;11.5;10.8;26.5;12776.56879;12.869279;2109.605527;1.262223938;0.094116175;0.006120594;5477.492282;11.523246;1161.375439;1315.082079
19;11.5;10.8;28;12777.14263;12.869645;2109.866202;1.262256577;0.094116596;0.006120757;5478.211819;11.524587;1160.745299;1314.796455
19;11.5;10.8;29.79;12777.86748;12.870104;2110.192294;1.262297328;0.094117103;0.006120958;5479.108201;11.52722;1160.003473;1314.471198
19;11.5;10.8;31;12777.61998;12.87037;2110.415642;1.262304597;0.094117358;0.006121;5479.772654;11.52883;1159.482865;1314.156332
19;11.5;10.8;33.5;12777.19832;12.870962;2110.905315;1.262322869;0.094117853;0.006121098;5481.215213;11.533892;1158.51905;1313.597416
19;12;10.8;33.5;12812.571;12.89773;2107.397785;1.263138911;0.094120863;0.006124922;5475.289899;10.242137;1160.496947;1311.478192
19;12;10.8;31;12812.81381;12.898106;2106.901111;1.263109939;0.094120328;0.006124773;5473.791408;10.239487;1161.43834;1311.980443
19;12;10.8;29.79;12812.9637;12.897825;2106.675314;1.263099809;0.094120062;0.006124718;5473.098836;10.238836;1161.952959;1312.280339
19;12;10.8;28;12812.35775;12.896365;2106.348897;1.263062234;0.094119569;0.006124531;5472.152003;10.237538;1162.701147;1312.624799
19;12;10.8;26.5;12811.87683;12.897;2106.088147;1.263032085;0.094119158;0.006124381;5471.39301;10.23701;1163.336319;1312.925284
19;12;10.8;25;12811.41957;12.896649;2105.838241;1.26300286;0.094118743;0.006124235;5470.663682;10.236983;1163.99426;1313.245778
19;12;10.7;25;12819.94293;12.896482;2104.974737;1.263196089;0.094119464;0.00612514;5468.110403;7.246742;1164.44376;1313.684675
19;12;10.7;26.5;12820.40012;12.896834;2105.225877;1.263225249;0.09411988;0.006125286;5468.850533;7.246275;1163.785344;1313.363494
19;12;10.7;28;12820.88107;12.897201;2105.487956;1.263255486;0.094120291;0.006125437;5469.620539;7.246319;1163.150016;1313.063149
19;12;10.7;29.79;12821.48704;12.897662;2105.816017;1.26329317;0.094120785;0.006125625;5470.581121;7.247045;1162.401648;1312.718862
