Mach, Rate of Climb
   0.354133,  657.783691
   0.358435,  682.094915
   0.362736,  705.576564
   0.367038,  728.352122
   0.371340,  750.203850
   0.375641,  771.486382
   0.379943,  791.794310
   0.384245,  811.490502
   0.388546,  830.450649
   0.392848,  848.702290
   0.397150,  866.400450
   0.401451,  882.973368
   0.405753,  898.859762
   0.410055,  914.065794
   0.414357,  928.426604
   0.418658,  941.598233
   0.422960,  954.095688
   0.427262,  965.412028
   0.431563,  975.719902
   0.435865,  984.963855
   0.440167,  992.673027
   0.444468,  999.526543
   0.448770, 1004.789547
   0.453072, 1009.386643
   0.457373, 1012.409346
   0.461675, 1014.929470
   0.465977, 1016.805204
   0.470278, 1018.366792
   0.474580, 1020.329199
   0.478882, 1023.112163
   0.483184, 1025.938791
   0.487485, 1031.363194
   0.491787, 1036.065607
   0.496089, 1042.770289
   0.500390, 1049.416110
   0.504692, 1055.531985
   0.508994, 1061.690314
   0.513295, 1067.790575
   0.517597, 1072.362762
   0.521899, 1076.814289
   0.526200, 1080.924346
   0.530502, 1083.320303
   0.534804, 1085.418103
   0.539105, 1087.279537
   0.543407, 1087.671841
   0.547709, 1087.419110
   0.552011, 1086.949063
   0.556312, 1085.821354
   0.560614, 1083.240116
   0.564916, 1080.397817
   0.569217, 1077.292220
   0.573519, 1073.273883
   0.577821, 1068.004625
   0.582122, 1062.428606
   0.586424, 1056.551262
   0.590726, 1050.068634
   0.595027, 1041.937052
   0.599329, 1033.454557
   0.603631, 1024.617649
   0.607932, 1015.423864
   0.612234, 1005.021799
   0.616536,  993.463573
   0.620838,  981.505559
   0.625139,  969.144924
   0.629441,  956.378833
   0.633743,  942.641163
   0.638044,  927.420360
   0.642346,  911.751979
   0.646648,  895.632956
   0.650949,  879.060228
   0.655251,  862.030730
   0.659553,  843.650782
   0.663854,  824.057841
   0.668156,  803.966581
   0.672458,  783.373726
   0.676759,  762.275997
   0.681061,  740.670120
   0.685363,  718.552816
   0.689665,  694.306148
   0.693966,  669.503125
   0.698268,  644.147765
   0.702570,  618.236597
   0.706871,  591.766147
   0.711173,  564.732944
   0.715475,  537.133515
   0.719776,  508.156014
   0.724078,  477.777388
   0.728380,  446.792560
   0.732681,  415.197881
   0.736983,  382.989699
   0.741285,  350.164365
   0.745586,  316.718228
   0.749888,  282.647638
   0.754190,  247.948945
   0.758492,  211.291880
   0.762793,  173.682245
   0.767095,  135.405439
   0.771397,   96.457652
   0.775698,   56.835072
   0.780000,   16.533889
