Speed (CAS), Rate of Climb
 121.965363,  190.601413
 122.938785,  191.636196
 123.912207,  192.396006
 124.885628,  192.899905
 125.859050,  192.935196
 126.832472,  192.676627
 127.805894,  192.755698
 128.779316,  192.694448
 129.752738,  192.450661
 130.726160,  191.839776
 131.699582,  190.892699
 132.673004,  189.718311
 133.646426,  188.079882
 134.619848,  186.316807
 135.593270,  184.003150
 136.566692,  181.620761
 137.540114,  178.658697
 138.513536,  175.646456
 139.486958,  172.048177
 140.460380,  168.377487
 141.433802,  164.178905
 142.407224,  159.828650
 143.380646,  155.064068
 144.354068,  150.014298
 145.327490,  145.144713
 146.300912,  140.180680
 147.274334,  135.132366
 148.247756,  129.543948
 149.221178,  123.770714
 150.194600,  117.766271
 151.168022,  111.252133
 152.141444,  104.631200
 153.114866,   97.618181
 154.088288,   90.230706
 155.061710,   82.725082
 156.035132,   74.750477
 157.008554,   66.454337
 157.981976,   58.028675
 158.955398,   49.149987
 159.928820,   39.911613
 160.902242,   30.532353
 161.875664,   20.818014
 162.849086,   10.930024
 163.822508,    1.275644
 164.795930,   -8.522790
 165.769352,  -18.964251
 166.742774,  -29.607552
 167.716196,  -40.406248
 168.689618,  -51.490985
 169.663040,  -63.150585
 170.636462,  -74.976841
 171.609884,  -86.970336
 172.583306,  -99.299924
 173.556728, -112.178679
 174.530150, -125.235888
 175.503572, -138.472186
 176.476994, -151.938214
 177.450416, -166.081449
 178.423838, -180.414913
 179.397260, -194.939292
 180.370682, -209.355227
 181.344104, -223.789907
 182.317526, -238.660885
 183.290948, -253.726084
 184.264369, -268.986239
 185.237791, -284.442088
 186.211213, -300.441931
 187.184635, -316.842734
 188.158057, -333.450229
 189.131479, -350.265197
 190.104901, -367.288424
 191.078323, -384.686798
 192.051745, -402.677140
 193.025167, -420.886616
 193.998589, -439.316053
 194.972011, -457.966280
 195.945433, -476.838124
 196.918855, -496.197638
 197.892277, -515.869431
 198.865699, -535.358158
 199.839121, -555.074041
 200.812543, -575.017947
 201.785965, -595.190746
 202.759387, -615.650888
 203.732809, -636.830323
 204.706231, -658.249264
 205.679653, -679.908619
 206.653075, -701.809296
 207.626497, -723.952204
 208.599919, -746.338250
 209.573341, -769.002628
 210.546763, -792.423424
 211.520185, -816.097819
 212.493607, -840.026757
 213.467029, -864.211181
 214.440451, -888.652038
 215.413873, -913.236923
 216.387295, -937.741959
 217.360717, -962.630375
 218.334139, -988.193499
