Cl, Efficiency
   0.385017,    3.417864
   0.485941,    4.497547
   0.586669,    5.635239
   0.687211,    6.803082
   0.787550,    7.987536
   0.887688,    9.158677
   0.987629,   10.278956
   1.087381,   11.299382
   1.187286,   12.211971
   1.286700,   12.990997
   1.385910,   13.621405
   1.484915,   14.095435
   1.583707,   14.426081
   1.682291,   14.611148
   1.780675,   14.650438
   1.878857,   14.567486
   1.976827,   14.392404
   2.074590,   14.139656
   2.172142,   13.829979
   2.269484,   13.476619
   2.366617,   13.093054
   2.463546,   12.685166
   2.559021,   12.256320
   2.648144,   11.796457
   2.726375,   11.299226
   2.790461,   10.765163
   2.838426,   10.199582
   2.869564,    9.580345
   2.884431,    8.991033
