Mach, Specific Range
   0.209914,    0.249073
   0.212819,    0.262295
   0.215724,    0.273218
   0.218630,    0.279978
   0.221535,    0.287324
   0.224440,    0.291856
   0.227345,    0.296710
   0.230250,    0.301912
   0.233155,    0.305976
   0.236061,    0.310204
   0.238966,    0.314713
   0.241871,    0.318807
   0.244776,    0.322341
   0.247681,    0.326092
   0.250586,    0.330074
   0.253491,    0.333487
   0.256397,    0.336275
   0.259302,    0.339226
   0.262207,    0.342348
   0.265112,    0.345650
   0.268017,    0.347556
   0.270922,    0.349434
   0.273828,    0.351423
   0.276733,    0.353466
   0.279638,    0.355488
   0.282543,    0.356664
   0.285448,    0.357081
   0.288353,    0.357560
   0.291258,    0.358100
   0.294164,    0.358704
   0.297069,    0.359373
   0.299974,    0.359935
   0.302879,    0.358823
   0.305784,    0.357741
   0.308689,    0.356688
   0.311595,    0.355479
   0.314500,    0.354059
   0.317405,    0.352676
   0.320310,    0.351329
   0.323215,    0.349734
   0.326120,    0.346886
   0.329025,    0.344074
   0.331931,    0.341298
   0.334836,    0.338556
   0.337741,    0.335848
   0.340646,    0.333174
   0.343551,    0.330532
   0.346456,    0.327928
   0.349361,    0.325359
   0.352267,    0.322631
   0.355172,    0.318867
   0.358077,    0.315154
   0.360982,    0.311493
   0.363887,    0.307883
   0.366792,    0.304323
   0.369698,    0.300811
   0.372603,    0.297348
   0.375508,    0.293932
   0.378413,    0.290563
   0.381318,    0.287214
   0.384223,    0.283901
   0.387128,    0.280633
   0.390034,    0.277410
   0.392939,    0.273477
   0.395844,    0.269477
   0.398749,    0.265549
   0.401654,    0.261690
   0.404559,    0.257900
   0.407465,    0.254178
   0.410370,    0.250521
   0.413275,    0.246929
   0.416180,    0.243365
   0.419085,    0.239857
   0.421990,    0.236412
   0.424895,    0.233027
   0.427801,    0.229703
   0.430706,    0.226437
   0.433611,    0.223228
   0.436516,    0.220076
   0.439421,    0.216979
   0.442326,    0.213936
   0.445232,    0.210946
   0.448137,    0.207495
   0.451042,    0.204078
   0.453947,    0.200733
   0.456852,    0.197457
   0.459757,    0.194251
   0.462662,    0.191113
   0.465568,    0.188039
   0.468473,    0.185030
   0.471378,    0.182083
   0.474283,    0.179197
   0.477188,    0.176369
   0.480093,    0.173600
   0.482998,    0.170879
   0.485904,    0.168132
   0.488809,    0.165442
   0.491714,    0.162807
   0.494619,    0.160228
   0.497524,    0.157701
