CD, CL
   0.034042,   -0.488713
   0.031077,   -0.426932
   0.028600,   -0.365186
   0.026594,   -0.303467
   0.025087,   -0.241777
   0.024057,   -0.180113
   0.023527,   -0.118474
   0.023475,   -0.056860
   0.023922,    0.004729
   0.024853,    0.066292
   0.026286,    0.127830
   0.028207,    0.189346
   0.030631,    0.250839
   0.033549,    0.312310
   0.036972,    0.373756
   0.040901,    0.435181
   0.045338,    0.496585
   0.050289,    0.557968
   0.055740,    0.619331
   0.061711,    0.680672
   0.068185,    0.741993
   0.075178,    0.803296
   0.082679,    0.864580
   0.090702,    0.925846
   0.099241,    0.987094
   0.108313,    1.049405
   0.117987,    1.114996
   0.128234,    1.180994
   0.139073,    1.247298
   0.150502,    1.312389
