CD, CL
   0.034049,   -0.338636
   0.031083,   -0.276855
   0.028606,   -0.215109
   0.026601,   -0.153390
   0.025094,   -0.091700
   0.024063,   -0.030036
   0.023534,    0.031602
   0.023481,    0.093216
   0.023928,    0.154806
   0.024859,    0.216368
   0.026293,    0.277907
   0.028214,    0.339423
   0.030638,    0.400916
   0.033556,    0.462386
   0.036978,    0.523833
   0.040907,    0.585257
   0.045345,    0.646661
   0.050295,    0.708044
   0.055747,    0.769407
   0.061718,    0.830749
   0.068192,    0.892070
   0.075184,    0.953373
   0.082686,    1.014657
   0.090708,    1.075923
   0.099247,    1.137170
   0.108320,    1.199482
   0.117994,    1.265072
   0.128240,    1.331070
   0.139080,    1.397374
   0.150509,    1.462465
