CD, CL
   0.038446,   -0.687274
   0.035480,   -0.625493
   0.033003,   -0.563747
   0.030998,   -0.502028
   0.029491,   -0.440339
   0.028460,   -0.378675
   0.027931,   -0.317036
   0.027878,   -0.255422
   0.028325,   -0.193832
   0.029256,   -0.132270
   0.030690,   -0.070731
   0.032611,   -0.009216
   0.035035,    0.052278
   0.037953,    0.113748
   0.041375,    0.175195
   0.045304,    0.236619
   0.049742,    0.298023
   0.054692,    0.359406
   0.060144,    0.420769
   0.066115,    0.482110
   0.072589,    0.543432
   0.079581,    0.604734
   0.087083,    0.666019
   0.095105,    0.727285
   0.103644,    0.788532
   0.112717,    0.850844
   0.122391,    0.916434
   0.132637,    0.982432
   0.143477,    1.048736
   0.154906,    1.113827
