CD, CL
   0.034418,   -0.561378
   0.031453,   -0.499597
   0.028975,   -0.437851
   0.026970,   -0.376132
   0.025463,   -0.314442
   0.024432,   -0.252778
   0.023903,   -0.191139
   0.023850,   -0.129525
   0.024297,   -0.067936
   0.025228,   -0.006373
   0.026662,    0.055166
   0.028583,    0.116681
   0.031007,    0.178174
   0.033925,    0.239645
   0.037347,    0.301091
   0.041276,    0.362516
   0.045714,    0.423920
   0.050664,    0.485303
   0.056116,    0.546666
   0.062087,    0.608007
   0.068561,    0.669329
   0.075553,    0.730631
   0.083055,    0.791915
   0.091077,    0.853181
   0.099616,    0.914429
   0.108689,    0.976741
   0.118363,    1.042331
   0.128609,    1.108329
   0.139449,    1.174633
   0.150878,    1.239724
