CD, CL
   0.037060,   -0.641674
   0.034095,   -0.579893
   0.031618,   -0.518147
   0.029612,   -0.456428
   0.028105,   -0.394739
   0.027074,   -0.333075
   0.026545,   -0.271436
   0.026492,   -0.209822
   0.026939,   -0.148232
   0.027870,   -0.086670
   0.029304,   -0.025131
   0.031225,    0.036384
   0.033649,    0.097878
   0.036567,    0.159348
   0.039989,    0.220795
   0.043918,    0.282219
   0.048356,    0.343623
   0.053306,    0.405006
   0.058758,    0.466369
   0.064729,    0.527710
   0.071203,    0.589032
   0.078196,    0.650334
   0.085697,    0.711619
   0.093719,    0.772885
   0.102258,    0.834132
   0.111331,    0.896444
   0.121005,    0.962034
   0.131252,    1.028032
   0.142091,    1.094336
   0.153520,    1.159427
