Ground Roll distance, Vertical Forces
 339.063452, 320481.322000
 347.040907, 320481.322000
 402.113216, 320481.322000
 413.005807, 320481.322000
 423.858246, 320481.322000
 434.670735, 320481.322000
 445.443470, 320481.322000
 447.593264, 320481.322000
 447.644993, 320481.322000
 447.682368, 320481.322000
 447.700784, 320481.322000
 447.712493, 320481.322000
 447.716572, 320481.322000
 447.718950, 320481.322000
 447.719427, 320481.322000
 447.719861, 320481.322000
 447.724205, 320481.322000
 447.767639, 320481.322000
 448.201889, 320481.322000
 452.534861, 320481.322000
 483.997811, 320481.322000
 491.450409, 320481.322000
 499.799419, 320481.322000
 535.322690, 320481.322000
 568.667928, 320481.322000
 598.542904, 320481.322000
 625.040891, 320481.322000
 648.360866, 320481.322000
 668.725764, 320481.322000
 686.361507, 320481.322000
 690.583998, 320481.322000
 691.284618, 320481.322000
 692.111781, 320481.322000
 700.111981, 320481.322000
 705.021995, 320481.322000
 708.463646, 320481.322000
 709.624491, 320481.322000
 710.659040, 320481.322000
 720.361993, 320481.322000
 723.013684, 320481.322000
 725.199069, 320481.322000
 726.404049, 320481.322000
 727.090349, 320481.322000
 727.434348, 320481.322000
 727.773961, 320481.322000
 731.046368, 320481.322000
 739.461428, 320481.322000
 745.855189, 320481.322000
 747.244120, 320481.322000
 748.335298, 320481.322000
 751.144569, 320481.322000
 751.423303, 320481.322000
 751.510489, 320481.322000
 751.542995, 320481.322000
 751.544494, 320481.322000
 751.544637, 320481.322000
 751.544645, 320481.322000
