Ground Distance, Angular Velocity
   0.000000,    0.000000
   6.194505,    0.000000
  24.649676,    0.000000
  55.165712,    0.000000
  97.533673,    0.000000
 151.536232,    0.000000
 216.948417,    0.000000
 293.538381,    0.000000
 381.068176,    0.000000
 479.294536,    0.000000
 587.969612,    0.000000
 706.841772,    0.000000
 835.656422,    0.000000
 974.156842,    0.000000
1122.085087,    0.000000
1279.182732,    0.000000
1445.191686,    0.000000
1619.854677,    0.000000
1802.915772,    0.000000
1937.332591,    0.000000
1937.332591,    0.000000
2060.127132,    0.000000
2086.945280,    0.661160
2187.196221,    0.993242
2189.219060,    0.995856
2394.878237,    0.673942
2606.959681,    0.258734
2740.310267,   -0.031739
2742.500474,   -0.035602
2964.625115,   -0.034133
3192.840660,   -0.032766
3404.817044,   -0.031603
3641.485072,   -0.031591
3878.153198,   -0.031587
4114.821325,   -0.031582
4351.489451,   -0.031578
4588.157578,   -0.031573
4824.825704,   -0.031569
5061.493830,   -0.031565
5298.161957,   -0.031560
5534.830083,   -0.031556
5771.498210,   -0.031551
6008.166336,   -0.031547
6244.834463,   -0.031543
6481.502589,   -0.031538
6718.170716,   -0.031534
6954.838842,   -0.031529
7191.506968,   -0.031525
7428.175095,   -0.031521
7664.843221,   -0.031516
7901.511348,   -0.031512
8138.179474,   -0.031507
8374.847601,   -0.031503
8611.515727,   -0.031499
8848.183854,   -0.031494
9084.851980,   -0.031490
9321.520106,   -0.031485
9558.188233,   -0.031481
9794.856359,   -0.031477
10031.524486,   -0.031472
10268.192612,   -0.031468
10504.860739,   -0.031463
10741.528865,   -0.031459
10978.196992,   -0.031455
11214.865118,   -0.031450
11451.533244,   -0.031446
11688.201371,   -0.031441
11924.869497,   -0.031437
12161.537624,   -0.031433
12398.205750,   -0.031428
12634.873877,   -0.031424
12871.542003,   -0.031419
13108.210130,   -0.031415
13344.878256,   -0.031411
13581.546382,   -0.031406
13818.214509,   -0.031402
14054.882635,   -0.031397
14291.550762,   -0.031393
14528.218888,   -0.031389
14764.887015,   -0.031384
15001.555141,   -0.031380
15238.223268,   -0.031375
15474.891394,   -0.031371
15711.559520,   -0.031367
15948.227647,   -0.031362
16184.895773,   -0.031358
16421.563900,   -0.031353
16658.232026,   -0.031349
16894.900153,   -0.031345
17131.568279,   -0.031340
17368.236406,   -0.031336
17604.904532,   -0.031332
17841.572658,   -0.031327
18078.240785,   -0.031323
18314.908911,   -0.031318
18551.577038,   -0.031314
18788.245164,   -0.031310
19024.913291,   -0.031305
19261.581417,   -0.031301
19498.249544,   -0.031296
19734.917670,   -0.031292
19971.585796,   -0.031288
20208.253923,   -0.031283
20444.922049,   -0.031279
20681.590176,   -0.031274
20918.258302,   -0.031270
21154.926429,   -0.031266
21391.594555,   -0.031261
21628.262682,   -0.031257
21864.930808,   -0.031252
22101.598934,   -0.031248
22338.267061,   -0.031244
22574.935187,   -0.031239
22811.603314,   -0.031235
23048.271440,   -0.031231
23284.939567,   -0.031226
23521.607693,   -0.031222
23758.275820,   -0.031217
23994.943946,   -0.031213
24231.612072,   -0.031209
24468.280199,   -0.031204
24704.948325,   -0.031200
24941.616452,   -0.031195
25178.284578,   -0.031191
25414.952705,   -0.031187
25651.620831,   -0.031182
25888.288958,   -0.031178
26246.719160,   -0.031171
26246.719160,   -0.031171
