Mach, Specific Range
   0.386870,    0.171031
   0.389879,    0.170760
   0.392887,    0.170482
   0.395896,    0.170242
   0.398905,    0.170031
   0.401914,    0.169832
   0.404923,    0.169618
   0.407931,    0.169317
   0.410940,    0.168953
   0.413949,    0.168600
   0.416958,    0.168252
   0.419967,    0.167874
   0.422975,    0.167363
   0.425984,    0.166862
   0.428993,    0.166371
   0.432002,    0.165879
   0.435011,    0.165349
   0.438019,    0.164711
   0.441028,    0.164081
   0.444037,    0.163461
   0.447046,    0.162839
   0.450055,    0.162227
   0.453063,    0.161492
   0.456072,    0.160745
   0.459081,    0.160006
   0.462090,    0.159274
   0.465099,    0.158549
   0.468107,    0.157833
   0.471116,    0.157002
   0.474125,    0.156164
   0.477134,    0.155334
   0.480143,    0.154512
   0.483151,    0.153699
   0.486160,    0.152895
   0.489169,    0.152089
   0.492178,    0.151177
   0.495187,    0.150274
   0.498195,    0.149378
   0.501204,    0.148497
   0.504213,    0.147630
   0.507222,    0.146771
   0.510231,    0.145919
   0.513239,    0.145016
   0.516248,    0.144067
   0.519257,    0.143127
   0.522266,    0.142195
   0.525275,    0.141271
   0.528283,    0.140355
   0.531292,    0.139447
   0.534301,    0.138547
   0.537310,    0.137654
   0.540319,    0.136693
   0.543327,    0.135707
   0.546336,    0.134728
   0.549345,    0.133758
   0.552354,    0.132797
   0.555363,    0.131842
   0.558371,    0.130886
   0.561380,    0.129938
   0.564389,    0.128999
   0.567398,    0.128068
   0.570407,    0.127091
   0.573415,    0.126071
   0.576424,    0.125062
   0.579433,    0.124062
   0.582442,    0.123072
   0.585451,    0.122073
   0.588459,    0.121081
   0.591468,    0.120100
   0.594477,    0.119128
   0.597486,    0.118159
   0.600495,    0.117182
   0.603503,    0.116215
   0.606512,    0.115226
   0.609521,    0.114207
   0.612530,    0.113184
   0.615539,    0.112166
   0.618547,    0.111159
   0.621556,    0.110163
   0.624565,    0.109178
   0.627574,    0.108189
   0.630583,    0.107210
   0.633591,    0.106243
   0.636600,    0.105287
   0.639609,    0.104337
   0.642618,    0.103391
   0.645627,    0.102455
   0.648635,    0.101531
   0.651644,    0.100570
   0.654653,    0.099605
   0.657662,    0.098651
   0.660671,    0.097708
   0.663679,    0.096776
   0.666688,    0.095853
   0.669697,    0.094938
   0.672706,    0.094033
   0.675715,    0.093136
   0.678723,    0.092248
   0.681732,    0.091610
   0.684741,    0.091150
