Mach, Specific Range
   0.398777,    0.157652
   0.401549,    0.157425
   0.404322,    0.157189
   0.407095,    0.156968
   0.409867,    0.156777
   0.412640,    0.156597
   0.415413,    0.156427
   0.418186,    0.156242
   0.420958,    0.155925
   0.423731,    0.155616
   0.426504,    0.155317
   0.429277,    0.155026
   0.432049,    0.154692
   0.434822,    0.154262
   0.437595,    0.153839
   0.440368,    0.153425
   0.443140,    0.153018
   0.445913,    0.152606
   0.448686,    0.152070
   0.451458,    0.151540
   0.454231,    0.151018
   0.457004,    0.150502
   0.459777,    0.149992
   0.462549,    0.149455
   0.465322,    0.148828
   0.468095,    0.148207
   0.470868,    0.147592
   0.473640,    0.146986
   0.476413,    0.146388
   0.479186,    0.145795
   0.481959,    0.145112
   0.484731,    0.144410
   0.487504,    0.143720
   0.490277,    0.143039
   0.493049,    0.142363
   0.495822,    0.141693
   0.498595,    0.141029
   0.501368,    0.140318
   0.504140,    0.139564
   0.506913,    0.138816
   0.509686,    0.138074
   0.512459,    0.137338
   0.515231,    0.136612
   0.518004,    0.135894
   0.520777,    0.135182
   0.523549,    0.134443
   0.526322,    0.133640
   0.529095,    0.132842
   0.531868,    0.132052
   0.534640,    0.131267
   0.537413,    0.130489
   0.540186,    0.129716
   0.542959,    0.128946
   0.545731,    0.128180
   0.548504,    0.127420
   0.551277,    0.126587
   0.554050,    0.125749
   0.556822,    0.124911
   0.559595,    0.124077
   0.562368,    0.123249
   0.565140,    0.122429
   0.567913,    0.121614
   0.570686,    0.120798
   0.573459,    0.119982
   0.576231,    0.119174
   0.579004,    0.118372
   0.581777,    0.117508
   0.584550,    0.116632
   0.587322,    0.115757
   0.590095,    0.114890
   0.592868,    0.114030
   0.595641,    0.113179
   0.598413,    0.112322
   0.601186,    0.111465
   0.603959,    0.110616
   0.606731,    0.109775
   0.609504,    0.108942
   0.612277,    0.108106
   0.615050,    0.107270
   0.617822,    0.106386
   0.620595,    0.105504
   0.623368,    0.104631
   0.626141,    0.103759
   0.628913,    0.102890
   0.631686,    0.102030
   0.634459,    0.101179
   0.637232,    0.100337
   0.640004,    0.099498
   0.642777,    0.098664
   0.645550,    0.097838
   0.648322,    0.097020
   0.651095,    0.096211
   0.653868,    0.095405
   0.656641,    0.094604
   0.659413,    0.093803
   0.662186,    0.092967
   0.664959,    0.092139
   0.667732,    0.091315
   0.670504,    0.090496
   0.673277,    0.089683
